ASOF02   Date 01/24/2002 Time 21:29:14   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2001 To 12/31/2001  Page 005

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - VAL       LARGE CAP VALUE ACTI
Instrument - COM       COMMON STOCK

KERR MCGEE CORP.                           3.284 KMG     492386107Q    54.8000        64,600.00      3,710,806.65      3,540,080.00
KEYCORP                                    4.848 KEY     493267108Q    24.3400       361,200.00      7,984,082.18      8,791,608.00
KEYSPAN CORPORATION                        5.137 KSE     49337W100     34.6500        86,400.00      2,653,926.30      2,993,760.00
KNIGHT RIDDER                              1.540 KRI     499040103Q    64.9300        47,800.00      2,459,109.35      3,103,654.00
KRAFT FOODS INC - A                        1.528 KFT     50075N104     34.0300       137,500.00      4,283,784.00      4,679,125.00
LEGGETT & PLATT INC                        2.087 LEG     524660107     23.0000       125,000.00      2,323,850.53      2,875,000.00
LEHMAN BROTHERS HOLDING                    0.419 LEH     524908100Q    66.8000       140,300.00      5,456,959.93      9,372,040.00
LIMITED INC.                               2.038 LTD     532716107Q    14.7200       320,800.00      5,660,486.96      4,722,176.00
LINCOLN NATIONAL CORP                      2.635 LNC     534187109Q    48.5700        58,800.00      2,329,142.78      2,855,916.00
LOCKHEED MARTIN CORPORATION                0.942 LMT     539830109Q    46.6700       139,300.00      4,651,005.01      6,501,131.00
LOEWS CORP                                 1.083 LTR     540424108Q    55.3800       135,000.00      4,127,476.46      7,476,300.00
LSI LOGIC CORP                             0.000 LSI     502161102     15.7800       441,820.17      8,423,612.68      6,971,922.28
LUCENT TECHNOLOGIES                        0.000 LU      549463107      6.2900     2,765,000.00     77,323,380.10     17,391,850.00
MARATHON OIL CORP                          3.066 MRO     565849106Q    30.0000       258,711.00      5,396,631.08      7,761,330.00
MARRIOTT INT’L INC CL-A                    0.639 MAR     571903202     40.6500       147,500.00      4,653,036.10      5,995,875.00
MASCO CORP.                                2.204 MAS     574599106Q    24.5000       133,100.00      3,189,744.70      3,260,950.00
MAY DEPT STORES                            2.541 MAY     577778103Q    36.9800       120,000.00      4,495,830.13      4,437,600.00
MBIA INC.                                  1.118 MBI     55262C100Q    53.6300        75,750.00      2,750,427.24      4,062,472.50
MBNA CORP                                  1.022 KRB     55262L100Q    35.2000       525,000.00     12,729,186.18     18,480,000.00
MCDONALDS CORPORATION                      0.868 MCD     580135101Q    26.4700     1,134,400.00     38,182,223.35     30,027,568.00
MCKESSON CORP                              0.641 MCK     58155Q103Q    37.4000       170,000.00      4,999,241.94      6,358,000.00
MERRILL LYNCH & CO. INC.                   1.227 MER     590188108Q    52.1200       526,300.00     23,920,572.39     27,430,756.01
METLIFE INC                                0.631 MET     59156R108     31.6800       377,500.00     12,575,424.80     11,959,200.00
MGIC INVESTMENT CORP                       0.162 MTG     552848103Q    61.7200        66,000.00      3,500,967.40      4,073,520.00
MICRON TECHNOLOGY INC                      0.000 MU      595112103Q    31.0000       378,000.00     12,213,479.03     11,718,000.00
MIRANT CORP                                0.000 MIR     604675108     16.0200       665,052.21     12,033,863.00     10,654,136.40
MORGAN STANLEY DEAN WITTER & C             1.644 MWD     617446448Q    55.9400       685,000.00     42,722,077.48     38,318,900.00
MOTOROLA INC                               1.065 MOT     620076109Q    15.0200     1,394,300.00     40,854,019.73     20,942,386.00
NABORS INDUSTRIES                          0.000 NBR     629568106     34.3300       570,600.00     14,694,420.07     19,588,698.00
NATIONAL CITY CORP                         4.035 NCC     635405103Q    29.2400       455,000.00     11,622,832.41     13,304,200.00
NATIONAL SEMICONDUCTOR CORP.               0.000 NSM     637640103     30.7900       115,000.00      3,167,527.40      3,540,850.00
NEWELL RUBBERMAID INC.                     3.046 NWL     651229106Q    27.5700       171,000.00      4,888,503.04      4,714,470.00
NIKE INC. -CL B                            0.853 NKE     654106103Q    56.2400       127,300.00      5,756,409.71      7,159,352.00
NISOURCE INCORPORATED                      5.030 NI      65473P105Q    23.0600       125,000.00      2,530,271.23      2,882,500.00
NOBLE DRILLING CORP.                       0.000 NE      655042109     34.0400       148,600.00      3,553,985.68      5,058,344.00
NORFOLK SOUTHERN CORP.                     1.309 NSC     655844108Q    18.3300       112,400.00      2,323,527.76      2,060,292.00
NORTEL NETWORKS CORP. HOLDING              0.000 NT      656568102Q     7.5000     4,800,000.00     88,799,409.64     36,000,000.00
NORTHROP GRUMMAN CORP.                     1.587 NOC     666807102Q   100.8100        52,282.00      3,113,298.16      5,270,548.42
NOVELLUS SYSTEMS INC.                      0.000 NVLS    670008101     39.4500        65,000.00      2,594,897.50      2,564,250.00
