ASOF02   Date 01/24/2002 Time 21:29:23   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2001 To 12/31/2001  Page 049

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - SNP       S&P 500 PASSIVE
Instrument - COM       COMMON STOCK

APACHE CORP.                               0.200 APA     037411105     49.8800        53,541.29      2,136,031.93      2,670,640.04
APPLE COMPUTER INC.                        0.000 AAPL    037833100     21.9000       136,998.00      3,179,182.55      3,000,256.22
APPLERA CORP - APPLIED BIOSYST             0.432 ABI     038020103Q    39.2700        82,705.00      3,119,814.53      3,247,825.34
APPLIED MATERIALS INC.                     0.000 AMAT    038222105     40.1000       318,581.00     10,210,910.20     12,775,098.09
APPLIED MICRO CIRCUITS CORP                0.000 AMCC    03822W109     11.3200       116,490.00      7,593,762.90      1,318,666.80
ARCHER DANIELS MIDLAND CO                  1.393 ADM     039483102Q    14.3500       258,115.00      3,218,904.28      3,703,950.25
ASHLAND INC                                2.387 ASH     044204105Q    46.0800        26,944.99      1,020,840.04      1,241,625.58
AT&T CORPORATION                           0.826 T       001957109Q    18.1400     1,381,072.00     25,313,584.28     25,052,646.08
AT&T WIRELESS SERVICES INC                 0.000 AWE     00209A106     14.3700       987,561.00     17,532,141.64     14,191,251.56
AUTODESK INC.                              0.643 ADSK    052769106Q    37.2700        21,361.00        689,655.40        796,124.48
AUTOMATIC DATA PROC.                       0.781 ADP     053015103Q    58.9000       240,719.00      7,747,251.86     14,178,349.10
AUTOZONE INC                               0.000 AZO     053332102     71.8000        42,141.00      1,132,146.48      3,025,723.80
AVAYA INC                                  0.000 AV      053499109     12.1500       111,980.00      2,190,851.09      1,360,557.01
AVERY DENNISON                             2.335 AVY     053611109Q    56.5300        42,941.00      1,401,662.93      2,427,454.74
AVON PRODUCTS                              1.634 AVP     054303102Q    46.5000        92,209.00      2,285,106.56      4,287,718.50
BAKER HUGHES CORP                          1.261 BHI     057224107Q    36.4700       131,136.00      3,440,168.90      4,782,529.92
BALL CORPORATION                           0.848 BLL     058498106Q    70.7000        10,720.00        377,367.86        757,904.01
BANK OF AMERICA CORP.                      3.812 BAC     060505104Q    62.9500       613,928.00     24,798,756.36     38,646,767.59
BANK OF NEW YORK CO, INC                   1.764 BK      064057102Q    40.8000       287,368.00      6,752,176.53     11,724,614.40
BANK ONE CORPORATION                       2.151 ONE     06423A103Q    39.0500       455,069.00     15,741,420.87     17,770,444.45
BARD C. R. INC.                            1.302 BCR     067383109Q    64.5000        19,964.00        717,722.53      1,287,678.01
BARRICK GOLD CORP.                         1.379 ABX     067901108S    15.9500       209,159.37      4,689,791.59      3,336,091.95
BAUSCH & LOMB INC                          2.761 BOL     071707103Q    37.6600        20,884.00      1,005,038.72        786,491.44
BAXTER INTL                                1.081 BAX     071813109Q    53.6300       230,392.00      5,768,740.03     12,355,922.97
BB&T CORPORATION                           2.880 BBT     054937107     36.1100       176,823.00      5,593,165.63      6,385,078.54
BEAR STEARNS COMPANIES INC                 1.023 BSC     073902108     58.6400        36,720.00      1,517,318.96      2,153,260.80
BECTON DICKINSON & COMPANY                 1.146 BDX     075887109Q    33.1500       100,915.00      2,060,700.57      3,345,332.26
BED BATH & BEYOND INC                      0.000 BBBY    075896100     33.9000       113,215.00      1,504,176.19      3,837,988.51
BELLSOUTH                                  1.992 BLS     079860102Q    38.1500       732,599.00     20,531,503.35     27,948,651.85
BEMIS CO.                                  2.033 BMS     081437105Q    49.1800        20,623.00        598,206.30      1,014,239.14
BEST BUY COMPANY INC                       0.000 BBY     086516101     74.4800        82,247.00      2,268,873.91      6,125,756.57
BIG LOTS, INC.                             0.000 BLI     089302103     10.4000        44,442.00      1,392,442.82        462,196.79
BIOGEN INC.                                0.000 BGEN    090597105     57.3500        57,645.00      1,865,424.32      3,305,940.76
BIOMET INC.                                0.000 BMET    090613100     30.9000       105,248.00      1,273,287.77      3,252,163.20
BLACK & DECKER                             1.272 BDK     091797100Q    37.7300        31,159.00        980,508.73      1,175,629.07
BMC SOFTWARE                               0.000 BMC     055921100     16.3700        95,290.00      3,667,893.04      1,559,897.31
BOEING CO                                  1.753 BA      097023105Q    38.7800       326,871.00     12,161,004.25     12,676,057.37
BOISE CASCADE CORP                         1.764 BCC     097383103Q    34.0100        22,583.00        672,288.81        768,047.83
BOSTON SCIENTIFIC CORP.                    0.000 BSX     101137107     24.1200       157,343.00      3,405,713.51      3,795,113.16
