ASOF02   Date 01/24/2002 Time 21:29:22   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2001 To 12/31/2001  Page 041

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - MG4       MID-CAP GROWTH
Instrument - COM       COMMON STOCK

NATIONAL INSTRUMENTS CORP.                 0.000 NATI    636518102     37.4600        63,000.00      1,768,618.79      2,359,980.00
NETWORKS ASSOCIATES INC.                   0.000 NETA    640938106     25.8500       280,500.00      2,526,295.02      7,250,925.00
NEUBERGER BERMAN INC                       0.683 NEU     641234109     43.9000       137,000.00      6,032,463.61      6,014,300.00
NORDSON CORP                               2.120 NDSN    655663102     26.4100        61,600.00      1,656,751.64      1,626,855.99
NORTH FORK BANK                            2.625 NFB     659424105     31.9900       260,400.00      6,022,481.20      8,330,195.99
OUTBACK STEAKHOUSE INC                     0.000 OSI     689899102     34.2500       128,500.00      3,860,858.92      4,401,125.00
OXFORD HEALTH PLANS                        0.000 OHP     691471106     30.1400       142,400.00      3,415,632.07      4,291,935.98
PAPA JOHN’S INTERNATIONAL                  0.000 PZZA    698813102     27.4800        12,800.00        357,398.19        351,744.00
PATTERSON DENTAL COMPANY                   0.000 PDCO    703412106     40.9300       114,000.00      2,952,125.08      4,666,019.99
PEREGRINE SYSTEMS INC.                     0.000 PRGN    71366Q101     14.8300        25,500.00        449,110.93        378,165.02
PLANTRONICS INC.                           0.000 PLT     727493108     25.6400        38,600.00        925,178.34        989,704.00
PLEXUS CORP                                0.000 PLXS    729132100     26.5600        76,000.00      2,291,233.90      2,018,560.00
POLYCOM INC.                               0.000 PLCM    73172K104     34.0700       152,600.00      4,180,768.91      5,199,081.98
POWERWAVE TECHNOLOGIES                     0.000 PWAV    739363109     17.2800       162,200.00      2,697,387.49      2,802,816.01
PRICE COMMUNICATIONS CORP                  0.000 PR      741437305     19.0900        55,900.00      1,059,967.28      1,067,131.00
PROTEIN DESIGN LABS INC                    0.000 PDLI    74369L103     32.8000       183,700.00      5,663,368.05      6,025,360.01
PROXIM INC                                 0.000 PROX    744284100      9.9200        44,500.00        518,922.68        441,440.00
QUALCOMM INC                               0.000 QCOM    747525103     50.5000        21,700.00      1,195,132.23      1,095,850.03
QUEST DIAGNOSTICS INC                      0.000 DGX     74834L100     71.7100       191,000.00      9,005,814.27     13,696,610.00
RATIONAL SOFTWARE CORPORATION              0.000 RATL    75409P202     19.5000       390,900.00      7,675,712.05      7,622,550.01
READERS DIGEST ASSOCIATION                 0.866 RDA     755267101     23.0800       148,700.00      5,589,558.60      3,431,996.00
RETEK INC                                  0.000 RETK    76128Q109     29.8700        93,000.00      2,491,444.28      2,777,910.00
REYNOLDS & REYNOLDS CL-A                   1.814 REY     761695105     24.2500        85,300.00      2,099,895.98      2,068,525.00
RF MICRO-DEVICES                           0.000 RFMD    749941100     19.2300       341,700.00      7,443,043.27      6,570,891.00
RIVERSTONE NETWORKS INC                    0.000 RSTN    769320102     16.6000        44,100.00        738,664.97        732,059.99
ROLLINS INC                                1.000 ROL     775711104     20.0000        18,300.00        373,202.26        366,000.00
ROSLYN BANCORP INC                         2.685 RSLN    778162107     17.5000       115,400.00      1,861,574.60      2,019,500.01
ROSS STORES INC                            0.529 ROST    778296103     32.0800       133,500.00      3,455,706.98      4,282,680.00
SCHOLASTIC CORP                            0.000 SCHL    807066105     50.3300        56,300.00      2,231,599.19      2,833,579.00
SEI INVESTMENTS CO                         0.110 SEIC    784117103     45.1100       205,800.00      3,904,302.29      9,283,638.00
SEMTECH CORPORATION                        0.000 SMTC    816850101     35.6900       128,400.00      4,215,809.42      4,582,596.00
SEPRACOR INC.                              0.000 SEPR    817315104     57.0600       156,600.00      8,412,886.10      8,935,595.98
SMITHFIELD FOODS INC                       0.000 SFD     832248108     22.0400       203,700.00      4,108,765.49      4,489,548.00
SMUCKER J M                                1.808 SJM     832696306Q    35.3800        23,800.00        612,546.70        842,044.00
SOLUTIA INC.                               0.285 SOI     834376105     14.0200       271,300.00      3,837,102.66      3,803,626.00
SONOCO PRODUCTS CO                         3.009 SON     835495102     26.5800       174,500.00      4,760,682.61      4,638,210.00
SOTHEBY’S HOLDINGS CL-A                    0.000 BID     835898107     16.6100       134,200.00      2,344,496.64      2,229,062.00
SPX CORP.                                  0.000 SPW     784635104Q   136.9000        76,500.00      8,063,923.86     10,472,850.00
STERIS CORP                                0.000 STE     859152100Q    18.2700       126,600.00      2,975,706.66      2,312,982.00
