ASOF02   Date 01/24/2002 Time 21:29:31   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2001 To 12/31/2001  Page 089

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - HCP       HEALTHCARE
Instrument - COM       COMMON STOCK

ABBOTT LABORATORIES                        1.506 ABT     002824100Q    55.7500        47,200.00      2,183,086.59      2,631,399.99
ALLERGAN PHARMACEUTICALS INC.              0.479 AGN     018490102Q    75.0500         5,000.00        360,170.00        375,250.00
ALPHARMA, INC.-CL A                        0.680 ALO     020813101Q    26.4500         3,500.00        118,495.00         92,575.00
AMERICAN HOME PRODUCTS                     1.499 AHP     026609107Q    61.3600        55,900.00      3,223,337.54      3,430,024.00
AMERICAN PHARMACEUTICAL PART               0.000 APPX    02886P109     20.8000         5,000.00         80,000.00        104,000.00
AMERISOURCEBERGEN CORP                     0.047 ABC     03073E105     63.5500         3,430.00        175,068.66        217,976.50
AMGEN INC                                  0.000 AMGN    031162100     56.4400        30,800.00      1,876,431.48      1,738,351.98
ANDRX GROUP                                0.000 ADRX    034553107     70.4100         2,000.00        126,995.00        140,820.00
BAXTER INTL                                1.081 BAX     071813109Q    53.6300        32,800.00      1,497,278.03      1,759,064.00
BECTON DICKINSON & COMPANY                 1.146 BDX     075887109Q    33.1500        20,200.00        693,074.16        669,630.00
BIOGEN INC.                                0.000 BGEN    090597105     57.3500         9,900.00        556,012.05        567,765.00
BIOMET INC.                                0.000 BMET    090613100     30.9000         6,750.00        165,862.89        208,575.00
BOSTON SCIENTIFIC CORP.                    0.000 BSX     101137107     24.1200        17,000.00        279,970.00        410,040.00
BRISTOL-MYERS SQUIBB                       2.156 BMY     110122108Q    51.0000        65,000.00      3,601,393.05      3,315,000.00
CARDINAL HEALTH INC.                       0.154 CAH     14149Y108Q    64.6600         7,800.00        483,236.32        504,348.00
CHIRON CORP                                0.000 CHIR    170040109     43.8400         3,900.00        169,935.50        170,976.00
COR THERAPEUTICS INC                       0.000 CORR    217753102     23.9300         8,000.00        176,532.50        191,440.00
COVANCE INC                                0.000 CVD     222816100     22.7000         3,700.00         60,133.00         83,990.00
ELI LILLY & COMPANY                        1.426 LLY     532457108Q    78.5400        19,500.00      1,421,746.41      1,531,530.00
EXPRESS SCRIPTS                            0.000 ESRX    302182100     46.7600         5,200.00        216,480.00        243,152.00
FIRST HEALTH GROUP CORP.                   0.000 FHCC    320960107     24.7400         4,200.00         92,272.00        103,908.00
FOREST LABORATORIES INC.                   0.000 FRX     345838106     81.9500         8,100.00        556,212.97        663,795.00
GENZYME CORP. GEN. DIV.                    0.000 GENZ    372917104     59.8600        11,400.00        529,726.37        682,404.00
GUIDANT CORP.                              0.000 GDT     401698105Q    49.8000        17,300.00        729,675.64        861,540.00
HCA INC                                    0.207 HCA     404119109     38.5400        26,800.00      1,037,994.16      1,032,872.00
HEALTH MGMT ASSOCIATES CL A                0.000 HMA     421933102     18.4000         5,000.00         93,950.00         92,000.00
HEALTH NET                                 0.000 HNT     42222G108     21.7800         8,500.00        173,044.10        185,130.00
HEALTHSOUTH CORP                           0.000 HRC     421924101     14.8200         7,000.00        102,914.00        103,740.00
HUMANA INC.                                0.000 HUM     444859102     11.7900        14,300.00        154,341.00        168,597.00
ICN PHARMACEUTICALS                        0.895 ICN     448924100Q    33.5000        10,000.00        304,350.00        335,000.00
IDEXX LABS INC.                            0.000 IDXX    45168D104     28.5100         4,200.00         95,298.20        119,742.00
IMCLONE SYSTEMS                            0.000 IMCL    45245W109     46.4600         2,000.00         88,975.00         92,920.00
IMMUNEX CORP                               0.000 IMNX    452528102     27.7100        18,000.00        364,816.00        498,780.00
IVAX CORP                                  0.000 IVX     465823102     20.1400         3,000.00         59,823.00         60,420.00
JOHNSON & JOHNSON                          1.218 JNJ     478160104Q    59.1000        94,300.00      4,461,212.20      5,573,129.99
KING PHARMACEUTICALS                       0.000 KG      495582108     42.1300        12,000.00        451,257.10        505,560.00
MCKESSON CORP                              0.641 MCK     58155Q103Q    37.4000         8,000.00        299,590.00        299,200.00
MEDIMMUNE INC                              0.000 MEDI    584699102     46.3500         6,900.00        258,424.31        319,815.00
MEDTRONIC INC                              0.449 MDT     585055106Q    51.2100        43,500.00      1,988,273.24      2,227,635.00
