ASOF11   Date 01/24/2002 Time 21:30:00   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2001 To 12/31/2001  Page 042

Monthly Market Portfolio

Investment Desc                              Yield     Identifier F Ticker      Shares              Cost              Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - INTERNATIONAL
Portfolio  - I-PAN     INTERNAL EAFE TOPDOW
Instrument - ICOM      INTERNATIONAL COMMON STOCKS

AEGON NV                                     2.349     5927375      AEGN_        17,812.00          715,190.56
ALLIANZ AG NPV(REG                           0.439     5231485      ALV_G         9,500.00        2,586,325.08
ALLIED IRISH BANKS                           2.470     0019783      ALBK_       497,464.00        5,023,169.33
ASSIC GENERALI SPA                           0.734     4056719      G_IM         22,275.00          572,623.94
ASTRAZENECA GBP 0.                          30.152     0989529      AZN_L        65,334.00        2,428,919.26
BARCLAYS PLC ORD G                           3.883     0078201      BARC_        64,010.00        1,614,543.87
BAYER AG COM NPV                             3.457     5069211      BAY_G        25,500.00        1,062,326.04
BNP PARIBAS                                  1.974     4133667      BNP_F        12,312.00          885,754.62
BOEHLER-UDDEHOLM A                           3.920     4121305      BOEH_        15,000.00          625,738.19
BP AMOCO                                     4.075     0798059      BP/_L       742,115.00        5,507,129.66
BT GROUP                                     0.000     3091357      BT/A_       200,304.00        2,074,072.83
BWT AG(BENCKISER W                           0.791     4119054      BWTA_        22,600.00          678,556.42
CANON INC JPY50                              0.000     6172323      7751_        65,000.00        1,728,924.45
CAPITALAND LIMITED                           0.312     6309303      CAPL_       631,469.00          896,190.79
CARLSBERG A/S                                0.146     4169219      BRYB_         7,400.00          295,775.97
CARREFOUR EUR 2.5                            0.754     5641567      CA_FP        16,848.00          964,330.49
CHARTERED SEMICONDUCTOR                      0.000     6180917      CSM_S       301,834.00          755,413.30
CHEUNG KONG(HLDGS)                           0.000     6190273      1_HK         62,000.00          682,926.32
CIA VALE DO RIO DO                           0.000     9914529      VALE_         8,684.00                0.00
CITY DEVELOPMENTS                            0.386     6197928      CIT_S       407,300.00        1,833,354.29
CREDIT SUISSE GROUP                          0.000     7171589      CSGN_        20,883.00          949,566.60
CRH                                          0.903     0182704      CRH_I       250,583.00        3,371,008.76
D/S 1912-B                                   0.000     4248754      DSAB_           131.00        1,275,114.80
D/S SVENDBORG-B                              0.007     4253048      DSACB            89.00        1,249,953.17
DAIMLERCHRYSLER AG                           2.295     5529027      DCX_G        25,500.00        1,770,876.93
DANISCO A/S                                  0.238     4155586      DSC_D        14,200.00          601,763.75
DANSKE BANK                                  0.389     4588825      DANSK       126,000.00        1,414,017.79
DBS GROUP HOLDINGS                           0.635     6175203      DBS_S       491,359.00        3,736,406.99
DELHAIZE-LE LION N                           1.538     4262118      DELB_        26,089.00        1,518,024.11
DEN NORSKE BANK NO                           0.616     4263304      DNB_N       187,000.00          811,223.34
DEUTSCHE BANK AG O                           1.445     5750355      DBK_G        10,500.00          665,174.76
DEUTSCHE TELEKOM D                           2.817     5842359      DTE_G        63,300.00        2,908,340.22
DIAGEO ORD GBP 28.                           4.061     0237400      DGE_L        84,362.00          846,695.96
E.ON AG                                      1.397     4942904      EOA_G        22,400.00        1,205,422.74
EAST JAPAN RAILWAY                           0.000     6298542      9020_           309.00        1,679,776.91
EIRCOM                                       4.031     0723147      EIR_I        20,513.00           20,126.62
ELAN CORPORATION PLC                         0.000     0307295      ELN_I        21,953.00        1,113,385.59
ELECTRABEL ORD NPV                           3.824     4294791      ELEB_        24,800.00        6,202,914.71
ENI SPA                                      1.802     7145056      ENI_I        64,500.00          747,769.60
