ASOF02   Date 01/24/2002 Time 21:29:24   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2001 To 12/31/2001  Page 054

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - SNP       S&P 500 PASSIVE
Instrument - COM       COMMON STOCK

INTERNATIONAL PAPER                        2.478 IP      460146103Q    40.3500       188,128.00      6,630,742.72      7,590,964.80
INTERNATL FLAVORS & FRAGRANCES             2.019 IFF     459506101Q    29.7100        37,004.00      1,498,906.73      1,099,388.84
INTERPUBLIC GROUP                          1.286 IPG     460690100Q    29.5400       147,436.00      4,318,143.76      4,355,259.44
INTL BUS MACH CORP                         0.463 IBM     459200101Q   120.9600       672,234.00     35,742,399.34     81,313,424.64
INTL GAME TECHNOLOGY                       0.000 IGT     459902102     68.3000        34,200.00        756,208.28      2,335,860.00
INTUIT INC.                                0.000 INTU    461202103     42.7800        82,837.00      2,206,550.43      3,543,766.84
ITT INDUSTRIES INC                         1.188 ITT     450911102     50.5000        34,491.00        975,745.91      1,741,795.50
J C PENNEY INC                             1.858 JCP     708160106Q    26.9000       102,944.00      3,507,589.11      2,769,193.60
JABIL CIRCUIT INC                          0.000 JBL     466313103     22.7200        77,002.00      2,012,991.26      1,749,485.44
JDS UNIPHASE CORP                          0.000 JDSU    46612J101      8.6800       518,196.00     47,406,179.08      4,497,941.27
JEFFERSON PILOT                            2.377 JP      475070108Q    46.2700        58,688.50      1,541,917.54      2,715,516.90
JOHN HANCOCK FINANCIAL SRVCS               0.750 JHF     41014S106     41.3000       116,500.00      4,653,764.42      4,811,450.00
JOHNSON & JOHNSON                          1.218 JNJ     478160104Q    59.1000     1,197,537.90     38,422,915.41     70,774,489.90
JOHNSON CONTROLS                           1.634 JCI     478366107Q    80.7500        34,058.00      1,395,066.21      2,750,183.51
JONES APPAREL GROUP INC                    0.000 JNY     480074103     33.1700        48,983.00      1,252,542.16      1,624,766.11
JP MORGAN CHASE & CO.                      3.741 JPM     46625H100Q    36.3500       770,047.00     22,459,895.02     27,991,208.46
K MART CORP                                0.000 KM      482584109      5.4600       194,517.00      2,469,167.67      1,062,062.82
KB HOME                                    0.748 KBH     48666K109Q    40.1000        19,620.00        455,727.06        786,762.00
KELLOGG CO.                                3.355 K       487836108Q    30.1000       158,624.00      5,442,869.74      4,774,582.39
KERR MCGEE CORP.                           3.284 KMG     492386107Q    54.8000        39,056.00      2,188,285.72      2,140,268.80
KEYCORP                                    4.848 KEY     493267108Q    24.3400       165,334.00      3,501,200.88      4,024,229.55
KEYSPAN CORPORATION                        5.137 KSE     49337W100     34.6500        54,333.00      1,720,383.76      1,882,638.46
KIMBERLY-CLARK CORP                        1.872 KMB     494368103Q    59.8000       204,882.00      9,678,806.89     12,251,943.60
KINDER MORGAN INC.                         0.359 KMI     49455P101     55.6900        43,563.00      1,393,242.88      2,426,023.46
KING PHARMACEUTICALS                       0.000 KG      495582108     42.1300        95,894.00      2,848,511.43      4,040,014.22
KLA-TENCOR CORP.                           0.000 KLAC    482480100     49.5600        72,422.00      3,209,080.73      3,589,234.31
KNIGHT RIDDER                              1.540 KRI     499040103Q    64.9300        32,853.00      1,412,351.72      2,133,145.29
KOHLS CORP                                 0.000 KSS     500255104     70.4400       130,687.00      3,912,202.79      9,205,592.27
KROGER CO.                                 0.000 KR      501044101     20.8700       313,568.00      4,398,450.31      6,544,164.15
LEGGETT & PLATT INC                        2.087 LEG     524660107     23.0000        76,703.00      1,635,862.45      1,764,169.01
LEHMAN BROTHERS HOLDING                    0.419 LEH     524908100Q    66.8000        92,974.00      3,578,301.91      6,210,663.21
LEXMARK INTERNATIONAL INC.                 0.000 LXK     529771107     59.0000        50,730.00      1,833,958.24      2,993,070.00
LIMITED INC.                               2.038 LTD     532716107Q    14.7200       167,258.00      2,452,101.90      2,462,037.76
LINCOLN NATIONAL CORP                      2.635 LNC     534187109Q    48.5700        73,978.00      2,209,055.12      3,593,111.46
LINEAR TECHNOLOGY CORP                     0.409 LLTC    535678106     39.0400       123,567.00      3,447,828.93      4,824,055.69
LIZ CLAIBORNE                              0.904 LIZ     539320101Q    49.7500        20,579.00        812,485.91      1,023,805.25
LOCKHEED MARTIN CORPORATION                0.942 LMT     539830109Q    46.6700       171,991.00      4,896,568.31      8,026,819.98
LOEWS CORP                                 1.083 LTR     540424108Q    55.3800        74,792.00      2,590,895.56      4,141,980.96
LOUISIANNA PACIFIC                         0.000 LPX     546347105Q     8.4400        40,731.00        719,785.73        343,769.64
