ASOF02   Date 01/24/2002 Time 21:29:23   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2001 To 12/31/2001  Page 046

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - GP5       LARGE CAP GROWTH
Instrument - COM       COMMON STOCK

QUALCOMM INC                               0.000 QCOM    747525103     50.5000       710,000.00     53,081,678.25     35,855,000.00
RADIOSHACK CORP                            0.730 RSH     750438103Q    30.1000       198,000.00      5,982,463.96      5,959,800.00
ROBERT HALF INTL INC                       0.000 RHI     770323103     26.7000       167,000.00      3,915,402.92      4,458,900.00
SARA LEE CORP.                             2.699 SLE     803111103Q    22.2300       935,000.00     17,088,317.05     20,785,050.00
SCHERING-PLOUGH                            1.787 SGP     806605101Q    35.8100     1,340,000.00     31,367,242.38     47,985,400.00
SCHWAB (CHARLES) CORP                      0.258 SCH     808513105     15.4700     1,294,000.00     29,098,536.33     20,018,180.00
SIEBEL SYSTEMS INC.                        0.000 SEBL    826170102     27.9800       500,000.00     11,991,292.87     13,989,999.99
SPRINT PCS GROUP                           0.000 PCS     852061506     24.4100       980,000.00     38,245,095.42     23,921,800.00
ST JUDE MED. INC.                          0.000 STJ     790849103     77.6500        25,966.00        726,826.63      2,016,259.90
STANLEY WORKS                              2.061 SWK     854616109Q    46.5700        81,000.00      2,599,049.43      3,772,170.00
STARBUCKS CORP.                            0.000 SBUX    855244109     19.0500       261,000.00      4,638,459.34      4,972,050.00
STATE STREET CORP                          0.765 STT     857477103     52.2500       302,200.00     11,686,402.05     15,789,950.00
STRYKER CORP.                              0.137 SYK     863667101     58.3700       151,100.00      4,259,088.75      8,819,707.00
SUN MICROSYSTEMS INC.                      0.000 SUNW    866810104     12.3000     3,042,000.00     63,330,652.07     37,416,600.00
SYMBOL TECHNOLOGIES INC                    0.125 SBL     871508107     15.8800       138,000.00      1,845,139.80      2,191,440.00
SYNOVUS FINANCIAL CORP                     2.035 SNV     87161C105     25.0500        72,000.00      1,674,519.15      1,803,600.00
SYSCO CORP.                                1.373 SYY     871829107Q    26.2200       500,000.00      6,171,739.42     13,110,000.00
TARGET CORP                                0.535 TGT     87612E106Q    41.0500       842,000.00     23,714,719.61     34,564,099.99
TERADYNE INC                               0.000 TER     880770102     30.1400        70,000.00      2,082,650.50      2,109,800.00
TEXAS INSTRS INC                           0.321 TXN     882508104Q    28.0000     1,740,000.00     63,575,668.26     48,720,000.00
TIFFANY & CO                               0.508 TIF     886547108     31.4700       141,000.00      4,191,965.27      4,437,270.00
TJX COS. INC.                              0.451 TJX     872540109Q    39.8600       258,000.00      6,596,653.38     10,283,880.00
TMP WORLDWIDE INC                          0.000 TMPW    872941109     42.9000        68,600.00      3,427,671.74      2,942,940.00
TRICON GLOBAL RESTAURANTS-WI               0.000 YUM     895953107     49.2000       137,000.00      4,457,278.23      6,740,400.00
TRIQUENT SEMICONDUCTOR                     0.000 TQNT    89674K103     12.2600       115,000.00      2,204,518.12      1,409,899.98
TYCO INT’L. LTD NEW                        0.084 TYC     902124106Q    58.9000        65,000.00      2,400,458.10      3,828,500.01
UNILEVER UN                                1.909 UN      904784709S    57.6100       492,000.00     31,008,201.96     28,344,120.00
UNITEDHEALTH GROUP INC                     0.042 UNH     91324P102A    70.7700       230,140.00      5,617,577.28     16,287,007.80
UNIVISION COMMUNICATIONS                   0.000 UVN     914906102     40.4600       255,000.00      8,219,738.49     10,317,300.00
USA EDUCATION INC                          0.952 SLM     90390U102     84.0200       120,000.00      6,590,025.80     10,082,400.00
UST INC.                                   5.257 UST     902911106Q    35.0000       176,000.00      3,459,681.76      6,160,000.01
VERITAS SOFTWARE CORPORATION               0.000 VRTS    923436109     44.8300       368,000.00     13,950,539.54     16,497,439.99
VITESSE SEMICONDUCTOR CORP                 0.000 VTSS    928497106     12.4300        78,000.00      1,033,137.02        969,540.00
WAL MART STORES INC                        0.486 WMT     931142103Q    57.5500     4,091,000.00    146,056,218.58    235,437,050.01
WALGREEN CO.                               0.445 WAG     931422109Q    33.6600       921,000.00     17,787,487.50     31,000,860.00
WASTE MANAGEMENT INC.                      0.031 WMI     94106L109     31.9100        55,000.00      1,596,639.00      1,755,050.00
WATERS CORPORATION                         0.000 WAT     941848103     38.7500       122,000.00      4,487,690.34      4,727,500.01
WRIGLEY WM JR CO                           1.479 WWY     982526105Q    51.3700       161,300.00      5,526,612.55      8,285,981.00
XILINX INC                                 0.000 XLNX    983919101     39.0500       348,000.00     11,990,446.38     13,589,400.01
