ASOF02   Date 01/21/2005 Time 18:34:28   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 004

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LCA       LARGE-CAP CORE ANALY
Instrument - COM       COMMON STOCK

NEWMONT MNG. CORP. HLDG CO                 0.900 NEM     651639106Q    44.4100       289,000.00     11,154,026.08     12,834,490.00
NEXTEL COMMUNICATIONS CL-A                 0.000 NXTL    65332V103     30.0000       820,800.00     15,129,039.15     24,624,000.00
NORTHROP GRUMMAN CORP.                     1.692 NOC     666807102Q    54.3600       842,600.00     38,689,294.37     45,803,736.00
OCCIDENTAL PETROLEUM CORP.                 1.884 OXY     674599105Q    58.3600       388,100.00      9,870,814.22     22,649,516.00
ORACLE SYS. CORP.                          0.000 ORCL    68389X105     13.7200     2,788,900.00     27,769,221.37     38,263,708.00
PAYCHEX INC                                1.525 PAYX    704326107     34.0800       583,400.00     18,386,040.11     19,882,272.00
PEPSICO INC.                               1.762 PEP     713448108Q    52.2000     1,267,000.00     45,098,549.00     66,137,400.00
PFIZER INC.                                2.826 PFE     717081103Q    26.8900     5,830,900.00    133,297,750.38    156,792,901.00
PNC FINANCIAL SERVICES GROUP               3.481 PNC     693475105Q    57.4400       433,900.00     22,651,715.72     24,923,216.00
PROCTER & GAMBLE CO                        1.815 PG      742718109Q    55.0800     1,951,000.00     64,689,908.06    107,461,080.00
QUALCOMM INC                               0.660 QCOM    747525103     42.4000     1,146,400.00     26,103,253.41     48,607,360.00
SARA LEE CORP.                             3.272 SLE     803111103Q    24.1400       594,200.00     12,037,981.37     14,343,988.00
SBC COMMUNICATIONS INC.                    5.005 SBC     78387G103Q    25.7700     2,426,600.00     77,114,798.93     62,533,482.00
SCHERING-PLOUGH                            1.053 SGP     806605101Q    20.8800     1,421,300.00     26,378,833.70     29,676,744.00
SCHWAB (CHARLES) CORP                      0.668 SCH     808513105     11.9600       760,000.00      8,302,698.99      9,089,600.00
SPRINT CORP.                               2.012 FON     852061100Q    24.8500       961,950.00     23,708,605.44     23,904,457.50
ST JUDE MED. INC.                          0.000 STJ     790849103     41.9300       259,000.00      4,661,296.49     10,859,870.00
ST PAUL TRAVELERS COS INC                  2.373 STA     792860108Q    37.0700       485,164.00     16,983,571.93     17,985,029.48
STAPLES INC                                0.593 SPLS    855030102     33.7100       362,000.00      7,433,029.19     12,203,020.00
STARBUCKS CORP.                            0.000 SBUX    855244109     62.3600       288,000.00      6,876,342.63     17,959,680.00
STATE STREET CORP                          1.384 STT     857477103     49.1200       400,300.00     19,039,927.21     19,662,736.00
STRYKER CORP.                              0.186 SYK     863667101     48.2500       210,800.00      4,823,458.27     10,171,100.00
SUN MICROSYSTEMS INC.                      0.000 SUNW    866810104      5.3800     2,353,700.00     27,325,855.44     12,662,906.00
SUNTRUST BANKS INC.                        2.707 STI     867914103Q    73.8800       323,600.00     21,772,906.45     23,907,568.00
SYMANTEC CORP                              0.000 SYMC    871503108     25.7600       452,000.00      4,890,632.96     11,643,520.00
SYSCO CORP.                                1.571 SYY     871829107Q    38.1700       400,000.00     12,448,920.00     15,268,000.00
TARGET CORP                                0.616 TGT     87612E106Q    51.9300       885,200.00     28,880,203.16     45,968,436.00
TEXAS INSTRS INC                           0.406 TXN     882508104Q    24.6200     2,704,000.00     76,750,973.90     66,572,480.00
TIME WARNER INC.                           2.777 TWX     887317105     19.4400     4,113,300.00    118,361,961.08     79,962,552.00
TRIBUNE CO                                 1.139 TRB     896047107Q    42.1400       453,900.00     20,000,350.79     19,127,346.00
UNION PACIFIC CORP.                        1.784 UNP     907818108Q    67.2500       296,300.00     16,907,535.24     19,926,175.00
UNITED PARCEL SERVICES INC                 1.310 UPS     911312106     85.4600       451,500.00     30,369,032.60     38,585,190.00
UNITEDHEALTH GROUP INC                     0.034 UNH     91324P102A    88.0300       498,340.00     21,909,674.63     43,868,870.20
UNIVISION COMMUNICATIONS                   0.000 UVN     914906102     29.2700       325,000.00      9,796,272.50      9,512,750.00
US BANCORP                                 3.831 USB     902973304     31.3200     1,008,200.00     22,992,270.15     31,576,824.00
VERIZON COMMUNICATIONS                     3.801 VZ      92343V104Q    40.5100     2,029,000.00     82,951,926.67     82,194,790.00
VIACOM INC-CLASS B                         0.769 VIA.B   925524308     36.3900     1,546,800.00     58,991,296.76     56,288,052.00
WACHOVIA CORP.                             3.498 WB      929903102Q    52.6000       906,861.00     35,351,888.23     47,700,888.60
WAL MART STORES INC                        0.984 WMT     931142103Q    52.8200     1,739,400.00     56,212,711.62     91,875,108.00
