ASOF02   Date 01/21/2005 Time 18:34:57   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 137

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 5JL       JACOBS LEVY - 1000
Instrument - COM       COMMON STOCK

HUGHES SUPPLY INC.                         0.803 HUG     444482103     32.3500        60,600.00      1,721,601.50      1,960,410.00
HUMAN GENOME SCIENCE                       0.000 HGSI    444903108     12.0200        38,200.00        437,048.64        459,164.00
HUMANA INC.                                0.000 HUM     444859102     29.6900       138,400.00      2,384,592.54      4,109,096.00
IMCLONE SYSTEMS                            0.000 IMCL    45245W109     46.0800        37,800.00      1,611,085.14      1,741,824.00
IMS HEALTH INC.                            0.344 RX      449934108     23.2100       111,200.00      2,130,661.33      2,580,952.00
INGRAM MICRO INC CL A                      0.000 IM      457153104     20.8000        79,800.00      1,544,412.34      1,659,840.00
INTEGRATED DEVICE TECH INC                 0.000 IDTI    458118106     11.5600        90,100.00      1,039,880.14      1,041,556.00
INTEL CORP.                                1.368 INTC    458140100Q    23.3900       464,300.00     11,143,664.30     10,859,977.00
INTERSIL HOLDINGS CORP                     0.955 ISIL    46069S109     16.7400       139,100.00      2,254,157.55      2,328,534.00
INTL BUS MACH CORP                         0.730 IBM     459200101Q    98.5800       261,700.00     23,141,526.86     25,798,386.00
INTL GAME TECHNOLOGY                       1.396 IGT     459902102     34.3800       267,000.00      6,943,432.29      9,179,460.00
INTUITIVE SURGICAL INC                     0.000 ISRG    46120E602     40.0200        13,200.00        524,284.47        528,264.00
ITT INDUSTRIES INC                         0.805 ITT     450911102     84.4500        80,500.00      5,135,409.16      6,798,225.00
JACK IN THE BOX INC.                       0.000 JBX     466367109     36.8700        13,500.00        343,586.24        497,745.00
JOHNSON & JOHNSON                          1.797 JNJ     478160104Q    63.4200       430,800.00     23,898,170.10     27,321,336.00
JOHNSON CONTROLS                           1.576 JCI     478366107Q    63.4400        68,600.00      3,542,268.73      4,351,984.00
JPMORGAN CHASE & CO.                       3.486 JPM     46625H100Q    39.0100       490,920.00     17,738,502.99     19,150,789.20
KIMBERLY-CLARK CORP                        2.431 KMB     494368103Q    65.8100       145,600.00      7,676,617.49      9,581,936.00
KOS PHARMACEUTICALS                        0.000 KOSP    500648100     37.6400        22,075.00        938,911.92        830,903.00
KRAFT FOODS INC - A                        2.302 KFT     50075N104     35.6100       175,800.00      5,220,848.77      6,260,238.00
LA QUINTA INNS INC                         0.770 LQI     50419U202      9.0900        12,500.00         98,657.50        113,625.00
LANDAMERICA FINANCIAL GROUP                1.112 LFG     514936103     53.9300        15,800.00        858,939.15        852,094.00
LEAR CORP.                                 1.639 LEA     521865105     61.0100        72,000.00      4,510,724.95      4,392,720.00
LEGG MASON INC.                            0.819 LM      524901105     73.2600        76,500.00      4,246,806.45      5,604,390.00
LEHMAN BROTHERS HOLDING                    0.731 LEH     524908100Q    87.4800        50,300.00      4,395,354.84      4,400,244.00
LEVEL 3 COMMUNICATIO                       0.000 LVLT    52729N100      3.3900       260,600.00        882,443.72        883,434.00
LIBERTY MEDIA CORP-A                       0.000 L       530718105     10.9800       390,200.00      4,293,041.82      4,284,396.00
LINCARE HOLDINGS INC.                      0.000 LNCR    532791100     42.6500        38,600.00      1,614,335.97      1,646,290.00
LOCKHEED MARTIN CORPORATION                1.800 LMT     539830109Q    55.5500       114,300.00      6,731,593.51      6,349,365.00
LSI LOGIC CORP                             0.000 LSI     502161102      5.4800        13,000.00         66,950.00         71,240.00
MAGELLAN HEALTH SERVICES INC               0.000 MGLN    559079207     34.1600        26,900.00        886,171.93        918,904.00
MAVERICK TUBE CORP                         0.000 MVK     577914104     30.3000        32,300.00        879,258.02        978,690.00
MAXTOR CORP                                0.000 MXO     577729205      5.3000        95,400.00        496,516.14        505,620.00
MAY DEPT STORES                            3.299 MAY     577778103Q    29.4000        71,000.00      1,971,411.14      2,087,400.00
MBNA CORP                                  1.986 KRB     55262L100Q    28.1900       442,200.00      9,738,413.24     12,465,618.00
MCAFEE INC                                 0.000 MFE     579064106     28.9300        67,600.00      1,899,402.76      1,955,668.00
MCI INC                                    7.936 MCIP    552691107     20.1600       118,400.00      2,241,951.36      2,386,944.00
MEDAREX INC                                0.000 MEDX    583916101     10.7800        63,400.00        683,413.06        683,452.00
MEDCO HEALTH SOLUTIONS INC                 0.000 MHS     58405U102     41.6000       178,200.00      6,046,793.79      7,413,120.00
