ASOF02   Date 01/21/2005 Time 18:34:31   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 018

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - RMG       MID-CAP GROWTH (F)
Instrument - COM       COMMON STOCK

PROVIDIAN FINANCIAL CORP                   0.728 PVN     74406A102     16.4700       100,000.00      2,287,846.87      1,647,000.00
PULTE HOMES, INC.                          0.313 PHM     745867101Q    63.8000        38,800.00      1,549,443.54      2,475,440.00
QUALCOMM INC                               0.660 QCOM    747525103     42.4000        99,200.00      4,328,203.00      4,206,080.00
QUEST DIAGNOSTICS INC                      0.627 DGX     74834L100     95.5500       118,700.00      7,979,841.91     11,341,785.00
RADIAN GROUP INC.                          0.150 RDN     750236101     53.2400        28,700.00      1,152,525.25      1,527,988.00
RADIOSHACK CORP                            0.760 RSH     750438103Q    32.8800       196,700.00      5,171,433.25      6,467,496.00
ROBERT HALF INTL INC                       0.815 RHI     770323103     29.4300       150,600.00      3,353,277.25      4,432,158.00
ROCKWELL AUTOMATION INC                    1.332 ROK     773903109Q    49.5500       261,200.00      8,582,382.70     12,942,460.00
ROCKWELL COLLINS                           1.217 COL     774341101     39.4400       305,900.00      8,147,524.16     12,064,696.00
ROHM & HAAS CO                             2.260 ROH     775371107Q    44.2300        19,700.00        783,305.21        871,331.00
ROSS STORES INC                            0.588 ROST    778296103     28.8700       313,100.00      7,367,744.26      9,039,197.00
ROWAN COS.                                 0.000 RDC     779382100     25.9000       172,300.00      3,984,422.79      4,462,570.00
RYDER SYS. INC.                            1.256 R       783549108Q    47.7700       118,800.00      5,731,100.69      5,675,076.00
SANMINA-SCI CORP                           0.000 SANM    800907107      8.4700       284,800.00      3,220,724.80      2,412,256.00
SEALED AIR CORP.                           0.000 SEE     81211K100     53.2700        37,600.00      1,514,272.85      2,002,952.00
SEI INVESTMENTS CO                         0.477 SEIC    784117103     41.9300       163,000.00      4,844,418.15      6,834,590.00
SEPRACOR INC.                              0.000 SEPR    817315104     59.3700       165,000.00      5,665,325.73      9,796,050.00
SERVICEMASTER COMPANY                      3.190 SVM     81760N109     13.7900       144,700.00      1,454,809.88      1,995,413.00
SIGMA-ALDRICH                              1.124 SIAL    826552101Q    60.4600       107,500.00      6,160,709.79      6,499,450.00
SMITH INTERNATIONAL INC                    0.000 SII     832110100     54.4100       189,400.00      8,871,956.81     10,305,254.00
SOLECTRON CORP                             0.000 SLR     834182107      5.3300     1,024,900.00     13,910,255.27      5,462,717.00
SOUTHERN PERU COPPER CORP                  6.985 PCU     843611104     47.2100        47,300.00      2,067,092.73      2,233,033.00
SOUTHWEST AIRLINES                         0.110 LUV     844741108Q    16.2800       393,000.00      5,552,926.47      6,398,040.00
SPECTRASITE INC                            0.000 SSI     84761M104     57.9000        47,000.00      2,107,804.28      2,721,300.00
STARWOOD RESORTS                           1.438 HOT     85590A203     58.4000       186,200.00      8,083,218.78     10,874,080.00
STATION CASINOS INC                        1.536 STN     857689103     54.6800       142,000.00      5,243,119.96      7,764,560.00
STERICYCLE INC                             0.000 SRCL    858912108     45.9500        34,700.00      1,505,963.38      1,594,465.00
STERIS CORP                                0.000 STE     859152100Q    23.7200        75,300.00      1,649,557.27      1,786,116.00
STMICROELECTRONICS NV-NY SHS               0.465 STM     861012102     19.3200       388,300.00      7,431,949.64      7,501,956.00
STORAGE TECHNOLOGY CORP                    0.000 STK     862111200     31.6100       278,200.00      8,665,189.32      8,793,902.00
SUNGARD DATA SYSTEMS                       0.000 SDS     867363103     28.3300       154,900.00      3,690,540.79      4,388,317.00
SYMBOL TECHNOLOGIES INC                    0.115 SBL     871508107     17.3000       239,800.00      4,003,582.38      4,148,540.00
SYNOPSYS INC.                              0.000 SNPS    871607107     19.6200       429,800.00      9,974,424.93      8,432,676.00
SYNOVUS FINANCIAL CORP                     2.424 SNV     87161C105     28.5800       203,600.00      4,832,540.50      5,818,888.00
T ROWE PRICE GROUP INC.                    1.479 TROW    74144T108Q    62.2000       190,800.00      6,966,150.02     11,867,760.00
TAIWAN SEMICONDUCTOR ADR                   0.306 TSM     874039100      8.4900       949,100.00      7,770,042.52      8,057,859.00
TCF FINANCIAL CORP                         2.644 TCB     872275102     32.1400       106,600.00      1,929,955.22      3,426,124.00
TECH DATA CORP                             0.000 TECD    878237106     45.4000        55,500.00      2,393,141.78      2,519,700.00
TEKTRONIX, INC.                            0.794 TEK     879131100Q    30.2100       109,300.00      2,766,628.33      3,301,953.01
