ASOF02   Date 01/21/2005 Time 18:35:02   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 162

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 6JL       JACOBS LEVY - 2000 V
Instrument - COM       COMMON STOCK

LONE STAR STEAKHOUSE & SALOON              2.500 STAR    542307103     28.0000        14,067.00        274,171.33        393,876.00
LSI LIGHTING SYS                           2.515 LYTS    50216C108Q    11.4500         7,100.00         97,306.21         81,295.00
LTC PROPERTIES INC                         6.027 LTC     502175102     19.9100         9,800.00        129,916.74        195,118.00
LUBYS INC.                                 0.000 LUB     549282101Q     7.5000        10,800.00         39,385.80         81,000.00
LUFKIN INDUSTRIES INC                      1.804 LUFK    549764108     39.9080         2,000.00         62,733.45         79,816.00
LUMINENT MORTGAGE CAPITAL INC             14.453 LUM     550278303     11.9000        41,800.00        488,020.46        497,420.00
MAGELLAN HEALTH SERVICES INC               0.000 MGLN    559079207     34.1600        31,300.00      1,116,236.81      1,069,208.00
MANUGISTICS GROUP INC.                     0.000 MANU    565011103      2.8700        10,000.00         26,984.00         28,700.00
MARCUS CORPORATION                         0.875 MCS     566330106     25.1400         8,300.00        123,875.01        208,662.00
MAXYGEN INC                                0.000 MAXY    577776107     12.7900        12,400.00        126,109.96        158,596.00
MCDATA CORPORATION-A                       0.000 MCDTA   580031201      5.9600       126,600.00        639,279.36        754,536.00
MEDAREX INC                                0.000 MEDX    583916101     10.7800        10,000.00        109,766.00        107,800.00
MEDCATH CORPORATION                        0.000 MDTH    58404W109     24.6400         8,800.00         94,392.20        216,832.00
METHODE ELECTRONICS CL-A                   1.556 METH    591520200     12.8500        13,300.00        108,794.00        170,905.00
MID-STATE BANCSHARES                       2.233 MDST    595440108     28.6500         3,700.00         64,971.63        106,005.00
MILACRON, INC.                             1.179 MZ      598709103Q     3.3900        44,400.00        133,461.96        150,516.00
MOVADO GROUP INC                           0.857 MOV     624580106     18.6500        12,200.00        197,981.95        227,530.00
MPS GROUP INC                              0.000 MPS     553409103     12.2600         9,100.00         99,689.59        111,566.00
MRV COMMUNICATIONS I                       0.000 MRVC    553477100      3.6700       115,400.00        431,435.69        423,518.00
MYERS INDUSTRIES INC.                      1.562 MYE     628464109Q    12.8000        17,737.00        189,462.45        227,033.60
NANOMETRICS INC                            0.000 NANO    630077105     16.1190         6,800.00        106,169.76        109,609.20
NETIQ CORP                                 0.000 NTIQ    64115P102     12.2100        33,200.00        407,719.69        405,372.00
NETRATINGS INC                             0.000 NTRT    64116M108     19.1700        17,100.00        318,735.45        327,807.00
NEWMARKET CORP                             0.000 NEU     651587107     19.9000        10,200.00        198,531.06        202,980.00
NJ RESOURCES CORP. COMMON                  3.138 NJR     646025106     43.3400        11,300.00        352,984.78        489,742.00
NORTHWEST BANCORP IN                       1.913 NWSB    667328108     25.0900         7,200.00        151,647.12        180,648.00
NORTHWEST NATURAL GAS CO.                  3.853 NWN     667655104     33.7400         5,200.00        134,056.00        175,448.00
NYFIX INCORPORATED                         0.000 NYFX    670712108      6.1900        14,900.00         89,305.88         92,231.00
OCTEL CORP                                 0.576 OTL     675727101     20.8100        13,600.00        307,542.54        283,016.00
OFFSHORE LOGISTICS                         0.000 OLG     676255102     32.4700        20,600.00        419,369.92        668,882.00
OIL STS INTL INC                           0.000 OIS     678026105     19.2900        21,100.00        357,305.29        407,019.00
ON ASSIGNMENT INC                          0.000 ASGN    682159108      5.1900         8,800.00         43,831.92         45,672.00
OREGON STEEL MILLS INC                     0.000 OS      686079104Q    20.2900        46,200.00        896,115.32        937,398.00
OSTEOTECH INC                              0.000 OSTE    688582105      5.5000        12,000.00         59,366.40         66,000.00
OVERNITE CORP                              0.429 OVNT    690322102     37.2400        31,200.00        945,273.90      1,161,888.00
OVERSEAS SHIPHOLDING GROUP                 1.268 OSG     690368105     55.2000        20,800.00        983,103.33      1,148,160.00
PACIFIC CAP BANCORP                        2.118 PCBC    69404P101     33.9900        15,700.00        438,750.40        533,643.00
PALM HARBOR HOMES                          0.000 PHHM    696639103     16.8800         8,000.00        125,432.80        135,040.00
PATHMARK STORES INC                        0.000 PTMK    70322A101      5.8100        45,700.00        262,896.10        265,517.00
