ASOF02   Date 01/21/2005 Time 18:34:51   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 112

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 5GS       GOLDMAN SACHS - 1000
Instrument - COM       COMMON STOCK

FEDERATED DEPARTMENT STORES                0.934 FD      31410H101     57.7900        64,200.00      2,978,511.04      3,710,118.00
FEDERATED INVESTORS INC.-CL B              1.644 FII     314211103     30.4000       121,300.00      3,533,374.28      3,687,520.00
FIRST ENERGY CORP.                         4.176 FE      337932107Q    39.5100        19,900.00        775,383.60        786,249.00
FORD MOTOR COMPANY                         2.732 F       345370860     14.6400       413,800.00      5,119,326.80      6,058,032.00
FPL GROUP INC.                             3.638 FPL     302571104Q    74.7500        10,400.00        586,146.72        777,400.00
FRANKLIN RESOURCES INC                     0.574 BEN     354613101Q    69.6500        12,400.00        696,210.40        863,660.00
FREDDIE MAC                                1.628 FRE     313400301Q    73.7000        61,700.00      3,701,505.37      4,547,290.00
FREESCALE SEMICONDUCTOR INC -              0.000 FSL.B   35687M206     18.3600        40,356.00        613,106.73        740,936.16
FRIEDMAN BILLINGS RAMSEY -A                7.013 FBR     358434108     19.3900        45,100.00        886,859.93        874,489.00
GANNETT INC                                1.321 GCI     364730101Q    81.7000        26,800.00      2,199,709.16      2,189,560.00
GENENTECH INC.                             0.000 DNA     368710406     54.4400       105,600.00      4,439,909.41      5,748,864.00
GENERAL ELECTRIC CO                        2.411 GE      369604103Q    36.5000       550,300.00     15,755,803.28     20,085,950.00
GEORGIA PACIFIC                            1.334 GP      373298108Q    37.4800        39,400.00      1,042,307.80      1,476,712.00
GILLETTE CO                                1.451 G       375766102Q    44.7800       162,200.00      6,239,197.12      7,263,316.00
GOOGLE INC - CL A                          0.000 GOOG    38259P508    193.1000        13,300.00      2,331,069.51      2,568,230.00
GRAINGER W W INC                           1.200 GWW     384802104Q    66.6200        25,800.00      1,328,431.08      1,718,796.00
GTECH HOLDINGS CORP                        1.310 GTK     400518106     25.9500       117,700.00      2,909,518.36      3,054,315.00
GUIDANT CORP.                              0.554 GDT     401698105Q    72.1000        13,946.00      1,004,111.19      1,005,506.60
HARMAN INTERNATIONAL                       0.039 HAR     413086109    127.0000        39,300.00      3,538,213.87      4,991,100.00
HEWLETT-PACKARD CO                         1.526 HPQ     428236103Q    20.9700       183,800.00      4,256,691.28      3,854,286.00
HOME DEPOT INC.                            0.795 HD      437076102Q    42.7400        39,000.00      1,426,125.72      1,666,860.00
HUDSON CITY BANCORP INC                    2.172 HCBK    443683107     36.8200        30,400.00        574,271.84      1,119,328.00
HUMANA INC.                                0.000 HUM     444859102     29.6900        76,300.00      1,461,820.38      2,265,347.00
ILLINOIS TOOL WORKS                        1.208 ITW     452308109Q    92.6800        24,300.00      2,190,798.09      2,252,124.00
IMCLONE SYSTEMS                            0.000 IMCL    45245W109     46.0800        40,900.00      2,938,723.43      1,884,672.00
IMS HEALTH INC.                            0.344 RX      449934108     23.2100       169,200.00      3,968,766.35      3,927,132.00
INGRAM MICRO INC CL A                      0.000 IM      457153104     20.8000        43,700.00        828,639.40        908,960.00
INTEL CORP.                                1.368 INTC    458140100Q    23.3900       422,500.00     11,880,906.28      9,882,275.00
INTL BUS MACH CORP                         0.730 IBM     459200101Q    98.5800       151,700.00     13,982,306.02     14,954,586.00
ITT INDUSTRIES INC                         0.805 ITT     450911102     84.4500        12,300.00        996,918.63      1,038,735.00
JOHNSON & JOHNSON                          1.797 JNJ     478160104Q    63.4200       256,800.00      9,560,092.90     16,286,256.00
JPMORGAN CHASE & CO.                       3.486 JPM     46625H100Q    39.0100       191,180.00      6,948,768.39      7,457,931.80
KEYCORP                                    3.657 KEY     493267108Q    33.9000        22,600.00        680,388.82        766,140.00
KEYSPAN CORPORATION                        4.613 KSE     49337W100     39.4500        17,400.00        678,975.84        686,430.00
KIMBERLY-CLARK CORP                        2.431 KMB     494368103Q    65.8100        13,800.00        812,794.07        908,178.00
KMART HOLDING CORP                         0.000 KMRT    498780105     98.9500        29,376.00      2,512,718.39      2,906,755.20
KRAFT FOODS INC - A                        2.302 KFT     50075N104     35.6100       141,500.00      4,905,489.71      5,038,815.00
LEHMAN BROTHERS HOLDING                    0.731 LEH     524908100Q    87.4800        31,300.00      2,490,484.66      2,738,124.00
LIBERTY MEDIA INTL INC-A                   0.000 LBTYA   530719103     46.2300        46,500.00      1,512,794.13      2,149,695.00
