ASOF02   Date 01/21/2005 Time 18:34:52   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 114

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 5GS       GOLDMAN SACHS - 1000
Instrument - COM       COMMON STOCK

PINNACLE WEST CAPITAL CORP                 4.278 PNW     723484101Q    44.4100        24,700.00        924,175.20      1,096,927.00
PLUM CREEK TIMBER CO INC                   3.746 PCL     729251108     38.4400        75,200.00      2,688,936.36      2,890,688.00
PMI GROUP INC.                             0.431 PMI     69344M101     41.7500        17,700.00        738,096.14        738,975.00
POLARIS INDUSTRIES INC.                    1.352 PII     731068102     68.0200        41,700.00      2,094,403.11      2,836,434.00
PRIME MONEY MARKET - 5GS                   0.000 IT-GOL  IT-GOL         1.0000     2,017,387.66      2,017,387.66      2,017,387.66
PRINCIPAL FINANCIAL GROUP                  1.343 PFG     74251V102     40.9400       131,200.00      3,947,963.96      5,371,328.00
PROCTER & GAMBLE CO                        1.815 PG      742718109Q    55.0800       176,600.00      5,766,601.98      9,727,128.00
PRUDENTIAL FINANCIAL INC                   1.137 PRU     744320102     54.9600       116,100.00      3,969,617.87      6,380,856.00
QUALCOMM INC                               0.660 QCOM    747525103     42.4000       203,900.00      6,307,611.11      8,645,360.00
RAYTHEON COMPANY                           2.060 RTN     755111507Q    38.8300       143,400.00      4,917,202.11      5,568,222.00
REPUBLIC SERVICES INC                      1.431 RSG     760759100     33.5400        81,500.00      1,720,308.23      2,733,510.00
REYNOLDS AMERICAN INC                      4.834 RAI     761713106     78.6000        55,600.00      2,884,245.08      4,370,160.00
ROBERT HALF INTL INC                       0.815 RHI     770323103     29.4300        28,500.00        744,416.08        838,755.00
ROCKWELL AUTOMATION INC                    1.332 ROK     773903109Q    49.5500        30,200.00        631,659.32      1,496,410.00
ROYAL CARIBBEAN CRUISES LTD                0.955 RCL     V7780T103     54.4400        41,000.00      1,354,052.36      2,232,040.00
RYDER SYS. INC.                            1.256 R       783549108Q    47.7700        22,990.00        966,095.72      1,098,232.30
SBC COMMUNICATIONS INC.                    5.005 SBC     78387G103Q    25.7700       109,900.00      4,113,739.43      2,832,123.00
SEMPRA ENERGY                              2.726 SRE     816851109     36.6800        42,000.00      1,442,234.96      1,540,560.00
SHERWIN-WILLIAMS CO                        1.523 SHW     824348106Q    44.6300        18,500.00        464,350.00        825,655.00
SPRINT CORP.                               2.012 FON     852061100Q    24.8500       177,200.00      3,029,670.77      4,403,420.00
SPX CORP.                                  2.496 SPW     784635104Q    40.0600        18,500.00        725,496.00        741,110.00
ST JUDE MED. INC.                          0.000 STJ     790849103     41.9300        51,400.00      1,875,740.20      2,155,202.00
ST PAUL TRAVELERS COS INC                  2.373 STA     792860108Q    37.0700        31,400.00      1,162,654.08      1,163,998.00
STAPLES INC                                0.593 SPLS    855030102     33.7100        78,600.00      1,872,879.78      2,649,606.00
STARBUCKS CORP.                            0.000 SBUX    855244109     62.3600        55,200.00      1,236,468.96      3,442,272.00
STORAGE TECHNOLOGY CORP                    0.000 STK     862111200     31.6100       117,700.00      3,038,758.42      3,720,497.00
SUNOCO, INC.                               1.468 SUN     86764P109Q    81.7100        58,800.00      2,411,342.29      4,804,548.00
SUNTRUST BANKS INC.                        2.707 STI     867914103Q    73.8800        41,100.00      2,579,405.21      3,036,468.00
SUPER VALU STORES INC.                     1.767 SVU     868536103Q    34.5200        87,000.00      2,117,466.36      3,003,240.00
SYMANTEC CORP                              0.000 SYMC    871503108     25.7600        68,600.00      1,509,189.32      1,767,136.00
TELEPHONE & DATA                           0.857 TDS     879433100     76.9500        41,500.00      2,707,194.58      3,193,425.00
TELLABS INC.                               0.000 TLAB    879664100      8.5900       240,800.00      1,830,730.16      2,068,472.00
TEXAS INSTRS INC                           0.406 TXN     882508104Q    24.6200        49,000.00      1,259,980.05      1,206,380.00
THERMO ELECTRON CORP.                      0.000 TMO     883556102     30.1900        28,700.00        494,980.57        866,453.00
TIDEWATER INC                              1.684 TDW     886423102Q    35.6100        21,100.00        660,345.60        751,371.00
TIME WARNER INC.                           2.777 TWX     887317105     19.4400       466,200.00      8,527,100.94      9,062,928.00
TOYS R US INC.                             0.000 TOY     892335100     20.4700       133,300.00      2,253,975.40      2,728,651.00
TYCO INT'L. LTD NEW                        1.119 TYC     902124106Q    35.7400       124,700.00      2,728,944.73      4,456,778.00
TYSON FOODS INC. CL-A                      0.869 TSN     902494103     18.4000       264,800.00      3,416,873.66      4,872,320.00
