ASOF02   Date 01/21/2005 Time 18:34:47   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 090

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN2       QUANTITATIVE 2000 (Q
Instrument - COM       COMMON STOCK

USG CORPORATION                            0.248 USG     903293405     40.2700        47,300.00        831,918.09      1,904,771.00
USI HOLDINGS CORP                          0.000 USIH    90333H101     11.5700        22,300.00        357,875.65        258,011.00
VAIL RESORTS INC                           0.000 MTN     91879Q109     22.4200        21,800.00        343,241.77        488,756.00
VALASSIS COMMUNICATIONS INC                0.000 VCI     918866104     35.0100        57,900.00      1,530,575.09      2,027,079.00
VALEANT PHARMACEUTICALS                    1.176 VRX     91911X104Q    26.3500        93,100.00      2,135,759.64      2,453,185.00
VALENCE TECHNOLOGY INC                     0.000 VLNC    918914102      3.1100           100.00            383.57            311.00
VALHI INC                                  1.491 VHI     918905100     16.0900        25,700.00        373,955.90        413,513.00
VALMONT INDUSTRIES                         1.274 VMI     920253101     25.1100         5,600.00        111,710.68        140,616.00
VALUE LINE INC                             2.548 VALU    920437100     39.2380         1,500.00         55,865.34         58,857.00
VALUECLICK, INC                            0.000 VCLK    92046N102     13.3300        87,900.00        684,436.18      1,171,707.00
VALUEVISION MEDIA INC                      0.000 VVTV    92047K107     13.9100        20,000.00        293,284.69        278,200.00
VARIAN INC.                                0.000 VARI    922206107     41.0100        43,400.00      1,465,396.83      1,779,834.00
VARIAN SEMICONDUCTOR EQUIPMENT             0.000 VSEA    922207105     36.8500        40,300.00      1,143,274.66      1,485,055.00
VECTOR GROUP LTD                           9.621 VGR     92240M108     16.6300        26,790.00        411,416.51        445,517.70
VEECO INSTRUMENTS INC                      0.000 VECO    922417100     21.0700        18,200.00        520,621.77        383,474.00
VENTANA MED SYS INC                        0.000 VMSI    92276H106     63.9900        15,200.00        498,730.34        972,648.00
VENTIV HEALTH INC.                         0.000 VTIV    922793104     20.3200        20,500.00        349,069.66        416,560.00
VERINT SYS INC                             0.000 VRNT    92343X100     36.3300        13,000.00        440,967.64        472,290.00
VERITAS DGC INC.                           0.000 VTS     92343P107     22.4100        37,800.00        531,172.81        847,098.00
VERITY INC.                                0.000 VRTY    92343C106     13.1200        33,049.00        738,655.18        433,602.88
VERSO TECHNOLOGIES INC                     0.000 VRSO    925317109      0.7200       147,700.00        135,820.39        106,344.00
VERTEX PHARMAREUTICALS INC                 0.000 VRTX    92532F100     10.5700        87,595.00      1,581,124.84        925,879.15
VERTRUE INC                                0.000 VTRU    92534N101     37.7700        13,900.00        369,232.99        525,003.00
VESTA INS GROUP INC                        2.717 VTA     925391104      3.6800        84,200.00        494,247.06        309,856.00
VIASAT INC.                                0.000 VSAT    92552V100     24.2700        23,093.00        470,410.87        560,467.11
VIASYS HEALTHCARE INC                      0.000 VAS     92553Q209     19.0000        46,000.00        926,830.78        874,000.00
VICOR CORP                                 0.610 VICR    925815102     13.1100        40,942.00        539,424.47        536,749.62
VICURON PHARMACEUTICALS INC                0.000 MICU    926471103     17.4100        56,735.00        786,016.11        987,756.35
VIGNETTE CORPORATION                       0.000 VIGN    926734104      1.3900       460,300.00        912,054.86        639,817.00
VIISAGE TECHNOLOGY INC                     0.000 VISG    92675K106      9.0100        33,500.00        284,767.35        301,835.00
VINTAGE PETROLEUM INC.                     0.881 VPI     927460105Q    22.6900        56,500.00        835,347.17      1,281,985.00
VION PHARMACEUTICALS INC                   0.000 VION    927624106      4.6900         8,100.00         28,629.98         37,989.00
VIRGINIA FINL CORP                         2.182 VFGI    927810101     36.6600         7,927.00        267,025.53        290,603.82
VISTACARE INC-CL A                         0.000 VSTA    92839Y109     16.6300        10,000.00        300,024.43        166,300.00
VISTEON CORP                               2.456 VC      92839U107      9.7700       168,600.00      1,791,490.52      1,647,222.00
VISX INC                                   0.000 EYE     92844S105     25.8700        54,100.00        910,940.17      1,399,567.00
VITAL SIGNS INC                            0.616 VITL    928469105     38.9200        12,298.00        409,151.40        478,638.16
VITESSE SEMICONDUCTOR CORP                 0.000 VTSS    928497106      3.5300       241,200.00      1,288,863.36        851,436.00
VNUS MEDICAL TECHNOLOGIES                  0.000 VNUS    928566108     13.5200         6,000.00         82,609.00         81,120.00
