ASOF02   Date 01/21/2005 Time 18:34:36   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 043

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN1       QUANTITATIVE 1000 (Q
Instrument - COM       COMMON STOCK

KB HOME                                    1.436 KBH     48666K109Q   104.4000        53,700.00      3,909,465.35      5,606,280.00
KELLOGG CO.                                2.261 K       487836108Q    44.6600       139,700.00      5,601,510.38      6,239,002.00
KEYCORP                                    3.657 KEY     493267108Q    33.9000       201,200.00      5,909,686.27      6,820,680.00
KEYSPAN CORPORATION                        4.613 KSE     49337W100     39.4500        90,800.00      3,326,955.96      3,582,060.00
KIMBERLY-CLARK CORP                        2.431 KMB     494368103Q    65.8100       151,900.00      8,213,081.70      9,996,539.00
KMART HOLDING CORP                         0.000 KMRT    498780105     98.9500        54,700.00      4,508,306.01      5,412,565.00
LABORATORY CRP OF AMER HLDGS               0.000 LH      50540R409     49.8200        19,800.00        721,389.16        986,436.00
LAFARGE NORTH AMERICA INC.                 1.714 LAF     505862102     51.3200        91,900.00      4,110,521.52      4,716,308.00
LEAR CORP.                                 1.639 LEA     521865105     61.0100        21,600.00      1,083,288.79      1,317,816.00
LEXMARK INTERNATIONAL INC.                 0.000 LXK     529771107     85.0000        72,000.00      5,593,424.13      6,120,000.00
LIBERTY MEDIA CORP-A                       0.000 L       530718105     10.9800        24,700.00        238,876.74        271,206.00
LIMITED BRANDS INC.                        2.085 LTD     532716107Q    23.0200       214,700.00      4,059,290.49      4,942,394.00
LINCOLN NATIONAL CORP                      3.127 LNC     534187109Q    46.6800       117,700.00      4,975,059.64      5,494,236.00
LOCKHEED MARTIN CORPORATION                1.800 LMT     539830109Q    55.5500        32,800.00      1,420,837.03      1,822,040.00
LOUISIANNA PACIFIC                         1.495 LPX     546347105Q    26.7400       177,100.00      3,863,383.44      4,735,654.00
LOWE'S COS                                 0.277 LOW     548661107Q    57.5900        67,800.00      1,713,650.32      3,904,602.00
MARSH & MCLENNAN COS.                      4.133 MMC     571748102Q    32.9000       180,500.00      7,560,765.71      5,938,450.00
MASCO CORP.                                1.971 MAS     574599106Q    36.5300       195,600.00      5,922,152.69      7,145,268.00
MATTEL INC.                                2.308 MAT     577081102Q    19.4900       298,100.00      5,335,756.02      5,809,969.00
MAXIM INTGRTD PRDCTS INC.                  0.943 MXIM    57772K101     42.3900       154,900.00      5,896,792.65      6,566,211.00
MAY DEPT STORES                            3.299 MAY     577778103Q    29.4000       185,300.00      5,119,883.68      5,447,820.00
MBIA INC.                                  1.517 MBI     55262C100Q    63.2800        44,300.00      2,073,634.17      2,803,304.00
MBNA CORP                                  1.986 KRB     55262L100Q    28.1900       290,500.00      5,709,235.81      8,189,195.00
MCAFEE INC                                 0.000 MFE     579064106     28.9300       229,300.00      4,473,539.33      6,633,649.00
MCDONALDS CORPORATION                      1.715 MCD     580135101Q    32.0600        85,000.00      2,386,089.72      2,725,100.00
MCGRAW HILL INC                            1.310 MHP     580645109Q    91.5400        84,900.00      5,619,645.93      7,771,746.00
MDC HOLDINGS INC                           0.534 MDC     552676108     86.4400        58,100.00      3,474,178.08      5,022,164.00
MEDTRONIC INC                              0.674 MDT     585055106Q    49.6700       296,200.00     10,606,497.91     14,712,254.00
MEMC ELECTR MATLS IN                       0.000 WFR     552715104     13.2500       500,700.00      4,329,540.31      6,634,275.00
MERCK & CO INC                             4.729 MRK     589331107Q    32.1400       399,300.00     17,627,868.75     12,833,502.00
MERRILL LYNCH & CO. INC.                   1.070 MER     590188108Q    59.7700        93,600.00      3,633,169.88      5,594,472.00
METLIFE INC                                1.135 MET     59156R108     40.5100       177,100.00      6,311,237.56      7,174,321.00
METTLER-TOLEDO INTERNATIONAL               0.000 MTD     592688105     51.3100        13,200.00        574,893.67        677,292.00
MGIC INVESTMENT CORP                       0.435 MTG     552848103Q    68.9100        79,500.00      5,041,880.17      5,478,345.00
MICROSOFT CORP.                            1.198 MSFT    594918104     26.7100     1,772,500.00     44,520,233.21     47,343,475.00
MONSANTO COMPANY                           1.224 MON     61166W101     55.5500       158,100.00      4,295,219.20      8,782,455.00
MORGAN STANLEY DEAN WITTER & C             1.945 MWD     617446448Q    55.5200       116,700.00      5,104,986.08      6,479,184.00
MOTOROLA INC                               0.930 MOT     620076109Q    17.2000       459,600.00      8,444,447.83      7,905,120.00
NATIONAL CITY CORP                         3.728 NCC     635405103Q    37.5500       211,200.00      6,904,551.98      7,930,560.00
