ASOF02   Date 01/21/2005 Time 18:34:46   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 085

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN2       QUANTITATIVE 2000 (Q
Instrument - COM       COMMON STOCK

SPHERION CORPORATION                       0.000 SFN     848420105      8.4000        67,100.00        819,243.63        563,640.00
SPINNAKER EXPLORATION CO                   0.000 SKE     84855W109     35.0700        27,900.00        676,844.51        978,453.00
SPORTS AUTHORITY INC                       0.000 TSA     84917U109     25.7500        15,125.00        410,642.19        389,468.75
SPSS INC.                                  0.000 SPSS    78462K102     15.6400        29,300.00        452,747.49        458,252.00
SRA INTERNATIONAL INC - CLASS              0.000 SRX     78464R105     64.2000        14,500.00        514,835.52        930,900.00
SS&C TECHNOLOGIES IN                       0.774 SSNC    85227Q100     20.6500        15,050.00        288,799.28        310,782.50
ST MARY LAND & EXPLORATION                 0.239 SM      792228108     41.7400        37,000.00        893,540.56      1,544,380.00
STAGE STORES INC                           0.000 STGS    85254C305     41.5200        26,800.00        807,710.19      1,112,736.00
STAMPS COM INC                             0.000 STMP    852857200     15.8400        34,562.00        422,732.92        547,462.08
STANDARD COMMERCIAL CORP                   1.798 STW     853258101     19.4600        24,600.00        461,977.76        478,716.00
STANDARD MICROSYSTEMS CORP                 0.000 SMSC    853626109     17.8300        31,236.00        658,486.92        556,937.88
STANDARD MOTOR PRODS                       2.278 SMP     853666105     15.8000        27,000.00        414,436.67        426,600.00
STANDARD REGISTER CO                       6.515 SR      853887107     14.1200        13,000.00        197,765.33        183,560.00
STANDEX INTERNATIONAL CORP                 2.948 SXI     854231107     28.4900        21,900.00        506,861.79        623,931.00
STANLEY FURNITURE CO INC                   0.889 STLY    854305208     44.9500         6,200.00        182,139.77        278,690.00
STARTEK INC                                5.764 SRT     85569C107     28.4500        12,100.00        453,840.51        344,245.00
STATE AUTO FINL CORP                       0.696 STFC    855707105     25.8500        22,000.00        563,250.42        568,700.00
STATE BANCORP INC N.                       2.181 STB     855716106     27.5000         8,965.00        194,959.39        246,537.50
STATE FINANCIAL SERVICES CORP              1.993 SFSW    856855101     30.1000        13,900.00        369,033.45        418,390.00
STEAK N SHAKE COMPANY                      0.000 SNS     857873103     20.0800        27,000.00        429,737.11        542,160.00
STEEL DYNAMICS INC                         1.056 STLD    858119100     37.8800        41,600.00        661,963.72      1,575,808.00
STEEL TECHNOLOGIES INC                     0.727 STTX    858147101     27.5100         2,200.00         50,403.78         60,522.00
STEIN MART INC.                            0.000 SMRT    858375108     17.0600        40,700.00        555,685.30        694,342.00
STEINWAY MUSICAL INS                       0.000 LVB     858495104     28.9400        15,000.00        415,110.31        434,100.00
STELLENT INC                               0.000 STEL    85856W105      8.8200        22,556.00        179,377.74        198,943.92
STEPAN CO                                  3.202 SCL     858586100Q    24.3600         5,900.00        143,031.01        143,724.00
STEREOTAXIS INC                            0.000 STXS    85916J102      9.8300         6,100.00         60,726.72         59,963.00
STERIS CORP                                0.000 STE     859152100Q    23.7200        86,600.00      1,979,601.77      2,054,152.00
STERLING BANCORP                           2.690 STL     859158107     28.2500        17,910.00        351,112.90        505,957.50
STERLING BANCSHARES INC                    1.401 SBIB    858907108     14.2700        49,726.00        664,406.06        709,590.02
STERLING FINL CORP                         2.232 SLFI    859317109     28.6700        23,825.00        490,567.96        683,062.75
STERLING FINL CORP W                       0.000 STSA    859319105     39.2600        18,776.00        544,737.04        737,145.76
STEWART & STEVENSON SERVICES               1.680 SVC     860342104Q    20.2300        43,700.00        747,490.46        884,051.00
STEWART ENTERPRISES INC. CL-A              0.000 STEI    860370105      6.9900       148,200.00        745,864.23      1,035,918.00
STEWART INFO SVCS                          1.104 STC     860372101     41.6500        24,100.00        728,207.39      1,003,765.00
STIFEL FINANCIAL CORP                      0.000 SF      860630102     20.9500        18,266.00        371,469.74        382,672.70
STILLWATER MINING COMPANY                  0.000 SWC     86074Q102     11.2600        44,629.00        521,541.00        502,522.54
STONE ENERGY CORP                          0.000 SGY     861642106     45.0900        30,400.00      1,255,629.22      1,370,736.00
STONERIDGE INC                             0.000 SRI     86183P102     15.1300        31,200.00        458,468.36        472,056.00
