ASOF02   Date 01/21/2005 Time 18:35:04   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2004 To 12/31/2004  Page 171

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 6LA       LORD, ABBETT - 2000
Instrument - COM       COMMON STOCK

MUELLER INDUSTRIES INC.                    1.242 MLI     624756102     32.2000        27,500.00        901,997.10        885,500.00
MYERS INDUSTRIES INC.                      1.562 MYE     628464109Q    12.8000        16,800.00        194,383.96        215,040.00
NAVIGATORS GROUP INC                       0.000 NAVG    638904102     30.1100        28,000.00        817,493.22        843,080.00
NCI BUILDING SYS INC                       0.000 NCS     628852105     37.5000        55,300.00      1,564,368.15      2,073,750.00
ODYSSEY HOLDINGS CORP                      0.495 ORH     67612W108     25.2100        44,400.00        774,181.24      1,119,324.00
OM GROUP, INC.                             1.727 OMG     670872100Q    32.4200        26,200.00        498,753.72        849,404.00
ORBITAL SCIENCES CORP.                     0.000 ORB     685564106     11.8300       107,100.00      1,173,619.32      1,266,993.00
P A M TRANSN SVCS IN                       0.000 PTSI    693149106     18.7500        47,100.00        906,510.66        883,125.00
PHARMACEUTICAL PRODUCT DEVELOP             0.000 PPDI    717124101     41.2900        30,700.00        917,422.73      1,267,603.00
PHILADELPHIA CONS HLDG CO                  0.000 PHLY    717528103     66.1400         9,600.00        352,959.91        634,944.00
PIER 1 IMPORTS INC/DEL                     2.030 PIR     720279108     19.7000        53,800.00      1,020,175.31      1,059,860.00
PLAYTEX PRODUCTS INC                       0.000 PYX     72813P100      7.9900       271,200.00      1,936,943.94      2,166,888.00
PRIME MONEY MARKET - 6LA                   0.000 IT-LOR  IT-LOR         1.0000     7,738,713.60      7,738,715.11      7,738,713.62
PROVIDENT BANKSHARES CORPORATI             2.914 PBKS    743859100     36.3700        34,100.00      1,116,252.20      1,240,217.00
PSS WORLD MEDICAL INC.                     0.000 PSSI    69366A100     12.5150        40,100.00        402,858.53        501,851.50
QUAKER CHEM CORP                           3.462 KWR     747316107Q    24.8400        13,000.00        289,044.64        322,920.00
QUANEX CORP                                0.787 NX      747620102     68.5700        91,000.00      3,597,724.73      6,239,870.00
RANGE RES CORP                             0.391 RRC     75281A109     20.4600        60,400.00        821,810.50      1,235,784.00
RAYMOND JAMES FINANCIAL INC                1.032 RJF     754730109     30.9800        37,100.00        917,772.10      1,149,358.00
ROGERS CORP.                               0.000 ROG     775133101     43.1000        51,200.00      1,926,588.66      2,206,720.00
ROPER INDUSTRIES INC                       0.699 ROP     776696106     60.7700         6,400.00        341,190.01        388,928.00
SCHOOL SPECIALTY INC.                      0.000 SCHS    807863105     38.5600        46,900.00      1,629,238.64      1,808,464.00
SELECTIVE INSURANCE GROUP                  1.717 SIGI    816300107     44.2400        43,100.00      1,042,182.33      1,906,744.00
SHAW GROUP                                 0.000 SGR     820280105     17.8500        76,600.00      1,117,380.59      1,367,310.00
SIGNATURE BANK                             0.000 SBNY    82669G104     32.3600        23,500.00        469,182.68        760,460.00
SIMPSON MANUFACTURING CO                   0.573 SSD     829073105     34.9000        38,000.00        700,773.63      1,326,200.00
SKECHERS U S A INC                         0.000 SKX     830566105     12.9600        84,600.00        812,215.79      1,096,416.00
SOUTHWEST BANCORP IN                       1.143 OKSB    844767103     24.4800         1,400.00         29,929.36         34,272.00
STEEL TECHNOLOGIES INC                     0.727 STTX    858147101     27.5100        59,200.00      1,175,488.47      1,628,592.00
STEWART ENTERPRISES INC. CL-A              0.000 STEI    860370105      6.9900       150,300.00        733,008.40      1,050,597.00
TELEDYNE TECHNOLOGIES INC                  0.000 TDY     879360105     29.4300        25,200.00        585,170.81        741,636.00
TENNANT COMPANY                            2.219 TNC     880345103     39.6500        37,900.00      1,577,634.42      1,502,735.00
TETRA TECH INC.                            0.000 TTEK    88162G103     16.7400        23,600.00        322,462.13        395,064.01
TRINITY INDUSTRIES                         0.704 TRN     896522109     34.0800       117,300.00      3,420,510.43      3,997,584.00
UNIVERSAL FOREST PRODUCTS                  0.230 UFPI    913543104     43.4000        53,600.00      1,573,148.91      2,326,240.00
UNOVA INC.                                 0.000 UNA     91529B106     25.2900       127,700.00      1,932,027.86      3,229,533.00
URS CORPORATION                            0.000 URS     903236107     32.1000        51,400.00      1,187,446.73      1,649,940.00
USF CORP                                   0.982 USFC    91729Q101     37.9500         9,100.00        310,691.60        345,345.00
VALMONT INDUSTRIES                         1.274 VMI     920253101     25.1100        21,700.00        498,118.73        544,887.00
