ASOF02   Date 01/19/2006 Time 18:24:09   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 011

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LC1       LARGE-CAP GROWTH (F)
Instrument - COM       COMMON STOCK

BECKMAN COULTER INC.                       0.984 BEC     075811109     56.9000       163,000.00      9,740,672.99      9,274,700.00
BECTON DICKINSON & COMPANY                 1.431 BDX     075887109Q    60.0800        39,400.00      1,386,920.09      2,367,152.00
BED BATH & BEYOND INC                      0.000 BBBY    075896100     36.1500        44,200.00      1,276,558.33      1,597,830.00
BELLSOUTH                                  4.280 BLS     079860102Q    27.1000       578,500.00     16,993,566.90     15,677,350.00
BEST BUY COMPANY INC                       0.736 BBY     086516101     43.4800       109,800.00      3,159,460.04      4,774,104.00
BJ SERVICES CO                             0.545 BJS     055482103     36.6700       185,000.00      4,624,051.01      6,783,950.00
BLACK & DECKER                             1.287 BDK     091797100Q    86.9600        34,300.00      2,517,083.50      2,982,728.00
BOEING CO                                  1.708 BA      097023105Q    70.2400        92,200.00      4,011,041.69      6,476,128.00
BOSTON SCIENTIFIC CORP.                    0.000 BSX     101137107     24.4900       253,000.00      5,903,427.20      6,195,970.00
BRISTOL-MYERS SQUIBB                       4.873 BMY     110122108Q    22.9800       448,200.00     12,819,437.66     10,299,636.00
BURLINGTON NORTHERN SANTA FE               1.129 BNI     12189T104Q    70.8200        96,500.00      3,184,305.54      6,834,130.00
BURLINGTON RESOURCES                       0.464 BR      122014103Q    86.2000       221,600.00      6,995,602.69     19,101,920.00
CAMPBELL SOUP CO.                          2.418 CPB     134429109Q    29.7700        97,900.00      2,615,830.00      2,914,483.00
CAPITAL ONE FINANCIAL CORP.                0.123 COF     14040H105     86.4000        63,100.00      4,449,584.41      5,451,840.00
CARDINAL HEALTH INC.                       0.349 CAH     14149Y108Q    68.7500        65,400.00      3,100,206.69      4,496,250.00
CAREMARK RX INC                            0.000 CMX     141705103     51.7900       118,800.00      2,709,156.27      6,152,652.00
CATERPILLAR INC.                           1.731 CAT     149123101Q    57.7700       187,000.00      6,176,475.67     10,802,990.00
CBS CORP. CL. B                            0.858 CBS     124857202     32.6000       279,100.00     10,680,897.64      9,098,660.00
CELGENE CORP                               0.000 CELG    151020104     64.8000       148,200.00      4,240,063.78      9,603,360.00
CENTURYTEL, INC.                           0.723 CTL     156700106     33.1600        75,800.00      2,431,675.28      2,513,528.00
CHEVRONTEXACO CORP                         3.170 CVX     166764100Q    56.7700       446,256.00     16,134,139.45     25,333,953.12
CHUBB CORP                                 1.761 CB      171232101Q    97.6500        75,500.00      4,624,521.26      7,372,575.00
CIGNA CORP.                                0.089 CI      125509109Q   111.7000        42,100.00      2,692,382.40      4,702,570.00
CINCINNATI FINANCIAL CORP.                 2.730 CINF    172062101Q    44.6800        68,145.00      2,387,335.51      3,044,718.60
CINERGY CORP                               4.521 CIN     172474108Q    42.4600        26,600.00        998,024.97      1,129,436.00
CISCO SYSTEMS                              0.000 CSCO    17275R102     17.1200     1,940,000.00     37,529,484.99     33,212,800.00
CIT GROUP INC                              1.545 CIT     125581108     51.7800        80,500.00      2,308,767.01      4,168,290.00
CITIGROUP INC.                             3.626 C       172967101Q    48.5300       711,400.00     18,449,855.37     34,524,242.00
CITIZENS COMMUNICATIONS CO                 8.176 CZN     17453B101     12.2300       187,900.00      2,515,814.13      2,298,017.00
CLEAR CHANNEL COMMUNICATIONS               2.384 CCU     184502102     31.4500        72,200.00      3,503,793.33      2,270,690.00
CLOROX COMPANY                             2.039 CLX     189054109Q    56.8900        51,000.00      2,521,783.57      2,901,390.00
COCA COLA CO.                              2.778 KO      191216100Q    40.3100       421,300.00     19,139,764.10     16,982,603.00
COCA-COLA ENTERPRISE                       0.834 CCE     191219104     19.1700       146,000.00      3,266,184.40      2,798,820.00
COLGATE PALMOLIVE                          2.114 CL      194162103Q    54.8500        82,000.00      3,258,518.69      4,497,700.00
COMCAST CORP - CL A                        0.000 CMCSA   20030N101     25.9600       323,400.00      9,731,667.03      8,395,464.00
COMERICA INC.                              3.876 CMA     200340107Q    56.7600        27,500.00      1,376,253.18      1,560,900.00
COMPUTER SCIENCES                          0.000 CSC     205363104     50.6400        65,500.00      2,829,460.72      3,316,920.00
CONAGRA FOODS, INC.                        5.374 CAG     205887102Q    20.2800        77,000.00      1,719,941.88      1,561,560.00
CONOCOPHILLIPS                             2.131 COP     20825C104Q    58.1800       325,400.00      8,274,214.70     18,931,772.00
