ASOF02   Date 01/19/2006 Time 18:24:19   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 062

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN2       QUANTITATIVE 2000 (Q
Instrument - COM       COMMON STOCK

INTERVOICE INC.                            0.000 INTV    461142101      7.9600        40,000.00        463,030.00        318,400.00
INTERWOVEN INC                             0.000 IWOV    46114T508      8.4700        83,175.00        719,201.46        704,492.25
INTEVAC INC                                0.000 IVAC    461148108     13.2000        21,500.00        242,030.28        283,800.00
INTRADO INC                                0.000 TRDO    46117A100     23.0200        18,700.00        229,617.30        430,474.00
INTRALASE CORP                             0.000 ILSE    461169104     17.8300        13,700.00        286,029.76        244,271.00
INTUITIVE SURGICAL INC                     0.000 ISRG    46120E602    117.2700        40,277.00        956,661.21      4,723,283.79
INVACARE CORP.                             0.158 IVC     461203101     31.4900        32,200.00      1,112,383.12      1,013,978.00
INVERNESS MED INNOVA                       0.000 IMA     46126P106     23.7100        21,200.00        411,590.56        502,652.00
INVESTMENT TECHNOLOGY GROUP IN             0.000 ITG     46145F105     35.4400        50,600.00        873,086.66      1,793,264.00
INVESTORS BANCORP INC                      0.000 ISBC    46146P102     11.0300        55,900.00        614,900.00        616,577.00
IPASS INC                                  0.000 IPAS    46261V108      6.5600        57,000.00        406,353.65        373,920.00
IPAYMENT INC                               0.000 IPMT    46262E105     41.5200         1,400.00         53,578.72         58,128.00
IRIS INTERNATIONAL INC                     0.000 IRIS    46270W105     21.8600        17,300.00        293,034.32        378,178.00
IROBOT CORP                                0.000 IRBT    462726100     33.3300         4,800.00        145,584.00        159,984.00
ISIS PHARMACEUTICALS INC                   0.000 ISIS    464330109      5.2400        63,400.00        272,320.15        332,216.00
ITC HOLDINGS CORP                          3.738 ITC     465685105     28.0900        13,500.00        391,500.00        379,215.00
ITLA CAPITAL CORPORATION                   0.000 ITLA    450565106     48.8500        12,100.00        562,736.81        591,085.00
ITRON INC.                                 0.000 ITRI    465741106     40.0400        16,036.00        480,879.85        642,081.44
IVILLAGE INC                               0.000 IVIL    46588H105      8.0200        41,700.00        300,342.04        334,434.00
IXIA                                       0.000 XXIA    45071R109     14.7800        29,700.00        446,124.68        438,966.00
IXYS CORP                                  0.000 SYXI    46600W106     11.6900        26,100.00        309,890.53        305,109.00
J & J SNACK FOODS CORP                     0.252 JJSF    466032109     59.4100         6,600.00        155,602.39        392,106.00
J2 GLOBAL COMMUNICAT                       0.000 JCOM    46626E205     42.7400        33,000.00        948,700.81      1,410,420.00
JACK IN THE BOX INC.                       0.000 JBX     466367109     34.9300        49,300.00      1,140,939.44      1,722,049.00
JACKSON HEWITT TAX SERVICE INC             1.154 JTX     468202106     27.7100        39,300.00        840,521.18      1,089,003.00
JACUZZI BRANDS INC                         0.000 JJZ     469865109      8.4000        80,900.00        586,217.76        679,560.00
JAKKS PACIFIC INC.                         0.000 JAKK    47012E106     20.9400        46,539.00        842,413.99        974,526.66
JAMES RIVER COAL CO                        0.000 JRCC    470355207     38.2000        11,900.00        412,205.29        454,580.00
JAMES RIVER GROUP INC                      0.000 JRVR    470359100     19.8500         3,900.00         68,718.00         77,415.00
JARDEN CORP                                0.000 JAH     471109108     30.1500        59,800.00      1,567,182.13      1,802,970.00
JDA SOFTWARE GROUP INC                     0.000 JDAS    46612K108     17.0100        48,967.00        805,558.21        832,928.67
JLG INDUSTIRES, INC.                       0.043 JLG     466210101     45.6600        62,600.00      1,122,604.01      2,858,316.00
JOHN B. SANFILIPPO & SON INC               0.000 JBSS    800422107     12.9300         6,900.00        150,515.75         89,217.00
JONES LANG LASALLE I                       0.993 JLL     48020Q107     50.3500        34,400.00        764,785.96      1,732,040.00
JOS. A. BANK CLOTHIERS INC.                0.000 JOSB    480838101     43.4100        20,874.00        729,092.43        906,140.34
JOURNAL COMMUNICATIONS INC                 1.863 JRN     481130102     13.9500        48,300.00        797,463.28        673,785.00
JOURNAL REGISTER CO                        0.535 JRC     481138105     14.9500        61,500.00      1,132,994.22        919,425.00
JUPITERMEDIA CORP                          0.000 JUPM    48207D101     14.7800        21,400.00        371,142.86        316,292.00
K V PHARMACEUTICAL C                       0.000 KV.A    482740206     20.6000        12,500.00        249,311.04        257,500.00
