ASOF02   Date 01/19/2006 Time 18:24:19   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 063

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN2       QUANTITATIVE 2000 (Q
Instrument - COM       COMMON STOCK

K-SWISS INC CL-A                           0.616 KSWS    482686102     32.4400        37,400.00        677,654.38      1,213,256.00
K.C.S. ENERGY INC.                         0.330 KCS     482434206     24.2200        52,500.00        545,275.68      1,271,550.00
K&F INDUSTRIES HOLDINGS INC                0.000 KFI     482241106     15.3600        14,700.00        246,225.00        225,792.00
K2 INC.                                    0.000 KTO     482732104     10.1100        50,150.00        611,059.88        507,016.50
KADANT INC                                 0.000 KAI     48282T104     18.5000        14,600.00        283,530.84        270,100.00
KAMAN CORP CL-A                            2.539 KAMN    483548103     19.6900        55,851.00        910,889.07      1,099,706.19
KANBAY INTERNATIONAL INC                   0.000 KBAY    48369P207     15.8900         2,300.00         47,829.48         36,547.00
KANSAS CITY LIFE INS                       2.156 KCLI    484836101     50.0800        11,500.00        525,706.58        575,920.00
KANSAS CITY SOUTHERN INDS                  0.000 KSU     485170302Q    24.4300        65,800.00      1,066,937.00      1,607,494.00
KAYDON CORP                                1.493 KDN     486587108Q    32.1400        29,700.00        789,040.49        954,558.00
KBNT BANCORP INC                           1.718 KNBT    482921103     16.2900         6,300.00        103,107.86        102,627.00
KEANE INC.                                 0.000 KEA     486665102     11.0100        50,000.00        907,556.71        550,500.00
KEITHLEY INSTRUMENTS INC                   1.073 KEI     487584104     13.9800        13,500.00        444,457.12        188,730.00
KELLWOOD CO.                               2.680 KWD     488044108     23.8800        12,300.00        402,894.29        293,724.00
KELLY SERVICES INC CL-A                    1.525 KELYA   488152208     26.2200        19,300.00        505,541.94        506,046.00
KEMET CORP.                                0.000 KEM     488360108      7.0700        91,200.00      1,087,018.83        644,784.00
KENEXA CORP                                0.000 KNXA    488879107     21.1000         6,100.00         76,494.00        128,710.00
KENNAMETAL INC                             1.489 KMT     489170100     51.0400        40,100.00      1,523,053.64      2,046,704.00
KENNETH COLE PRODUCTIONS                   2.823 KCP     193294105     25.5000         9,600.00        241,298.32        244,800.00
KENSEY NASH CORP                           0.000 KNSY    490057106     22.0300         9,900.00        267,093.77        218,097.00
KERYX BIOPHARMACEUTICALS INC               0.000 KERX    492515101     14.6400        24,300.00        382,360.96        355,752.00
KEYNOTE SYSTEMS INC                        0.000 KEYN    493308100     12.8500        43,200.00        557,600.16        555,120.00
KEYSTONE AUTOMOTIVE                        0.000 KEYS    49338N109     31.4800        16,600.00        480,898.14        522,568.00
KFORCE INC                                 0.000 KFRC    493732101     11.1600        66,000.00        525,473.24        736,560.00
KFX INC                                    0.000 KFX     48245L107     17.1100        36,000.00        377,223.69        615,960.00
KIMBALL INTL INC                           6.020 KBALB   494274103     10.6300        47,500.00        677,187.96        504,925.00
KINDRED HEALTHCARE I                       0.000 KND     494580103     25.7600        41,000.00        740,625.92      1,056,160.00
KIRBY CORP.                                0.000 KEX     497266106     52.1700        22,900.00        610,057.36      1,194,693.00
KNIGHT CAPITAL GROUP INC                   0.000 NITE    499005106      9.8900        60,700.00        594,813.67        600,323.00
KNIGHT TRANSPORTATION INC                  0.385 KNX     499064103     20.7300        31,875.00        356,167.81        660,768.75
KOMAG INC                                  0.000 KOMG    500453204     34.6600        41,200.00        639,264.74      1,427,992.00
KOPIN CORP                                 0.000 KOPN    500600101      5.3500       114,700.00        619,033.48        613,645.00
KORN/FERRY INTERNATIONAL                   0.000 KFY     500643200     18.6900        36,100.00        367,582.45        674,709.00
KRONOS INC.                                0.000 KRON    501052104     41.8600        23,600.00        799,948.52        987,896.00
KYPHON INC                                 0.000 KYPH    501577100     40.8300        30,700.00        755,135.00      1,253,481.00
LA QUINTA INNS INC                         0.628 LQI     50419U202     11.1400       212,800.00      1,362,247.51      2,370,592.00
LA-Z-BOY INC.                              3.244 LZB     505336107     13.5600        55,200.00      1,132,100.00        748,512.00
LABARGE INC                                0.000 LB      502470107     14.3700        10,700.00        184,592.12        153,759.00
LABOR READY INC                            0.000 LRW     505401208     20.8200        38,400.00        385,862.26        799,488.00
