ASOF02   Date 01/19/2006 Time 18:24:33   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 133

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 5GS       GOLDMAN SACHS - 1000
Instrument - COM       COMMON STOCK

SPRINT NEXTEL CORP                         0.428 S       852061100Q    23.3600       180,000.00      3,160,655.96      4,204,800.00
ST JUDE MED. INC.                          0.000 STJ     790849103     50.2000       116,800.00      4,507,712.69      5,863,360.00
ST PAUL TRAVELERS COS INC                  2.059 STA     792860108Q    44.6700        45,700.00      1,915,245.87      2,041,419.00
STARBUCKS CORP.                            0.000 SBUX    855244109     30.0100        26,700.00        299,037.33        801,267.00
SUNOCO, INC.                               1.020 SUN     86764P109Q    78.3800        69,400.00      1,920,010.83      5,439,572.00
SUNTRUST BANKS INC.                        3.023 STI     867914103Q    72.7600        26,800.00      1,681,947.92      1,949,968.00
SUPER VALU STORES INC.                     2.001 SVU     868536103Q    32.4800       130,700.00      3,497,137.53      4,245,136.00
SWIFT TRANSPORTATION CO.                   0.000 SWFT    870756103     20.3000        88,600.00      1,973,663.99      1,798,580.00
SYMANTEC CORP                              0.000 SYMC    871503108     17.5000        71,000.00      1,548,870.72      1,242,500.00
SYNOPSYS INC.                              0.000 SNPS    871607107     20.0600        39,700.00        816,053.35        796,382.00
TEKTRONIX, INC.                            0.850 TEK     879131100Q    28.2100        27,900.00        686,585.52        787,059.00
TELEPHONE & DATA                           0.971 TDS     879433100     36.0300        26,800.00        898,395.41        965,604.00
TELEPHONE & DATA SYSTEMS-SPECI             1.011 TDS.S   879433860     34.6100        40,800.00      1,302,877.73      1,412,088.00
TELEWEST GLOBAL INC                        0.000 TLWT    87956T107     23.8200        35,000.00        781,760.00        833,700.00
TELLABS INC.                               0.000 TLAB    879664100     10.9000       320,600.00      2,562,753.94      3,494,540.00
TEXAS INSTRS INC                           0.374 TXN     882508104Q    32.0700       216,000.00      6,819,541.37      6,927,120.00
THE MEN'S WEARHOUSE INC.                   0.000 MW      587118100     29.4400        85,350.00      2,817,569.95      2,512,704.00
THERMO ELECTRON CORP.                      0.000 TMO     883556102     30.1300        25,800.00        444,965.11        777,354.00
TIDEWATER INC                              1.349 TDW     886423102Q    44.4600        19,300.00        635,613.60        858,078.00
TIME WARNER INC.                           1.146 TWX     887317105     17.4400       570,600.00     10,328,565.50      9,951,264.00
TORO CO                                    0.822 TTC     891092108     43.7700        18,100.00        764,080.64        792,237.00
TXU CORPORATION                            3.287 TXU     873168108Q    50.1900       112,500.00      5,440,744.77      5,646,375.00
TYSON FOODS INC. CL-A                      0.935 TSN     902494103     17.1000       294,100.00      4,169,015.59      5,029,110.00
ULTRA PETROLEUM CORP                       0.000 UPL     903914109     55.8000        24,100.00      1,212,750.56      1,344,780.00
UNIONBANCAL CORPORATION                    2.386 UB      908906100     68.7200        59,600.00      3,441,320.61      4,095,712.00
UNIT CORP                                  0.000 UNT     909218109     55.0300        15,000.00        749,533.50        825,450.00
UNITEDHEALTH GROUP INC                     0.024 UNH     91324P102A    62.1400        12,800.00        732,904.96        795,392.00
UNIVISION COMMUNICATIONS                   0.000 UVN     914906102     29.3900        68,700.00      2,073,715.44      2,019,093.00
US BANCORP                                 4.416 USB     902973304     29.8900       252,100.00      5,389,224.60      7,535,269.00
US CELLULAR CORP.                          0.000 USM     911684108     49.4000        36,300.00      1,120,054.04      1,793,220.00
USG CORPORATION                            0.153 USG     903293405     65.0000        20,600.00        932,755.11      1,339,000.00
VALERO ENERGY CORP.                        0.387 VLO     91913Y100Q    51.6000        30,000.00      1,531,413.00      1,548,000.00
VERIZON COMMUNICATIONS                     5.378 VZ      92343V104Q    30.1200       336,100.00     13,891,055.18     10,123,332.00
WACHOVIA CORP.                             3.859 WB      929903102Q    52.8600       189,400.00      7,257,633.46     10,011,684.00
WAL MART STORES INC                        1.282 WMT     931142103Q    46.8000        61,800.00      2,430,436.64      2,892,240.00
WASHINGTON MUTUAL INC.                     4.505 WM      939322103     43.5000       172,900.00      6,611,222.58      7,521,150.00
WATSON PHARMACEUTICALS INC.                0.000 WPI     942683103     32.5100        32,000.00      1,122,595.67      1,040,320.00
WELLS FARGO COMPANY                        3.310 WFC     949746101     62.8300        72,300.00      2,620,547.71      4,542,609.00
WESTERN DIGITAL CORP                       0.000 WDC     958102105     18.6100         4,802.00         71,450.88         89,365.22
