ASOF02   Date 01/19/2006 Time 18:24:09   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 010

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LC1       LARGE-CAP GROWTH (F)
Instrument - COM       COMMON STOCK

3M COMPANY                                 2.167 MMM     88579Y101Q    77.5000       100,500.00      5,645,203.68      7,788,750.00
ABBOTT LABORATORIES                        2.789 ABT     002824100Q    39.4300       170,000.00      5,474,457.44      6,703,100.00
ABERCROMBIE & FITCH CO                     1.073 ANF     002896207     65.1800        49,400.00      2,460,262.60      3,219,892.00
ADTRAN INC.                                1.210 ADTN    00738A106     29.7400       110,400.00      2,509,737.29      3,283,296.00
AES CORP                                   0.000 AES     00130H105     15.8300        90,000.00      1,624,927.69      1,424,700.00
AETNA INC.                                 0.042 AET     00817Y108     94.3100        72,600.00      1,734,020.00      6,846,906.00
AFLAC INC                                  0.947 AFL     001055102     46.4200        76,200.00      2,318,698.31      3,537,204.00
AIR PROD. & CHEM.                          2.162 APD     009158106Q    59.1900        65,700.00      3,047,917.99      3,888,783.00
ALCOA INC.                                 2.029 AA      013817101Q    29.5700       141,200.00      3,936,936.74      4,175,284.00
ALLERGAN PHARMACEUTICALS INC.              0.370 AGN     018490102Q   107.9600        66,200.00      4,917,464.77      7,146,952.00
ALLSTATE CORP                              2.367 ALL     020002101Q    54.0700       180,400.00      6,445,058.67      9,754,228.00
ALLTEL CORP                                2.440 AT      020039103Q    63.1000       140,000.00      7,724,794.00      8,834,000.00
ALTRIA GROUP INC                           4.282 MO      02209S103Q    74.7200       362,300.00     12,919,654.46     27,071,056.00
AMBAC FINANCIAL GROUP INC.                 0.778 ABK     023139108Q    77.0600        15,600.00      1,043,053.40      1,202,136.00
AMERICAN AXLE & MFG HOLDINGS               3.273 AXL     024061103     18.3300        75,000.00      1,882,140.00      1,374,750.00
AMERICAN ELECTRIC POWER                    3.990 AEP     025537101Q    37.0900        57,900.00      1,889,235.71      2,147,511.00
AMERICAN EXPRESS CO.                       0.932 AXP     025816109Q    51.4600       143,600.00      4,690,718.64      7,389,656.00
AMERICAN INTL GROUP                        0.879 AIG     026874107Q    68.2300       344,300.00     16,257,111.45     23,491,589.00
AMERICAN TOWER CORP                        0.000 AMT     029912201     27.1000        64,800.00        921,500.77      1,756,080.00
AMERIPRISE FINANCIAL INC                   1.073 AMP     03076C106     41.0000        28,720.00        667,970.27      1,177,520.00
AMGEN INC                                  0.000 AMGN    031162100     78.8600       141,900.00      4,996,352.89     11,190,234.00
AMR CORP.                                  0.000 AMR     001765106     22.2300     1,870,000.00     18,988,991.54     41,570,100.00
ANADARKO PETROLEUM CORP                    0.759 APC     032511107Q    94.7500        91,700.00      4,730,340.79      8,688,575.00
ANHEUSER-BUSCH                             2.514 BUD     035229103Q    42.9600        87,400.00      3,376,595.66      3,754,704.00
APACHE CORP.                               0.583 APA     037411105     68.5200       114,100.00      4,367,022.28      7,818,132.00
APPLE COMPUTER INC.                        0.000 AAPL    037833100     71.8900        70,600.00        857,484.27      5,075,434.00
APPLIED MATERIALS INC.                     0.668 AMAT    038222105     17.9400       262,000.00      5,190,683.32      4,700,280.00
ARCHER DANIELS MIDLAND CO                  1.378 ADM     039483102Q    24.6600       164,600.00      2,855,243.76      4,059,036.00
AT&T INC                                   5.430 T       00206R102Q    24.4900       203,300.00      6,500,126.43      4,978,817.00
ATMEL CORP                                 0.000 ATML    049513104      3.0900       622,200.00      3,016,917.04      1,922,598.00
AVNET INC.                                 1.253 AVT     053807103Q    23.9400       130,800.00      2,301,154.12      3,131,352.00
AVON PRODUCTS                              2.311 AVP     054303102Q    28.5500       174,322.00      4,799,238.69      4,976,893.10
BAKER HUGHES CORP                          0.855 BHI     057224107Q    60.7800       113,100.00      4,855,365.41      6,874,218.00
BANK OF AMERICA CORP.                      4.333 BAC     060505104Q    46.1500       618,400.00     17,572,551.67     28,539,160.00
BANK OF NEW YORK CO, INC                   2.637 BK      064057102Q    31.8500       126,700.00      3,911,021.69      4,035,395.00
BARD C. R. INC.                            0.788 BCR     067383109Q    65.9200        42,900.00      2,825,431.31      2,827,968.00
BB&T CORPORATION                           3.626 BBT     054937107     41.9100        91,400.00      3,103,019.36      3,830,574.00
BEA SYSTEMS INC                            0.000 BEAS    073325102      9.4000       480,000.00      4,110,927.84      4,512,000.00
BEAR STEARNS COMPANIES INC                 0.969 BSC     073902108    115.5300        68,810.00      5,582,400.48      7,949,619.31
