ASOF11   Date 01/19/2006 Time 18:25:02   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 012

Monthly Market Portfolio

Investment Desc                              Yield     Identifier F Ticker      Shares              Cost              Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - INTERNATIONAL
Portfolio  - I-ACT     INTERNAL EMERGING
Instrument - ICOM      INTERNATIONAL COMMON STOCKS

SAPPI ZARI(SICOVAM                           0.065     6777007      SAP_S        50,000.00          623,103.47
SASOL NPV                                    0.376     6777450      SOL_S       257,000.00        2,877,913.89
SFA ENGINEERING CORP                         0.002     6430140      05619         6,869.00           78,977.63
SHINHAN FINANCIAL GROUP LTD                  0.001     6397502      05555       140,000.00        1,535,570.24
SHINSEGAE DEPT STR                           0.000     6805049      00417         8,401.00        1,105,354.94
SIAM CEMENT CO THB                           0.157     6609906      SCC/F       464,000.00          463,710.63
SIAM COMMERCIAL BK                           0.093     6889935      68899     2,000,000.00          938,880.29
SIME DARBY BERHAD                            1.118     6808769      SDY_M       880,000.00        1,259,607.24
SINOPAC HOLDINGS                             0.169     6525875      2890_     6,478,354.00        2,877,881.55
SINOTRANS LTD                                0.246     6579010      598_H     2,400,000.00          758,505.76
SK CORPORATION ORD                           0.003     6988371      00360         6,024.00          139,960.37
SK TELECOM CO LTD                            0.005     6224871      01767        27,808.00        4,356,875.35
SM PRIME HLDGS ORD                           0.175     6818843      SMPH_     4,000,000.00          503,950.78
SODIFF ADVANCED MATERIALS CO                 0.000     6199571      03649           767.00            6,998.02
SPAR GROUP LTD                               0.481     B038WK4      SPP_S       128,000.00          421,453.81
STANDARD BANK GROUP                          0.630     B030GJ7      SBK_S       600,692.00        1,755,858.30
SUNGSHIN CEMENT CO LTD                       0.006     6860695      00498         4,070.00           42,987.83
SUNPLUS TECHNOLOGY CO                        0.138     6084503      2401_       839,717.60        1,001,844.70
SURGUTNEFTEGAS PREFERRED                    68.279     5005884      SNGSP     3,000,000.00        1,214,330.00
T IS BANKASI SER C                           0.667     B03MYS8      ISCTR       242,880.00          350,738.28
T.GARANTI BANASI T                           0.000     B03MYP5      GARAN     1,021,849.50          536,613.04
TAEGU DEPARTMENT STORE CO                    0.001     6249294      00637         6,658.00           33,790.82
TAIWAN MOBILE CO. LTD                        0.262     6290496      3045_     3,300,000.00        2,520,792.50
TAIWAN SEMICONDUCTOR MANUFACTURING           0.092     6889106      27933     7,399,155.00       10,243,388.91
TELEFONOS DE MEXIC                           0.271     2881689      TELME     1,600,000.00          763,681.74
TELEKOMUNIKAYA POL                           0.433     5552551      TPS_P       500,000.00        2,191,357.41
TELKOM SOUTH AFRICA LTD                      0.468     6588577      TKG_S       140,000.00          962,760.98
TENAGA NASIONAL BERHAD                       0.400     6904612      TNB_M       700,000.00        2,194,755.09
TENARIS SA                                   0.156     2172402      TS_AF       176,000.00          332,432.21
TEVA PHARMA IND IL                           0.129     6882172      TEVA_       168,000.00        5,201,627.66
THAI ENGINE MANFACTURING                     0.000     B0SZ2M2      43247        46,870.00                0.00
TIGER BRANDS LIMITED                         0.542     B0J4PP2      TBS_S        67,200.00          833,230.99
TISCO FINANCE PUB CO.                        0.114     6892858      68928     2,000,000.00        1,513,142.44
TUPRAS-TURKIYE PETROL RAFINE                 6.350     B03MYT9      TUPRS        40,000.00          330,840.86
TV AZTECA S.A. CPO                           0.015     2096911      TVAZT       187,200.00           70,043.17
UNI-PRESIDENT ENTERPRISES                    0.070     6700393      1216_     5,980,960.00        2,496,987.27
UNIBANCO-UNITS                               7.869     B02PG48      UBBR1        50,000.00          185,105.68
UNIFIED ENERGY SYSTEMS                      13.184     4889335      EESR_     7,000,000.00          796,442.45
UNITED MICROELECTRONICS                      0.015     6916628      73850     4,214,034.29        3,098,270.12
