ASOF02   Date 01/19/2006 Time 18:24:11   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 018

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LCV       LARGE-CAP VALUE (F)
Instrument - COM       COMMON STOCK

3M COMPANY                                 2.167 MMM     88579Y101Q    77.5000       714,300.00     44,788,763.24     55,358,250.00
ABBOTT LABORATORIES                        2.789 ABT     002824100Q    39.4300       713,900.00     24,636,341.33     28,149,077.00
ADVANCED MICRO DEVICES INC.                0.000 AMD     007903107     30.6000       623,700.00      9,503,633.02     19,085,220.00
ALCOA INC.                                 2.029 AA      013817101Q    29.5700     1,341,600.00     36,632,162.13     39,671,112.00
ALLIANT TECHSYSTEMS INC.                   0.000 ATK     018804104     76.1700       164,900.00     10,643,399.27     12,560,433.00
ALLSTATE CORP                              2.367 ALL     020002101Q    54.0700       429,300.00     15,337,381.86     23,212,251.00
ALTRIA GROUP INC                           4.282 MO      02209S103Q    74.7200       515,400.00     18,379,215.88     38,510,688.00
AMERICAN AXLE & MFG HOLDINGS               3.273 AXL     024061103     18.3300       710,000.00     17,262,880.87     13,014,300.00
AMERICAN INTL GROUP                        0.879 AIG     026874107Q    68.2300       793,700.00     38,140,797.69     54,154,151.00
AMGEN INC                                  0.000 AMGN    031162100     78.8600       258,400.00      9,098,362.13     20,377,424.00
ANALOG DEVICES                             1.338 ADI     032654105     35.8700       469,100.00     20,279,547.05     16,826,617.00
ANHEUSER-BUSCH                             2.514 BUD     035229103Q    42.9600       552,700.00     21,352,911.11     23,743,992.00
APPLIED MATERIALS INC.                     0.668 AMAT    038222105     17.9400       691,500.00     13,699,837.81     12,405,510.00
ARCHER DANIELS MIDLAND CO                  1.378 ADM     039483102Q    24.6600       475,700.00      8,251,758.56     11,730,762.00
AT&T INC                                   5.430 T       00206R102Q    24.4900     1,109,445.00     35,654,190.08     27,170,308.05
AUTOLIV, INC                               2.818 ALV     052800109     45.4200       300,000.00     13,303,873.35     13,626,000.00
BAKER HUGHES CORP                          0.855 BHI     057224107Q    60.7800       191,400.00      8,216,772.23     11,633,292.00
BANK OF AMERICA CORP.                      4.333 BAC     060505104Q    46.1500       956,300.00     27,174,371.22     44,133,245.00
BECKMAN COULTER INC.                       0.984 BEC     075811109     56.9000       159,300.00     11,168,390.72      9,064,170.00
BEST BUY COMPANY INC                       0.736 BBY     086516101     43.4800       374,700.00     10,781,873.15     16,291,956.00
BIOGEN IDEC INC                            0.000 BIIB    09062X103     45.3300       120,000.00      4,354,482.00      5,439,600.00
BJ SERVICES CO                             0.545 BJS     055482103     36.6700       255,800.00      6,039,135.53      9,380,186.00
BLACK & DECKER                             1.287 BDK     091797100Q    86.9600       130,000.00      9,539,966.57     11,304,800.00
BOEING CO                                  1.708 BA      097023105Q    70.2400       282,900.00     12,307,198.45     19,870,896.00
BOSTON SCIENTIFIC CORP.                    0.000 BSX     101137107     24.4900       955,100.00     23,557,041.97     23,390,399.00
BRISTOL-MYERS SQUIBB                       4.873 BMY     110122108Q    22.9800       892,000.00     25,513,026.29     20,498,160.00
CANON INC - ADR                            1.429 CAJ     138006309     58.8300       383,100.00     19,601,946.66     22,537,773.00
CARDINAL HEALTH INC.                       0.349 CAH     14149Y108Q    68.7500       198,500.00      9,409,648.73     13,646,875.00
CBS CORP. CL. B                            0.858 CBS     124857202     32.6000       430,700.00     16,482,488.76     14,040,820.00
CENDANT CORP.                              2.550 CD      151313103     17.2500       484,900.00      9,354,904.37      8,364,525.00
CHARLES RIVER LABORATORIES                 0.000 CRL     159864107     42.3700       241,900.00     11,224,785.62     10,249,303.00
CHEVRONTEXACO CORP                         3.170 CVX     166764100Q    56.7700       622,200.00     22,680,718.84     35,322,294.00
CHUBB CORP                                 1.761 CB      171232101Q    97.6500       214,900.00     13,163,041.30     20,984,985.00
CISCO SYSTEMS                              0.000 CSCO    17275R102     17.1200     1,448,600.00     27,358,800.12     24,800,032.00
CITIGROUP INC.                             3.626 C       172967101Q    48.5300     1,397,000.00     39,048,866.52     67,796,410.00
COCA COLA CO.                              2.778 KO      191216100Q    40.3100       528,800.00     24,283,858.88     21,315,928.00
COMCAST CORP - CL A                        0.000 CMCSA   20030N101     25.9600     1,260,300.00     36,304,837.50     32,717,388.00
CONSTELLATION BRANDS INC-A                 0.000 STZ     21036P108     26.2300       500,000.00     12,499,068.37     13,115,000.00
DISNEY (WALT) CO.                          1.126 DIS     254687106Q    23.9700     1,251,900.00     33,152,838.21     30,008,043.00
