ASOF02   Date 01/19/2006 Time 18:24:12   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 023

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - MCV       MID-CAP VALUE (F)
Instrument - COM       COMMON STOCK

IPASS INC                                  0.000 IPAS    46261V108      6.5600     1,000,000.00      6,003,548.14      6,560,000.00
J C PENNEY INC                             0.899 JCP     708160106Q    55.6000       450,000.00     22,938,621.50     25,020,000.00
JEFFRIES GROUP INC                         1.333 JEF     472319102     44.9800       135,000.00      4,770,418.31      6,072,300.00
JETBLUE AIRWAYS CORP                       0.000 JBLU    477143101     15.3800       611,400.00      9,473,757.70      9,403,332.00
KINDER MORGAN MANAGEMENT LLC               0.000 KMR     49455U100     45.4600       485,000.60     23,062,968.24     22,048,127.29
KOHLS CORP                                 0.000 KSS     500255104     48.6000       240,000.00     11,216,670.78     11,664,000.00
LABORATORY CRP OF AMER HLDGS               0.000 LH      50540R409     53.8500       172,400.00      8,060,046.26      9,283,740.00
LIBERTY GOLBAL INC-SERIES C                0.000 LBTYK   530555309     21.2000     1,400,000.00     30,630,961.43     29,680,000.00
LIBERTY MEDIA CORP-A                       0.000 L       530718105      7.8700     2,000,000.00     16,003,573.04     15,740,000.00
MAINSOURCE FINANCIAL                       2.913 MSFG    56062Y102     17.8500       305,300.00      5,372,136.38      5,449,605.00
MANPOWER INC                               1.161 MAN     56418H100     46.5000       798,625.00     35,865,888.23     37,136,062.50
MATRIX SERVICE CO                          0.000 MTRX    576853105      9.8400       665,000.00      5,753,924.45      6,543,600.00
MATTEL INC.                                3.160 MAT     577081102Q    15.8200       650,000.00     11,339,135.61     10,283,000.00
MBIA INC.                                  1.861 MBI     55262C100Q    60.1600       340,000.00     17,653,637.86     20,454,400.00
MCGRATH RENTCORP                           2.014 MGRC    580589109     27.8000       200,000.00      5,284,733.01      5,560,000.00
MEDIACOM COMMUNICATIONS CORP               0.000 MCCC    58446K105      5.4900       900,000.00      6,113,289.05      4,941,000.00
MOLSON COORS BREWING CO                    1.910 TAP     60871R209Q    66.9900       136,700.00      9,797,251.72      9,157,533.00
MONACO COACH CORPORATION                   1.804 MNC     60886R103     13.3000       362,756.00      6,432,458.47      4,824,654.80
NARA BANCORP INC                           0.618 NARA    63080P105     17.7800       550,000.00     10,567,495.52      9,779,000.00
NAVARRE CORP                               0.000 NAVR    639208107      5.5300       752,395.00      6,195,803.38      4,160,744.35
NCO GROUP INC.                             0.000 NCOG    628858102     16.9200       950,000.00     18,765,300.06     16,074,000.00
NEW YORK COMMUNITY BANCORP                 6.053 NYB     649445103     16.5200     1,460,000.00     26,160,398.99     24,119,200.00
NIC INC                                    0.000 EGOV    62914B100      6.1600       526,869.00      3,165,187.91      3,245,513.04
NISOURCE INCORPORATED                      4.410 NI      65473P105Q    20.8600        79,400.00      1,611,855.78      1,656,284.00
NORTH FORK BANK                            3.655 NFB     659424105     27.3600       830,000.00     19,451,032.62     22,708,800.00
NORTHERN TRUST CORP                        1.775 NTRS    665859104     51.8200       235,000.00     10,767,410.90     12,177,700.00
OFFSHORE LOGISTICS                         0.000 OLG     676255102     29.2000       355,600.00     10,691,816.80     10,383,520.00
OMNICARE INC.                              0.157 OCR     681904108     57.2200       175,000.00      5,376,769.23     10,013,500.00
ORIENTAL FINL GROUP                        4.530 OFG     68618W100     12.3600       500,000.00     12,706,087.15      6,180,000.00
PACIFIC GAS & ELEC. CO.                    3.556 PCG     69331C108Q    37.1200       898,200.00     24,486,921.67     33,341,184.00
PACKAGING CORP OF AMERICA                  4.357 PKG     695156109     22.9500       520,000.00     10,746,695.42     11,934,000.00
PANERA BREAD CO                            0.000 PNRA    69840W108     65.6800        60,000.00      2,928,171.98      3,940,800.00
PEPCO HOLDINGS INC.                        4.470 POM     713291102     22.3700       400,000.00      8,498,190.00      8,948,000.00
PETSMART INC                               0.467 PETM    716768106     25.6600       425,000.00     10,767,545.00     10,905,500.00
PINNACLE WEST CAPITAL CORP                 4.836 PNW     723484101Q    41.3500       300,000.00     11,980,525.01     12,405,000.00
PITNEY-BOWES, INC.                         2.934 PBI     724479100Q    42.2500       200,000.00      8,486,028.12      8,450,000.00
PLAINS EXPLORATION & PR                    0.000 PXP     726505100     39.7300       235,000.00      6,453,224.03      9,336,550.00
POPULAR INC                                3.026 BPOP    733174106     21.1500       400,000.00      8,377,737.43      8,460,000.00
PPL CORPORATION                            3.401 PPL     69351T106Q    29.4000       969,800.00     21,213,541.71     28,512,120.00
