ASOF02   Date 01/19/2006 Time 18:24:11   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 021

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - MCV       MID-CAP VALUE (F)
Instrument - COM       COMMON STOCK

99 CENTS ONLY STORES                       0.000 NDN     65440K106     10.4600       725,000.00     10,655,874.69      7,583,500.00
ACTUANT CORP CL A                          0.143 ATU     00508X203     55.8000       350,000.00     16,863,297.61     19,530,000.00
AFFILIATED COMPUTER SERVICES               0.000 ACS     008190100     59.1800       780,000.00     41,073,682.28     46,160,400.00
AFFILIATED MANAGERS GROUP                  0.000 AMG     008252108     80.2500       251,000.00     15,666,541.94     20,142,750.00
AGCO CORP.                                 0.000 AG      001084102     16.5700       775,000.00     15,108,999.14     12,841,750.00
ALBERTO CULVER CL-B                        1.005 ACV     013068101Q    45.7500       250,000.00     10,926,824.82     11,437,500.00
ALBERTSON'S, INC.                          3.559 ABS     013104104Q    21.3500       906,100.00     23,335,463.48     19,345,235.00
ALCOA INC.                                 2.029 AA      013817101Q    29.5700     1,075,000.00     29,618,691.71     31,787,750.00
ALLERGAN PHARMACEUTICALS INC.              0.370 AGN     018490102Q   107.9600        80,000.00      5,942,555.61      8,636,800.00
AMERICAN AXLE & MFG HOLDINGS               3.273 AXL     024061103     18.3300       260,583.00      6,536,509.66      4,776,486.39
AMERICAN FINANCIAL GROUP INC.              1.435 AFG     025932104Q    38.3100       680,000.00     20,008,061.01     26,050,800.00
AMERIPRISE FINANCIAL INC                   1.073 AMP     03076C106     41.0000       190,800.00      6,271,402.74      7,822,800.00
AMERISOURCEBERGEN CORP                     0.241 ABC     03073E105     41.4000       285,800.00      8,489,539.16     11,832,120.00
AMPHENOL CORP-CL A                         0.271 APH     032095101     44.2600       270,000.00     10,041,559.05     11,950,200.00
APPLEBEES INT'L. INC.                      0.885 APPB    037899101     22.5900       800,000.00     21,477,668.77     18,072,000.00
ARCHER DANIELS MIDLAND CO                  1.378 ADM     039483102Q    24.6600       673,900.00     11,689,846.74     16,618,374.00
ASSOCIATED BANC-CORP.                      3.318 ASBC    045487105     32.5500       320,001.00      8,697,476.60     10,416,032.55
AUTOLIV, INC                               2.818 ALV     052800109     45.4200       240,000.00     10,853,018.14     10,900,800.00
AUTOZONE INC                               0.000 AZO     053332102     91.7500        60,000.00      5,174,159.76      5,505,000.00
AVERY DENNISON                             2.822 AVY     053611109Q    55.2700       205,000.00     11,322,529.92     11,330,350.00
BARNES GROUP INC.                          2.666 B       067806109     33.0000       160,000.00      4,310,894.26      5,280,000.00
BAUSCH & LOMB INC                          0.765 BOL     071707103Q    67.9000       275,000.00     20,339,811.11     18,672,500.00
BEBE STORES INC                            1.140 BEBE    075571109     14.0300       775,000.00     11,327,626.84     10,873,250.00
BOWATER INC.                               2.604 BOW     102183100Q    30.7200       765,000.00     25,871,053.39     23,500,800.00
BUFFALO WILD WINGS INC                     0.000 BWLD    119848109     33.2100       470,000.00     17,183,408.23     15,608,700.00
CABLEVISION SYSTEMS CORP                   0.000 CVC     12686C109     23.4700       170,000.00      4,878,643.00      3,989,900.00
CADENCE DESIGN SYS INC                     0.000 CDNS    127387108     16.9200     1,650,000.00     21,627,122.32     27,918,000.00
CALLAWAY GOLF COMPANY                      2.023 ELY     131193104     13.8400       365,000.00      4,727,281.31      5,051,600.00
CELADON GROUP INC                          0.000 CLDN    150838100     28.8000       192,408.00      3,976,208.37      5,541,350.40
CENTURYTEL, INC.                           0.723 CTL     156700106     33.1600       310,500.00      9,960,886.21     10,296,180.00
CHARTER COMMUNICATIONS                     0.000 CHTR    16117M107      1.2200     8,000,000.00     18,012,327.52      9,760,000.00
CHEROKEE INC                               6.978 CHKE    16444H102     34.3900       195,106.00      6,372,652.56      6,709,695.34
CINERGY CORP                               4.521 CIN     172474108Q    42.4600       634,800.00     23,817,528.03     26,953,608.00
CITADEL BROADCASTING CORP                  5.357 CDL     17285T106     13.4400       435,700.00      6,215,049.81      5,855,808.00
CITIZENS COMMUNICATIONS CO                 8.176 CZN     17453B101     12.2300       769,500.00     10,302,921.61      9,410,985.00
COEUR D'ALENE MINES CORP.                  0.000 CDE     192108108      4.0000     1,000,000.00      3,214,039.33      4,000,000.00
CONSTELLATION BRANDS INC-A                 0.000 STZ     21036P108     26.2300       412,800.00      8,115,487.09     10,827,744.00
CONSTELLATION ENERGY GROUP INC             2.326 CEG     210371100Q    57.6000       342,100.00     13,317,478.84     19,704,960.00
COX RADIO INC                              0.000 CXR     224051102     14.0800       323,300.00      5,369,934.09      4,552,064.00
