ASOF02   Date 01/19/2006 Time 18:24:10   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 014

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LC1       LARGE-CAP GROWTH (F)
Instrument - COM       COMMON STOCK

KING PHARMACEUTICALS                       0.000 KG      495582108     16.9200     1,043,513.00     16,181,852.85     17,656,239.96
KLA-TENCOR CORP.                           0.973 KLAC    482480100     49.3300       116,000.00      5,443,195.90      5,722,280.00
KOHLS CORP                                 0.000 KSS     500255104     48.6000        46,100.00      2,206,994.42      2,240,460.00
KRAFT FOODS INC - A                        3.269 KFT     50075N104     28.1400       127,400.00      3,960,754.30      3,585,036.00
LABORATORY CRP OF AMER HLDGS               0.000 LH      50540R409     53.8500        22,600.00      1,056,595.38      1,217,010.00
LAM RESEARCH CORP                          0.000 LRCX    512807108     35.6800        86,400.00      1,944,846.35      3,082,752.00
LEGG MASON INC.                            0.601 LM      524901105    119.6900        40,200.00      3,024,873.36      4,811,538.00
LEHMAN BROTHERS HOLDING                    0.624 LEH     524908100Q   128.1700        42,100.00      2,309,558.98      5,395,957.00
LIBERTY GLOBAL INC                         0.000 LBTYA   530555101     22.5000        63,800.00      1,237,425.86      1,435,500.00
LIBERTY MEDIA CORP-A                       0.000 L       530718105      7.8700       569,700.00      4,539,889.41      4,483,539.00
LINCOLN NATIONAL CORP                      2.866 LNC     534187109Q    53.0300       105,400.00      4,366,767.84      5,589,362.00
LOCKHEED MARTIN CORPORATION                1.885 LMT     539830109Q    63.6300        58,400.00      2,592,034.51      3,715,992.00
LOUISIANNA PACIFIC                         1.820 LPX     546347105Q    27.4700        94,000.00      2,165,637.80      2,582,180.00
LOWE'S COS                                 0.360 LOW     548661107Q    66.6600        92,100.00      2,327,834.73      6,139,386.00
LSI LOGIC CORP                             0.000 LSI     502161102      8.0000       391,000.00      3,765,864.33      3,128,000.00
LUCENT TECHNOLOGIES                        0.000 LU      549463107      2.6600     1,578,900.00      8,176,921.25      4,199,874.00
MARATHON OIL CORP                          2.165 MRO     565849106Q    60.9700        98,000.00      2,705,951.76      5,975,060.00
MARRIOTT INT'L INC CL-A                    0.627 MAR     571903202     66.9700        28,400.00      1,356,978.11      1,901,948.00
MARSH & MCLENNAN COS.                      2.141 MMC     571748102Q    31.7600       194,700.00      6,658,765.88      6,183,672.00
MASCO CORP.                                2.649 MAS     574599106Q    30.1900       162,300.00      4,597,206.45      4,899,837.00
MBIA INC.                                  1.861 MBI     55262C100Q    60.1600        52,600.00      2,453,161.34      3,164,416.00
MCDONALDS CORPORATION                      1.987 MCD     580135101Q    33.7200       193,200.00      5,763,335.50      6,514,704.00
MEADWESTVACO                               3.282 MWV     583334107     28.0300        95,401.00      2,611,537.17      2,674,090.03
MEDCO HEALTH SOLUTIONS INC                 0.000 MHS     58405U102     55.8000        86,300.00      2,206,848.24      4,815,540.00
MEDTRONIC INC                              0.668 MDT     585055106Q    57.5700       181,100.00      5,427,023.44     10,425,927.00
MERCK & CO INC                             4.778 MRK     589331107Q    31.8100       682,411.00     28,241,614.79     21,707,493.91
MERRILL LYNCH & CO. INC.                   1.181 MER     590188108Q    67.7300       146,600.00      6,456,047.64      9,929,218.00
METLIFE INC                                1.061 MET     59156R108     49.0000       149,900.00      5,263,953.01      7,345,100.00
MICRON TECHNOLOGY INC                      0.000 MU      595112103Q    13.3100       443,600.00      6,945,420.27      5,904,316.00
MICROSOFT CORP.                            1.376 MSFT    594918104     26.1500     1,447,100.00     36,483,017.21     37,841,665.00
MONSANTO COMPANY                           1.031 MON     61166W101     77.5300        67,700.00      1,500,977.78      5,248,781.00
MORGAN STANLEY DEAN WITTER & C             1.903 MS      617446448Q    56.7400       234,700.00     10,653,602.66     13,316,878.00
MOTOROLA INC                               0.708 MOT     620076109Q    22.5900       729,100.00     12,795,233.67     16,470,369.00
MYLAN LABS                                 1.202 MYL     628530107Q    19.9600       150,200.00      2,470,032.68      2,997,992.00
NATIONAL CITY CORP                         4.408 NCC     635405103Q    33.5700       188,200.00      6,112,273.00      6,317,874.00
NATIONAL SEMICONDUCTOR CORP.               0.461 NSM     637640103     25.9800       166,200.00      2,351,524.87      4,317,876.00
NEWMONT MNG. CORP. HLDG CO                 0.749 NEM     651639106Q    53.4000        58,500.00      2,133,191.80      3,123,900.00
NEWS CORP INC-CL A                         0.900 NWS.A   65248E104     15.5500        65,280.00        994,597.92      1,015,104.00
NIKE INC. -CL B                            1.428 NKE     654106103Q    86.7900       101,698.00      7,528,963.56      8,826,369.42
