ASOF02   Date 01/19/2006 Time 18:24:14   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 036

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN1       QUANTITATIVE 1000 (Q
Instrument - COM       COMMON STOCK

BOEING CO                                  1.708 BA      097023105Q    70.2400       135,800.00      5,781,957.59      9,538,592.00
BRISTOL-MYERS SQUIBB                       4.873 BMY     110122108Q    22.9800        31,700.00        987,720.10        728,466.00
BROADCOM CORP CL A                         0.000 BRCM    111320107     47.1500       146,300.00      7,003,321.75      6,898,045.00
BROWN-FORMAN -CL B                         1.615 BF.B    115637209Q    69.3200       106,300.00      6,595,993.85      7,368,716.00
BURLINGTON NORTHERN SANTA FE               1.129 BNI     12189T104Q    70.8200       168,400.00      8,918,424.14     11,926,088.00
BURLINGTON RESOURCES                       0.464 BR      122014103Q    86.2000       148,900.00      4,325,648.78     12,835,180.00
CADENCE DESIGN SYS INC                     0.000 CDNS    127387108     16.9200       424,100.00      6,148,343.28      7,175,772.00
CATERPILLAR INC.                           1.731 CAT     149123101Q    57.7700         3,900.00        145,953.52        225,303.00
CBS CORP. CL. B                            0.858 CBS     124857202     32.6000       442,600.00     15,763,269.20     14,428,760.00
CERNER CORP.                               0.000 CERN    156782104     90.9100           100.00          9,606.81          9,091.00
CHEVRONTEXACO CORP                         3.170 CVX     166764100Q    56.7700       285,400.00     11,264,619.42     16,202,158.00
CHIRON CORP                                0.000 CHIR    170040109     44.4600       112,000.00      4,993,311.68      4,979,520.00
CHOICE HOTELS INTL INC                     1.245 CHH     169905106     41.7600       136,200.00      4,480,654.67      5,687,712.00
CIGNA CORP.                                0.089 CI      125509109Q   111.7000        82,600.00      6,170,085.76      9,226,420.00
CISCO SYSTEMS                              0.000 CSCO    17275R102     17.1200       759,400.00     15,702,340.89     13,000,928.00
CITIGROUP INC.                             3.626 C       172967101Q    48.5300       777,500.00     19,085,029.35     37,732,075.00
CITRIX SYSTEMS INC                         0.000 CTXS    177376100     28.7800       275,700.00      7,447,822.06      7,934,646.00
CLAIRE'S STORES INC                        1.368 CLE     179584107     29.2200       255,800.00      6,954,734.81      7,474,476.00
CMS ENERGY CORP                            4.962 CMS     125896100Q    14.5100       518,200.00      7,486,489.30      7,519,082.00
COCA COLA CO.                              2.778 KO      191216100Q    40.3100       525,900.00     23,832,350.99     21,199,029.00
COCA-COLA ENTERPRISE                       0.834 CCE     191219104     19.1700       394,100.00      8,172,106.08      7,554,897.00
COMCAST CORP - CL A                        0.000 CMCSA   20030N101     25.9600       109,600.00      3,355,056.19      2,845,216.00
COMPUTER ASSOCIATE INTL. INC.              0.567 CA      204912109S    28.1900       315,700.00      8,639,027.20      8,899,583.00
COMPUWARE CORP                             0.000 CPWR    205638109      8.9700       812,900.00      5,978,234.81      7,291,713.00
CONOCOPHILLIPS                             2.131 COP     20825C104Q    58.1800       337,300.00     12,626,641.82     19,624,113.99
CONSECO INC                                0.000 CNO     208464883     23.1700       323,900.00      7,405,094.37      7,504,763.00
COOPER CAMERON CORP.                       0.000 CAM     216640102     41.4000       110,200.00      4,616,856.55      4,562,280.00
CORPORATE EXECUTIVE BOARD CO               0.445 EXBD    21988R102     89.7000        84,000.00      7,569,217.22      7,534,800.00
COVENTRY HEALTH CARE INC.                  0.000 CVH     222862104     56.9600       144,600.00      8,425,861.39      8,236,416.01
CSX CORP.                                  1.024 CSX     126408103Q    50.7700       177,800.00      7,993,694.20      9,026,906.00
CUMMINS INC.                               1.337 CMI     231021106Q    89.7300        84,100.00      7,029,576.24      7,546,293.00
DANA CORP                                  0.557 DCN     235811106Q     7.1800       856,700.00      7,142,381.31      6,151,106.00
DEAN FOODS CO                              0.000 DF      242370104     37.6600       197,100.00      7,632,438.92      7,422,786.00
DELL INC                                   0.000 DELL    24702R101     29.9900       221,200.00      6,082,011.93      6,633,788.00
DEVON ENERGY CORPORATION                   0.479 DVN     25179M103     62.5400       174,100.00      5,680,533.65     10,888,214.00
DILLARDS INC. CL-A                         0.644 DDS     254067101Q    24.8200       300,600.00      7,370,380.63      7,460,892.00
DISNEY (WALT) CO.                          1.126 DIS     254687106Q    23.9700        97,300.00      2,567,891.01      2,332,281.00
DOW CHEMICAL CO                            3.058 DOW     260543103Q    43.8200        18,800.00        674,481.45        823,816.00
DUKE ENERGY CORPORATION                    4.517 DUK     264399106Q    27.4500       419,300.00     11,712,090.41     11,509,785.00
