ASOF02   Date 01/19/2006 Time 18:24:32   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2005 To 12/31/2005  Page 131

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 5GS       GOLDMAN SACHS - 1000
Instrument - COM       COMMON STOCK

FORD MOTOR COMPANY                         5.181 F       345370860      7.7200       442,000.00      5,493,303.92      3,412,240.00
FRANKLIN RESOURCES INC                     0.510 BEN     354613101Q    94.0100        15,700.00        930,412.93      1,475,957.00
FREESCALE SEMICONDUCTOR INC -              0.000 FSL.B   35687M206     25.1700       146,056.00      2,826,494.57      3,676,229.52
GENENTECH INC.                             0.000 DNA     368710406     92.5000        77,200.00      6,187,702.29      7,141,000.00
GENERAL ELECTRIC CO                        2.853 GE      369604103Q    35.0500       659,600.00     19,681,406.52     23,118,980.00
GENWORTH FINANCIAL INC-CL A                0.867 GNW     37247D106     34.5800       120,700.00      3,789,702.39      4,173,806.00
GENZYME CORP. GEN. DIV.                    0.000 GENZ    372917104     70.7800        46,200.00      3,043,149.77      3,270,036.00
GLOBAL PAYMENTS INC                        0.171 GPN     37940X102     46.6100        43,000.00      1,565,231.55      2,004,230.00
GOLDEN WEST FINANCIAL CORP                 0.484 GDW     381317106Q    66.0000        12,500.00        741,668.75        825,000.00
GOOGLE INC - CL A                          0.000 GOOG    38259P508    414.8600        21,900.00      4,861,443.95      9,085,434.00
GTECH HOLDINGS CORP                        1.071 GTK     400518106     31.7400       109,200.00      2,699,400.21      3,466,008.00
GUIDANT CORP.                              0.617 GDT     401698105Q    64.7500        21,800.00      1,565,646.68      1,411,550.00
HEWLETT-PACKARD CO                         1.117 HPQ     428236103Q    28.6300       353,600.00      7,842,812.90     10,123,568.00
HOME DEPOT INC.                            0.988 HD      437076102Q    40.4800        19,900.00        753,976.66        805,552.00
HUDSON CITY BANCORP INC                    2.475 HCBK    443683107     12.1200        75,600.00        898,377.48        916,272.00
HUMANA INC.                                0.000 HUM     444859102     54.3300        98,900.00      2,650,087.80      5,373,237.00
INGRAM MICRO INC CL A                      0.000 IM      457153104     19.9300        54,400.00      1,007,650.24      1,084,192.00
INTEL CORP.                                1.282 INTC    458140100Q    24.9600       563,800.00     15,577,312.57     14,072,448.00
INTL BUS MACH CORP                         0.973 IBM     459200101Q    82.2000        70,500.00      6,203,089.67      5,795,100.00
ITT INDUSTRIES INC                         0.700 ITT     450911102    102.8200        46,700.00      4,786,003.37      4,801,694.00
JABIL CIRCUIT INC                          0.000 JBL     466313103     37.0900        51,500.00      1,589,297.69      1,910,135.00
JOHNSON & JOHNSON                          2.196 JNJ     478160104Q    60.1000       257,500.00     10,010,845.55     15,475,750.00
JPMORGAN CHASE & CO.                       3.426 JPM     46625H100Q    39.6900       218,780.00      8,030,120.25      8,683,378.20
KOS PHARMACEUTICALS                        0.000 KOSP    500648100     51.7300        14,100.00        997,007.89        729,393.00
KROGER CO.                                 0.000 KR      501044101     18.8800        81,000.00      1,549,959.30      1,529,280.00
LAFARGE NORTH AMERICA INC.                 1.744 LAF     505862102     55.0200        11,700.00        793,361.46        643,734.00
LIBERTY GLOBAL INC                         0.000 LBTYA   530555101     22.5000        19,500.00        327,313.06        438,750.00
LIBERTY MEDIA CORP-A                       0.000 L       530718105      7.8700       650,600.00      5,738,633.14      5,120,222.00
LIVE NATION                                0.000 LYV     538034109     13.1000         6,250.00         69,325.84         81,875.00
LOCKHEED MARTIN CORPORATION                1.885 LMT     539830109Q    63.6300        46,000.00      2,851,562.82      2,926,980.00
LOEWS CORP                                 0.632 LTR     540424108Q    94.8500        60,500.00      2,982,657.79      5,738,425.00
LOUISIANNA PACIFIC                         1.820 LPX     546347105Q    27.4700        34,900.00        871,184.27        958,703.00
LUBRIZOL CORP                              2.394 LZ      549271104     43.4300        66,700.00      2,332,453.15      2,896,781.00
MARRIOTT INT'L INC CL-A                    0.627 MAR     571903202     66.9700        46,300.00      2,973,008.41      3,100,711.00
MBIA INC.                                  1.861 MBI     55262C100Q    60.1600        88,300.00      5,169,984.74      5,312,128.00
MCAFEE INC                                 0.000 MFE     579064106     27.1300        85,500.00      2,427,711.22      2,319,615.00
MCGRAW HILL INC                            1.278 MHP     580645109Q    51.6300       104,500.00      4,095,868.26      5,395,335.00
MCKESSON CORP                              0.465 MCK     58155Q103Q    51.5900       111,900.00      4,521,600.93      5,772,921.00
MEDTRONIC INC                              0.668 MDT     585055106Q    57.5700        35,700.00      2,005,948.26      2,055,249.00
