ASOF02   Date 01/20/2004 Time 18:58:42   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 038

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LCP       LARGE-CAP PASSIVE (Q
Instrument - COM       COMMON STOCK

3M COMPANY                                 1.552 MMM     88579Y101Q    85.0300       654,500.00     30,556,452.77     55,652,134.99
ABBOTT LABORATORIES                        2.103 ABT     002824100Q    46.6000     1,307,000.00     42,552,887.04     60,906,200.00
AFLAC INC                                  0.884 AFL     001055102     36.1800       429,900.00     10,812,424.72     15,553,781.99
AIR PROD. & CHEM.                          1.741 APD     009158106Q    52.8300       190,300.00      6,960,370.74     10,053,549.00
ALCOA INC.                                 1.578 AA      013817101Q    38.0000       707,700.00     18,241,691.73     26,892,600.00
ALLSTATE CORP                              2.138 ALL     020002101Q    43.0200       589,400.00     19,102,381.18     25,355,988.00
ALLTEL CORP                                3.177 AT      020039103Q    46.5800       260,600.00     14,441,475.18     12,138,748.00
ALTRIA GROUP INC                           4.998 MO      02209S103Q    54.4200     1,695,500.00     53,392,760.20     92,269,110.00
AMAZON COM INC                             0.000 AMZN    023135106     52.6400       184,300.00      7,055,445.56      9,701,551.99
AMERICAN ELECTRIC POWER                    4.588 AEP     025537101Q    30.5100       330,700.00     10,552,319.31     10,089,657.00
AMERICAN EXPRESS CO.                       0.829 AXP     025816109Q    48.2300       962,200.00     29,788,938.82     46,406,906.00
AMERICAN INTL GROUP                        0.392 AIG     026874107Q    66.2800     1,922,000.00     80,992,186.18    127,390,160.00
AMGEN INC                                  0.000 AMGN    031162100     61.8000     1,079,700.00     37,672,797.92     66,725,460.00
ANADARKO PETROLEUM CORP                    1.097 APC     032511107Q    51.0100       208,900.00      9,093,638.35     10,655,988.99
ANALOG DEVICES                             0.087 ADI     032654105     45.6500       305,900.00     10,992,466.82     13,964,335.00
ANHEUSER-BUSCH                             1.670 BUD     035229103Q    52.6800       698,600.00     20,635,224.44     36,802,248.00
ANTHEM INC                                 0.000 ATH     03674B104     75.0000       115,800.00      7,259,496.70      8,685,000.01
APACHE CORP.                               0.295 APA     037411105     81.1000       135,300.00      6,179,651.64     10,972,830.00
APOLLO GROUP INC                           0.000 APOL    037604105     68.0000       107,800.00      2,311,543.56      7,330,400.00
APPLIED MATERIALS INC.                     0.000 AMAT    038222105     22.4500     1,385,900.00     25,672,364.62     31,113,455.00
AT&T CORPORATION                           4.679 T       001957505Q    20.3000       658,400.00     23,214,667.99     13,365,520.00
AT&T WIRELESS SERVICES INC                 0.000 AWE     00209A106      7.9900     1,880,200.00     27,116,562.87     15,022,798.00
AUTOMATIC DATA PROC.                       1.413 ADP     053015103Q    39.6100       500,700.00     17,503,340.76     19,832,727.00
AVON PRODUCTS                              1.244 AVP     054303102Q    67.4900       196,600.00      6,756,918.49     13,268,534.00
BAKER HUGHES CORP                          1.430 BHI     057224107Q    32.1600       281,900.00      8,098,773.31      9,065,903.99
BANK OF AMERICA CORP.                      3.978 BAC     060505104Q    80.4300     1,254,300.00     69,034,449.52    100,883,349.00
BANK OF NEW YORK CO, INC                   2.294 BK      064057102Q    33.1200       646,900.00     19,789,338.82     21,425,328.00
BANK ONE CORPORATION                       2.193 ONE     06423A103Q    45.5900       956,500.00     38,071,219.76     43,606,835.00
BAXTER INTL                                1.906 BAX     071813109Q    30.5200       500,300.00     13,146,728.11     15,269,155.99
BB&T CORPORATION                           3.312 BBT     054937107     38.6400       467,100.00     14,924,741.81     18,048,743.99
BECTON DICKINSON & COMPANY                 1.458 BDX     075887109Q    41.1400       213,300.00      6,004,432.37      8,775,162.00
BED BATH & BEYOND INC                      0.000 BBBY    075896100     43.3500       247,200.00      5,587,984.02     10,716,120.01
BELLSOUTH                                  3.533 BLS     079860102Q    28.3000     1,546,400.00     50,002,746.66     43,763,120.01
BEST BUY COMPANY INC                       0.765 BBY     086516101     52.2400       218,600.00      6,285,227.67     11,419,664.00
BOEING CO                                  1.613 BA      097023105Q    42.1400       613,000.00     21,669,604.71     25,831,820.01
BOSTON SCIENTIFIC CORP.                    0.000 BSX     101137107     36.7600       539,200.00      7,178,903.91     19,820,992.00
BRISTOL-MYERS SQUIBB                       3.916 BMY     110122108Q    28.6000     1,623,000.00     54,532,677.16     46,417,800.00
BURLINGTON NORTHERN SANTA FE               1.854 BNI     12189T104Q    32.3500       312,000.00      8,652,533.43     10,093,200.00
BURLINGTON RESOURCES                       1.083 BR      122014103Q    55.3800       168,100.00      6,465,169.10      9,309,378.00
