ASOF02   Date 01/20/2004 Time 18:58:41   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 033

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - RMV       MID-CAP VALUE (Q)
Instrument - COM       COMMON STOCK

PROTEIN DESIGN LABS INC                    0.000 PDLI    74369L103     17.9000        42,400.00        547,981.34        758,960.00
PROVIDENT FINANCIAL GROUP                  3.004 PFGI    743866105     31.9500        70,100.00      2,130,441.77      2,239,694.99
PROVIDIAN FINANCIAL CORP                   1.030 PVN     74406A102     11.6400       447,400.00      5,608,066.75      5,207,736.00
PUBLIC SVC ENTERPRISES                     4.931 PEG     744573106Q    43.8000       380,100.00     13,041,729.00     16,648,380.00
PUGET ENERGY INC                           4.207 PSD     745310102Q    23.7700       157,900.00      3,823,262.55      3,753,283.01
PULTE HOMES, INC.                          0.213 PHM     745867101Q    93.6200       103,800.00      7,388,686.03      9,717,756.00
QUESTAR CORP                               2.332 STR     748356102Q    35.1500       139,100.00      3,475,892.81      4,889,365.00
QWEST COMMUNICATIONS INTL.                 1.157 Q       749121109      4.3200     1,774,800.00     52,092,305.57      7,667,135.99
R.J. REYNOLDS TOBACCO HOLDINGS             6.534 RJR     76182K105     58.1500       141,900.00      5,905,057.02      8,251,485.01
RADIAN GROUP INC.                          0.164 RDN     750236101     48.7500       182,400.00      7,214,778.22      8,892,000.00
RAYMOND JAMES FINANCIAL INC                0.954 RJF     754730109     37.7000        65,800.00      1,710,906.77      2,480,659.99
RAYONIER INC.                              2.601 RYN     754907103Q    41.5100       105,765.20      2,931,675.35      4,390,313.44
REEBOK INTERNATIONAL LTD.                  0.763 RBK     758110100Q    39.3200        69,500.00      1,903,269.90      2,732,740.00
REGIONS FINANCIAL CORP.                    3.440 RF      758940100Q    37.2000       373,800.00     11,396,898.19     13,905,360.01
REGIS CORP                                 0.303 RGS     758932107     39.5200        34,100.00        797,677.97      1,347,631.99
REINSURANCE GROUP AM                       0.621 RGA     759351109     38.6500        92,600.00      3,281,273.57      3,578,990.00
RELIANT RESOURCES INC                      0.000 RRI     75952B105      7.3600       790,500.00      4,508,334.38      5,818,079.99
RENAL CARE GROUP INC.                      0.000 RCI     759930100     41.2000        33,600.00      1,080,150.88      1,384,319.99
RENT-A-CENTER INC                          0.000 RCII    76009N100     29.8800        76,100.00      2,433,668.93      2,273,867.99
REPUBLIC SERVICES INC                      0.936 RSG     760759100     25.6300       255,800.00      4,883,467.54      6,556,154.00
RITE AID CORP.                             0.000 RAD     767754104Q     6.0400       181,300.00        900,543.24      1,095,052.00
ROCKWELL AUTOMATION INC                    1.853 ROK     773903109Q    35.6000       278,500.00      6,871,798.88      9,914,599.98
ROCKWELL COLLINS                           1.198 COL     774341101     30.0300       147,700.00      3,024,029.60      4,435,430.99
ROHM & HAAS CO                             2.060 ROH     775371107Q    42.7100       199,800.00      6,595,528.57      8,533,458.00
RPM INTERNATIONAL INC.                     3.402 RPM     749685103Q    16.4600        20,100.00        220,772.82        330,846.00
RYDER SYS. INC.                            1.757 R       783549108Q    34.1500       164,200.00      4,283,489.16      5,607,430.01
RYLAND GROUP INC                           0.451 RYL     783764103     88.6400        64,900.00      5,124,052.92      5,752,736.00
SABRE HOLDINGS CORP.                       1.296 TSG     785905100     21.5900       100,400.00      3,071,964.27      2,167,636.00
SAFECO CORP.                               1.900 SAFC    786429100Q    38.9300       218,000.00      7,176,432.46      8,486,740.01
SAFEWAY INC                                0.000 SWY     786514208     21.9100       742,800.00     27,206,326.69     16,274,748.00
SAKS INCORPORATED                          0.000 SKS     79377W108     15.0400       339,700.00      5,175,444.31      5,109,088.00
SANMINA-SCI CORP                           0.000 SANM    800907107     12.6100       655,400.00      7,302,254.43      8,264,594.00
SCANA CORP                                 4.029 SCG     80589M102Q    34.2500       186,500.00      5,019,333.45      6,387,625.00
SCHOLASTIC CORP                            0.000 SCHL    807066105     34.0400        45,000.00      1,435,245.45      1,531,800.00
SCIENTIFIC ATLANTA INC.                    0.146 SFA     808655104Q    27.3000       306,000.00      8,997,792.35      8,353,800.01
SCOTTS COMPANY                             0.000 SMG     810186106     59.1600        29,800.00      1,318,234.29      1,762,968.01
SEARS ROEBUCK & CO.                        2.022 S       812387108Q    45.4900       467,100.00     20,294,193.05     21,248,379.00
SEMPRA ENERGY                              3.326 SRE     816851109     30.0600       335,700.00      8,001,935.84     10,091,141.99
SERVICE CORP INTERNATIONAL                 6.679 SRV     817565104Q     5.3900       925,300.00      4,004,912.60      4,987,367.00
