ASOF02   Date 01/20/2004 Time 18:58:40   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 032

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - RMV       MID-CAP VALUE (Q)
Instrument - COM       COMMON STOCK

OLD REPUBLIC INT'L CORP.                   1.786 ORI     680223104     25.3600       382,950.00      7,881,834.10      9,711,611.98
ONMICARE INC.                              0.222 OCR     681904108     40.3900        68,000.00      1,532,297.16      2,746,520.00
OUTBACK STEAKHOUSE INC                     1.176 OSI     689899102     44.2100        27,200.00        812,949.00      1,202,511.98
OWENS-ILLINOIS INC                         0.000 OI      690768403     11.8900       352,000.00      4,082,918.15      4,185,280.00
PACCAR INC                                 0.704 PCAR    693718108Q    85.1200       184,900.00     11,116,827.88     15,738,688.00
PACIFIC GAS & ELEC. CO.                    0.000 PCG     69331C108Q    27.7700       688,600.00     15,439,427.18     19,122,422.00
PACIFICARE HEALTH SYSTEM                   0.000 PHS     695112102     67.6000       100,100.00      5,777,276.05      6,766,759.98
PACKAGING CORP OF AMERICA                  2.744 PKG     695156109     21.8600        98,100.00      1,874,816.11      2,144,466.00
PACTIV CORPORATION                         0.000 PTV     695257105     23.9000         4,699.99        101,996.07        112,329.99
PALL CORPORATION                           1.341 PLL     696429307Q    26.8300        36,300.00        820,994.46        973,929.01
PANAMSAT CORP                              0.000 SPOT    697933109     21.5600        49,200.00        992,467.57      1,060,752.00
PARK NATL CORP                             3.110 PRK     700658107    113.1500        19,200.00      2,180,454.39      2,172,479.99
PARKER-HANNIFIN CORP.                      1.277 PH      701094104Q    59.5000       198,800.00      8,354,715.01     11,828,599.99
PEABODY ENERGY CORP                        1.198 BTU     704549104     41.7100        52,500.00      1,354,496.82      2,189,775.00
PENTAIR INC.                               1.838 PNR     709631105Q    45.7000        73,600.00      1,943,315.17      3,363,520.01
PEOPLES BK BRIDGEPOR                       4.785 PBCT    710198102     32.6000        42,600.00      1,233,592.59      1,388,760.01
PEOPLES ENERGY CORP                        5.042 PGL     711030106Q    42.0400        60,700.00      2,284,872.12      2,551,828.00
PEOPLESOFT INC                             0.000 PSFT    712713106     22.8000       207,600.00      4,466,979.89      4,733,279.99
PEPCO HOLDINGS INC.                        5.117 POM     713291102     19.5400       263,600.00      5,763,709.20      5,150,744.00
PEPSIAMERICAS INC                          0.233 PAS     71343P200Q    17.1200        98,400.00      1,502,106.81      1,684,608.00
PERFORMANCE FOOD GROUP COMPANY             0.000 PFGC    713755106     36.1700        24,600.00        902,553.61        889,782.00
PERKIN ELMER INC                           1.640 PKI     714046109Q    17.0700       229,400.00      3,674,611.34      3,915,858.00
PHELPS DODGE CORP.                         0.000 PD      717265102Q    76.0900        77,900.00      3,525,993.77      5,927,411.00
PIER 1 IMPORTS INC/DEL                     1.463 PIR     720279108     21.8600        32,500.00        655,166.02        710,450.00
PINNACLE WEST CAPITAL CORP                 4.497 PNW     723484101Q    40.0200       139,900.00      4,887,034.67      5,598,798.00
PIONEER NATURAL RESOURCES CO.              0.000 PXD     723787107     31.9300       175,000.00      2,877,116.46      5,587,750.00
PITNEY-BOWES, INC.                         2.954 PBI     724479100Q    40.6200       128,900.00      4,720,387.13      5,235,918.00
PLUM CREEK TIMBER CO INC                   4.597 PCL     729251108     30.4500       307,900.00      8,611,506.60      9,375,555.00
PMI GROUP INC.                             0.402 PMI     69344M101     37.2300       201,300.00      6,213,357.38      7,494,399.00
POGO PRODUCING CO                          0.414 PPP     730448107     48.3000       104,100.00      3,990,594.03      5,028,030.00
POLO RALPH LAUREN CORP                     0.694 RL      731572103     28.8000        67,400.00      1,796,884.68      1,941,120.01
POLYCOM INC.                               0.000 PLCM    73172K104     19.5200       201,600.00      3,940,028.95      3,935,232.00
POPULAR INC                                2.403 BPOP    733174106     44.9400       157,600.00      6,074,680.69      7,082,544.01
PPG INDUSTRIES INC.                        2.749 PPG     693506107Q    64.0200       285,600.00     14,695,388.71     18,284,112.00
PPL CORPORATION                            3.520 PPL     69351T106Q    43.7500       230,200.00      6,712,891.09     10,071,250.00
PRAXAIR INC.                               1.413 PX      74005P104Q    38.2000       304,800.00      6,982,263.83     11,643,360.00
PRECISION CASTPARTS CORP                   0.264 PCP     740189105     45.4100       145,720.00      5,578,145.84      6,617,145.21
PRIDE INTERNATIONAL INC.                   0.000 PDE     74153Q102     18.6400       102,200.00      1,859,215.06      1,905,007.99
PROTECTIVE LIFE CORP                       1.891 PL      743674103     33.8400       128,100.00      3,969,088.77      4,334,903.99
