ASOF02   Date 01/20/2004 Time 18:58:57   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 112

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN2       QUANTITATIVE 2000 (Q
Instrument - COM       COMMON STOCK

WALTER INDS INC                            0.898 WLT     93317Q105     13.3500        21,700.00        265,265.98        289,695.00
WARNACO GROUP INC/THE                      0.000 WRNC    934390402     15.9500        52,200.00        765,828.70        832,590.00
WARWICK CMNTY BANCOR                       1.744 WSBI    936559103     34.4000         3,500.00        102,828.29        120,400.00
WARWICK VALLEY TELEPHONE CO                2.568 WWVY    936750108     29.5900         6,500.00        181,931.08        192,335.00
WASHINGTON GROUP INTERNATIONAL             0.000 WGII    938862208     33.9700        34,700.00        872,934.25      1,178,759.00
WASHINGTON TR BANCOR                       2.442 WASH    940610108     26.2000        15,800.00        389,975.00        413,960.00
WASTE CONNECTIONS INC                      0.000 WCN     941053100     37.7700        29,800.00        952,538.30      1,125,546.00
WATCHGUARD TECHNOLOGIES INC                0.000 WGRD    941105108      5.8200        39,700.00        178,056.87        231,054.00
WATSCO INC.                                1.407 WSO     942622200     22.7300        22,700.00        415,591.52        515,971.00
WATSON WYATT & CO HOLDINGS                 0.000 WW      942712100     24.1500        39,800.00        910,780.98        961,170.00
WATTS WATER TECHNOLOGIES INC.              1.261 WTS     942749102Q    22.2000        15,700.00        274,136.60        348,540.00
WAUSAU-MOSINEE PAPER CORP.                 2.514 WMO     943315101     13.5200        44,500.00        531,715.75        601,640.00
WAYNE BANCORP INC/OH                       2.673 WNNB    944293109     26.9300         1,995.00         58,446.21         53,725.35
WAYPOINT FINANCIAL CORP                    2.213 WYPT    946756103     21.6900        36,917.00        663,245.38        800,729.73
WCI COMMUNITIES INC                        0.000 WCI     92923C104     20.6100        20,400.00        408,458.87        420,444.00
WD-40 CO                                   2.262 WDFC    929236107     35.3600        20,000.00        567,349.42        707,200.00
WEBEX COMMUNICATIONS INC                   0.000 WEBX    94767L109     20.1000        29,100.00        483,099.06        584,910.00
WEBMETHODS                                 0.000 WEBM    94768C108      9.1500        55,200.00        473,947.31        505,080.00
WEBSENSE INC                               0.000 WBSN    947684106     29.2400        23,700.00        413,202.19        692,988.00
WEIS MKTS INC                              3.085 WMK     948849104     36.3000        13,500.00        433,747.48        490,050.00
WELLMAN INC                                3.526 WLM     949702104     10.2100        38,500.00        457,237.13        393,085.00
WESBANCO INC                               3.467 WSBC    950810101     27.6900        21,700.00        550,506.05        600,873.00
WESCO INTL INC                             0.000 WCC     95082P105      8.8500        19,200.00        165,825.96        169,920.00
WEST BANCORPORATION                        3.699 WTBA    95123P106     17.3000        19,400.00        352,445.14        335,620.00
WEST COAST BANCORP O                       1.593 WCBO    952145100     21.3400        18,400.00        342,510.79        392,656.00
WEST MARINE INC                            0.000 WMAR    954235107     27.8100         7,800.00        154,524.10        216,918.00
WEST PHARMACEUTICAL SERVICES               2.477 WST     955306105     33.9000        13,000.00        351,194.34        440,700.00
WESTAR ENERGY INC.                         3.753 WR      95709T100     20.2500        80,800.00      1,453,395.38      1,636,200.00
WESTCORP INC                               1.422 WES     957907108     36.5500        13,800.00        462,933.11        504,390.00
WESTELL TECHNOLOGIES INC-A                 0.000 WSTL    957541105      6.3100        32,800.00        347,439.08        206,968.00
WESTERN SIERRA BANCORP                     0.000 WSBA    959522103     47.0000         4,600.00        149,290.93        216,200.00
WESTERN WIRELESS COR                       0.000 WWCA    95988E204     18.3600        81,200.00      1,205,964.29      1,490,832.00
WESTFIELD FINANCIAL                        0.841 WFD     96008D101     23.7600         5,800.00        120,039.09        137,807.99
WESTMORELAND COAL CO                       0.000 WLB     960878106     17.5000         7,600.00        108,986.32        133,000.00
WET SEAL INC                               0.000 WTSLA   961840105      9.8900        26,900.00        323,047.26        266,040.99
WEYCO GROUP INC                            1.188 WEYS    962149100     33.6490         8,250.00        254,527.56        277,604.25
WFS FINL INC                               0.306 WFSI    92923B106     42.4600        14,700.00        540,220.51        624,162.00
WHITE ELECTR DESIGNS                       0.000 WEDC    963801105      8.8000        24,700.00        296,518.02        217,360.00
WHITEHALL JEWELLERS                        0.000 JWL     965063100      9.8700        12,900.00        127,453.32        127,323.00
