ASOF02   Date 01/20/2004 Time 18:58:47   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 061

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN1       QUANTITATIVE 1000 (Q
Instrument - COM       COMMON STOCK

SAKS INCORPORATED                          0.000 SKS     79377W108     15.0400        64,800.00      1,149,796.76        974,592.00
SANDISK CORP                               0.000 SNDK    80004C101     61.1400        12,700.00        522,076.43        776,478.01
SANMINA-SCI CORP                           0.000 SANM    800907107     12.6100       146,500.00      1,586,068.40      1,847,365.01
SARA LEE CORP.                             3.454 SLE     803111103Q    21.7100       144,200.00      2,638,184.08      3,130,582.00
SBC COMMUNICATIONS INC.                    4.794 SBC     78387G103Q    26.0700       618,100.00     20,105,391.24     16,113,867.00
SCHERING-PLOUGH                            1.265 SGP     806605101Q    17.3900       216,300.00      4,576,021.41      3,761,456.99
SCHOLASTIC CORP                            0.000 SCHL    807066105     34.0400         5,300.00        169,040.01        180,412.00
SCHWAB (CHARLES) CORP                      0.473 SCH     808513105     11.8400       196,000.00      3,149,905.03      2,320,640.00
SCIENTIFIC ATLANTA INC.                    0.146 SFA     808655104Q    27.3000        47,600.00      1,539,190.62      1,299,480.00
SEARS ROEBUCK & CO.                        2.022 S       812387108Q    45.4900        59,100.00      2,562,561.93      2,688,459.00
SEMPRA ENERGY                              3.326 SRE     816851109     30.0600         2,900.00         64,434.58         87,173.99
SEPRACOR INC.                              0.000 SEPR    817315104     23.9300        14,500.00        436,160.30        346,985.00
SERVICE CORP INTERNATIONAL                 6.679 SRV     817565104Q     5.3900       165,900.00        684,418.90        894,200.99
SERVICEMASTER COMPANY                      3.605 SVM     81760N109     11.6500        55,500.00        557,947.32        646,575.00
SHERWIN-WILLIAMS CO                        1.784 SHW     824348106Q    34.7400        40,600.00      1,190,896.18      1,410,444.00
SICOR INC                                  0.000 SCRI    825846108     27.2000        15,300.00        250,125.88        416,160.00
SIEBEL SYSTEMS INC.                        0.000 SEBL    826170102     13.8700       123,500.00      1,780,077.25      1,712,945.01
SIGMA-ALDRICH                              1.119 SIAL    826552101Q    57.1800        13,100.00        476,171.19        749,058.00
SILICON LABORATORIES                       0.000 SLAB    826919102     43.2200        18,900.00        758,516.28        816,858.00
SIRIUS SATELLITE RADIO INC.                0.000 SIRI    82966U103      3.1600       177,000.00        396,480.00        559,320.00
SKY FINL GROUP INC                         3.238 SKYF    83080P103     25.9400        17,100.00        384,973.76        443,574.00
SLM CORP                                   1.804 SLM     78442P106     37.6800        76,600.00      2,056,038.52      2,886,288.00
SMITHFIELD FOODS INC                       0.000 SFD     832248108     20.7000        15,400.00        306,110.06        318,780.01
SNAP-ON TOOLS CORP.                        3.101 SNA     833034101Q    32.2400        10,800.00        327,868.67        348,192.00
SOLECTRON CORP                             0.000 SLR     834182107      5.9100       145,600.00      2,527,163.71        860,496.00
SONOCO PRODUCTS CO                         3.411 SON     835495102     24.6200        17,000.00        452,745.61        418,540.01
SOUTHERN CO                                4.628 SO      842587107Q    30.2500       101,700.00      2,257,531.85      3,076,425.00
SOUTHERN PERU COPPER CORP                  1.912 PCU     843611104     47.1600         2,600.00         42,446.53        122,616.00
SOUTHTRUST CORP                            2.566 SOTR    844730101     32.7300        63,200.00      1,231,568.28      2,068,536.00
SOUTHWEST AIRLINES                         0.111 LUV     844741108Q    16.1400       140,200.00      1,847,461.97      2,262,828.00
SOVEREIGN BANCORP INC                      0.421 SOV     845905108     23.7500        54,300.00      1,148,719.37      1,289,625.01
SPRINT CORP.                               3.045 FON     852061100Q    16.4200       206,800.00      6,045,527.82      3,395,656.01
SPX CORP.                                  0.000 SPW     784635104Q    58.8100        14,500.00        685,962.53        852,744.99
ST JUDE MED. INC.                          0.000 STJ     790849103     61.3500        33,500.00      1,336,030.87      2,055,225.00
ST. PAUL COMPANIES                         2.925 SPC     792860108Q    39.6500        39,000.00      1,347,096.61      1,546,350.00
STANCORP FINANCIAL GROUP                   1.113 SFG     852891100     62.8800         5,400.00        259,921.45        339,552.00
STANLEY WORKS                              2.746 SWK     854616109Q    37.8700        11,700.00        418,860.00        443,079.00
STAPLES INC                                0.000 SPLS    855030102     27.3000        88,200.00      1,609,898.97      2,407,860.00
STARBUCKS CORP.                            0.000 SBUX    855244109     33.0600        72,700.00      1,716,121.99      2,403,461.99
