ASOF02   Date 01/20/2004 Time 18:58:35   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 009

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LC1       LARGE-CAP CORE (F)
Instrument - COM       COMMON STOCK

FIFTH THIRD BANCORP                        1.962 FITB    316773100Q    59.1000        57,000.00      2,671,790.19      3,368,700.00
FIRST DATA CORP                            0.194 FDC     319963104Q    41.0900        97,800.00      2,311,572.72      4,018,602.00
FLEETBOSTON FINANCIAL CORP                 3.207 FBF     339030108Q    43.6500       137,400.00      4,046,460.85      5,997,510.00
FORD MOTOR COMPANY                         2.500 F       345370860     16.0000       143,500.00      2,468,139.43      2,296,000.01
FOREST LABORATORIES INC.                   0.000 FRX     345838106     61.8000        44,600.00      1,189,392.80      2,756,279.99
FOX ENTERTAINMENT GRP INC. - C             0.000 FOX     35138T107     29.1500        22,800.00        674,360.53        664,620.00
FPL GROUP INC.                             3.668 FPL     302571104Q    65.4200        22,500.00      1,156,348.14      1,471,949.99
FREDDIE MAC                                1.783 FRE     313400301Q    58.3200        90,900.00      4,196,439.48      5,301,288.01
GANNETT INC                                1.121 GCI     364730101Q    89.1600        30,200.00      1,624,798.62      2,692,632.00
GAP INC                                    0.383 GPS     364760108Q    23.2100        34,500.00        670,404.80        800,745.00
GENENTECH INC.                             0.000 DNA     368710406     93.5700         9,700.00        711,055.16        907,629.00
GENERAL DYNAMICS CORP.                     1.416 GD      369550108Q    90.3900        25,500.00      1,505,471.55      2,304,945.00
GENERAL ELECTRIC CO                        2.582 GE      369604103Q    30.9800     1,220,900.00     27,659,574.91     37,823,482.00
GENERAL MILLS INC                          2.428 GIS     370334104Q    45.3000        79,100.00      3,463,053.88      3,583,229.99
GENERAL MOTORS CORP                        3.745 GM      370442105Q    53.4000        35,900.00      1,836,532.26      1,917,060.00
GILEAD SCIENCES INC.                       0.000 GILD    375558103     58.1400        26,100.00        700,899.61      1,517,454.00
GILLETTE CO                                1.769 G       375766102Q    36.7300       119,600.00      4,072,860.15      4,392,908.00
GOLDEN WEST FINANCIAL CORP                 0.387 GDW     381317106Q   103.1900        10,700.00        578,063.20      1,104,133.00
GOLDMAN SACHS GROUP INC                    1.012 GS      38141G104     98.7300        37,200.00      2,798,056.43      3,672,756.01
GUIDANT CORP.                              0.531 GDT     401698105Q    60.2000        40,400.00      1,442,424.75      2,432,080.00
HALLIBURTON COMPANY                        1.923 HAL     406216101Q    26.0000       263,500.00      5,603,725.11      6,851,000.00
HARLEY-DAVIDSON INC                        0.673 HDI     412822108Q    47.5300        50,300.00      2,023,734.95      2,390,759.00
HARTFORD FINL SERVICES                     1.897 HIG     416515104     59.0300        33,400.00      1,556,020.91      1,971,601.99
HCA INC                                    0.186 HCA     404119109     42.9600        64,100.00      2,005,348.83      2,753,735.99
HEINZ H. J. CO.                            2.964 HNZ     423074103Q    36.4300        18,700.00        645,576.61        681,241.00
HEWLETT-PACKARD CO                         1.393 HPQ     428236103Q    22.9700       460,300.00     10,304,370.73     10,573,091.00
HOME DEPOT INC.                            0.789 HD      437076102Q    35.4900       314,700.00      8,369,391.71     11,168,703.01
HONEYWELL INTERNATIONAL INC                2.243 HON     438516106Q    33.4300       115,200.00      4,626,586.42      3,851,136.00
HUGHES ELECTRONICS CORP                    0.000 HS      444418107     16.5500        94,176.08      1,309,081.97      1,558,614.12
ILLINOIS TOOL WORKS                        1.144 ITW     452308109Q    83.9100        36,300.00      1,874,073.20      3,045,933.00
INTEL CORP.                                0.248 INTC    458140100Q    32.2000       835,300.00     17,618,655.63     26,896,660.00
INTERACTIVE CORP                           0.000 IACI    45840Q101     33.9300        41,300.00      1,665,320.02      1,401,309.01
INTERNATIONAL PAPER                        2.319 IP      460146103Q    43.1100        74,800.00      2,725,555.48      3,224,628.00
INTL BUS MACH CORP                         0.690 IBM     459200101Q    92.6800       201,500.00     14,645,807.86     18,675,020.01
JOHNSON & JOHNSON                          1.858 JNJ     478160104Q    51.6600       399,800.00     13,882,481.89     20,653,668.01
JOY GLOBAL INC                             0.764 JOYG    481165108     26.1500        12,100.00        195,539.60        316,414.99
JP MORGAN CHASE & CO.                      3.702 JPM     46625H100Q    36.7300       252,200.00      8,692,614.86      9,263,306.00
KELLOGG CO.                                2.652 K       487836108Q    38.0800        60,600.00      2,056,868.33      2,307,648.01
KEYCORP                                    4.229 KEY     493267108Q    29.3200        72,900.00      1,860,960.78      2,137,428.00
