ASOF02   Date 01/20/2004 Time 18:58:44   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 048

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN1       QUANTITATIVE 1000 (Q
Instrument - COM       COMMON STOCK

CERTEGY INC                                0.609 CEY     156880106     32.8000        10,100.00        286,992.32        331,280.00
CHARLES RIVER LABORATORIES                 0.000 CRL     159864107     34.3300         8,400.00        282,492.00        288,372.00
CHARTER ONE FNCL INC.                      3.010 CF      160903100Q    34.5500        41,800.00        956,854.92      1,444,190.00
CHECKFREE CORP                             0.000 CKFR    162813109     27.6500        12,100.00        315,291.83        334,565.00
CHESAPEAKE ENERGEY CORP                    1.030 CHK     165167107     13.5800        34,500.00        333,285.08        468,510.00
CHEVRONTEXACO CORP                         3.380 CVX     166764100Q    86.3900       198,300.00     14,364,408.86     17,131,137.00
CHICAGO MERCANTILE EXCHANGE                1.160 CME     167760107     72.3600           900.00         67,446.36         65,124.00
CHICO'S FAS INC                            0.000 CHS     168615102     36.9500        33,200.00        814,983.51      1,226,740.00
CHIRON CORP                                0.000 CHIR    170040109     56.9900        16,600.00        475,180.31        946,034.00
CHUBB CORP                                 2.114 CB      171232101Q    68.1000        34,500.00      2,004,311.68      2,349,450.00
CIENA CORP.                                0.000 CIEN    171779101      6.6400        87,000.00        742,088.05        577,680.00
CIGNA CORP.                                2.295 CI      125509109Q    57.5000        26,100.00      1,570,671.78      1,500,750.01
CINCINNATI FINANCIAL CORP.                 2.387 CINF    172062101Q    41.8800        25,300.00        873,402.27      1,059,564.00
CINERGY CORP                               4.844 CIN     172474108Q    38.8100         6,400.00        204,785.32        248,384.00
CINTAS CORP                                0.538 CTAS    172908105     50.1300        22,400.00      1,040,741.24      1,122,912.00
CIRCUIT CITY STORES                        0.691 CC      172737108Q    10.1300        85,200.00        990,298.98        863,076.00
CISCO SYSTEMS                              0.000 CSCO    17275R102     24.2900     1,330,900.00     27,944,376.96     32,327,561.00
CIT GROUP INC                              1.335 CIT     125581108     35.9500        36,800.00        908,817.08      1,322,959.99
CITIGROUP INC.                             2.884 C       172967101Q    48.5400       957,800.00     23,466,570.44     46,491,612.00
CITRIX SYSTEMS INC                         0.000 CTXS    177376100     21.2100        57,000.00      1,205,090.35      1,208,970.00
CITY NATIONAL CORP                         1.803 CYN     178566105     62.1200         7,500.00        293,567.33        465,900.00
CLAIRE'S STORES INC                        1.273 CLE     179584107     18.8400        44,000.00        761,032.63        828,960.00
CLEAR CHANNEL COMMUNICATIONS               0.854 CCU     184502102     46.8300        75,500.00      4,352,769.44      3,535,665.01
CLOROX COMPANY                             2.224 CLX     189054109Q    48.5600        28,900.00      1,199,423.49      1,403,384.00
CNF TRANSPORTATION                         1.179 CNF     12612W104Q    33.9000         9,200.00        284,728.98        311,880.00
COACH INC                                  0.000 COH     189754104     37.7500        51,400.00        939,862.94      1,940,350.00
COCA COLA CO.                              1.734 KO      191216100Q    50.7500       397,800.00     18,384,722.01     20,188,350.01
COCA-COLA ENTERPRISE                       0.731 CCE     191219104     21.8700        41,200.00      1,093,592.99        901,043.99
COGNIZANT TECH SOLUTIONS CORP              0.000 CTSH    192446102     45.6400        11,500.00        529,575.00        524,860.00
COLGATE PALMOLIVE                          1.918 CL      194162103Q    50.0500        99,900.00      3,969,829.49      4,999,995.00
COLONIAL BANCGROUP INC.                    3.233 CNB     195493309     17.3200        23,000.00        315,362.50        398,360.00
COLUMBIA SPORTSWEAR CO                     0.000 COLM    198516106     54.5000         2,500.00        128,675.43        136,250.01
COMCAST CORP - CL A                        0.000 CMCSA   20030N101     32.8700       367,600.00     11,236,431.19     12,083,011.99
COMERICA INC.                              3.567 CMA     200340107Q    56.0600        32,500.00      1,529,605.04      1,821,950.00
COMMERCE BANCSHARES                        1.836 CBSH    200525103     49.0200        11,550.00        450,551.62        566,181.00
COMMUNITY HEALTH SYS                       0.000 CYH     203668108     26.5800         9,300.00        187,813.73        247,194.00
COMPASS BANCSHARES INC                     2.849 CBSS    20449H109     39.3100        23,600.00        519,618.36        927,716.00
COMPUTER ASSOCIATE INTL. INC.              0.292 CA      204912109S    27.3400       104,300.00      2,630,130.99      2,851,561.99
COMPUTER SCIENCES                          0.000 CSC     205363104     44.2300        33,100.00      1,376,196.44      1,464,013.00
