ASOF02   Date 01/20/2004 Time 18:58:42   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 039

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - LCP       LARGE-CAP PASSIVE (Q
Instrument - COM       COMMON STOCK

CAMPBELL SOUP CO.                          2.350 CPB     134429109Q    26.8000       189,000.00      4,949,132.91      5,065,200.00
CAPITAL ONE FINANCIAL CORP.                0.174 COF     14040H105     61.2900       179,700.00      8,311,037.91     11,013,813.00
CARDINAL HEALTH INC.                       0.196 CAH     14149Y108Q    61.1600       373,800.00     16,886,574.80     22,861,608.00
CATERPILLAR INC.                           1.782 CAT     149123101Q    83.0200       288,400.00     13,196,637.52     23,942,968.00
CENDANT CORP.                              0.000 CD      151313103     22.2700       852,800.00     15,197,689.38     18,991,855.99
CHEVRONTEXACO CORP                         3.380 CVX     166764100Q    86.3900       894,500.00     64,795,581.06     77,275,855.00
CHUBB CORP                                 2.114 CB      171232101Q    68.1000       155,200.00      8,486,175.27     10,569,120.01
CISCO SYSTEMS                              0.000 CSCO    17275R102     24.2900     5,877,000.00    123,360,460.96    142,752,330.00
CITIGROUP INC.                             2.884 C       172967101Q    48.5400     4,310,600.00    105,379,800.22    209,236,524.00
CLEAR CHANNEL COMMUNICATIONS               0.854 CCU     184502102     46.8300       439,200.00     25,321,011.06     20,567,736.00
COCA COLA CO.                              1.734 KO      191216100Q    50.7500     1,794,400.00     82,929,977.88     91,065,800.00
COLGATE PALMOLIVE                          1.918 CL      194162103Q    50.0500       450,500.00     17,901,983.78     22,547,525.00
COMCAST CORP - CL A                        0.000 CMCSA   20030N101     32.8700     1,790,800.00     54,739,393.28     58,863,596.00
COMPUTER ASSOCIATE INTL. INC.              0.292 CA      204912109S    27.3400       387,700.00      9,608,478.77     10,599,718.00
CONAGRA FOODS, INC.                        3.940 CAG     205887102Q    26.3900       449,700.00      9,978,722.26     11,867,583.00
CONOCOPHILLIPS                             2.623 COP     20825C104Q    65.5700       568,300.00     27,496,884.06     37,263,431.00
COSTCO WHOLESALE CORP.                     0.000 COST    22160K105     37.1800       381,900.00     12,571,180.70     14,199,042.00
COX COMMUNICATIONS                         0.000 COX     224044107     34.4500       190,100.00      6,010,201.68      6,548,945.00
CVS CORP.                                  0.733 CVS     126650100Q    36.1200       329,900.00     11,128,743.39     11,915,988.00
DANAHER CORP                               0.109 DHR     235851102     91.7500        96,000.00      3,973,576.98      8,807,999.99
DEERE & CO.                                1.352 DE      244199105Q    65.0500       200,400.00      8,534,408.86     13,036,020.00
DELL INC                                   0.000 DELL    24702R101     33.9600     1,907,400.00     46,991,854.10     64,775,303.99
DEVON ENERGY CORPORATION                   0.349 DVN     25179M103     57.2600       193,200.00      8,213,252.40     11,062,632.00
DISNEY (WALT) CO.                          0.900 DIS     254687106Q    23.3300     1,710,800.00     44,779,601.35     39,912,964.00
DOMINION RESOURCES INC-VA                  4.042 D       25746U109Q    63.8300       268,600.00     12,092,973.76     17,144,738.00
DOW CHEMICAL CO                            3.223 DOW     260543103Q    41.5700       766,600.00     23,481,592.80     31,867,562.00
DUKE ENERGY CORPORATION                    5.379 DUK     264399106Q    20.4500       754,600.00     17,599,541.39     15,431,570.00
E I DUPONT DE NEM.                         3.050 DD      263534109Q    45.8900       834,000.00     40,076,760.75     38,272,260.00
EBAY INC                                   0.000 EBAY    278642103     64.5900       350,900.00     10,840,934.42     22,664,631.00
ECHOSTAR COMMUNICATIONS - A                0.000 DISH    278762109     34.0000       190,500.00      6,802,454.94      6,477,000.00
ELI LILLY & COMPANY                        2.019 LLY     532457108Q    70.3300       808,100.00     38,787,873.39     56,833,673.00
EMC CORP                                   0.000 EMC     268648102     12.9200     1,975,800.00     29,610,265.31     25,527,336.00
EMERSON ELECTRIC CO                        2.471 EMR     291011104Q    64.7500       352,500.00     15,633,953.65     22,824,375.01
ENTERGY CORP.                              3.150 ETR     29364G103Q    57.1300       189,100.00      6,068,071.30     10,803,283.01
EXELEON CORP                               3.013 EXC     30161N101Q    66.3600       271,500.00     10,004,540.31     18,016,740.00
EXXON MOBIL CORPORATION                    2.439 XOM     30231G102Q    41.0000     5,592,800.00    144,619,891.63    229,304,800.00
FED. NATL. MTG. ASSN.                      2.398 FNM     313586109Q    75.0600       820,400.00     38,748,631.47     61,579,223.99
FEDEX CORPORATION                          0.355 FDX     31428X106     67.5000       249,800.00     10,773,671.68     16,861,500.00
FIFTH THIRD BANCORP                        1.962 FITB    316773100Q    59.1000       419,800.00     19,677,500.33     24,810,180.00
