ASOF02   Date 01/20/2004 Time 18:58:47   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2003 To 12/31/2003  Page 062

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - QN1       QUANTITATIVE 1000 (Q
Instrument - COM       COMMON STOCK

STARWOOD RESORTS                           2.335 HOT     85590A203     35.9700        35,300.00      1,043,918.06      1,269,741.00
STATE STREET CORP                          1.152 STT     857477103     52.0800        61,700.00      2,466,556.04      3,213,336.00
STATION CASINOS INC                        1.632 STN     857689103     30.6300         6,700.00        187,158.26        205,221.00
STEELCASE INC                              1.671 SCS     858155203     14.3600           100.00          1,189.10          1,435.99
STERIS CORP                                0.000 STE     859152100Q    22.6000        12,900.00        286,870.00        291,540.00
STORAGE TECHNOLOGY CORP                    0.000 STK     862111200     25.7500        20,200.00        492,256.88        520,150.00
STRYKER CORP.                              0.164 SYK     863667101     85.0100        25,700.00      1,178,939.05      2,184,757.00
STUDENT LN CORP                            2.109 STU     863902102    146.0000           700.00         90,699.42        102,200.00
SUN MICROSYSTEMS INC.                      0.000 SUNW    866810104      4.4900       388,200.00      4,037,089.13      1,743,017.99
SUNGARD DATA SYSTEMS                       0.000 SDS     867363103     27.7100        52,800.00      1,225,088.30      1,463,088.00
SUNOCO, INC.                               2.150 SUN     86764P109Q    51.1500        14,300.00        542,920.95        731,445.00
SUNTRUST BANKS INC.                        2.517 STI     867914103Q    71.5000        45,800.00      2,714,234.33      3,274,700.00
SUPER VALU STORES INC.                     2.028 SVU     868536103Q    28.5900        47,900.00      1,091,034.05      1,369,461.00
SWIFT TRANSPORTATION CO.                   0.000 SWFT    870756103     21.0200         9,200.00        162,558.66        193,384.00
SYMANTEC CORP                              0.000 SYMC    871503108     34.6500        73,100.00      1,513,690.04      2,532,914.99
SYMBOL TECHNOLOGIES INC                    0.118 SBL     871508107     16.8900        42,900.00        749,121.28        724,581.00
SYNOPSYS INC.                              0.000 SNPS    871607107     33.7600        25,600.00        715,999.25        864,256.00
SYNOVUS FINANCIAL CORP                     2.282 SNV     87161C105     28.9200        56,400.00      1,324,499.44      1,631,088.00
SYSCO CORP.                                1.396 SYY     871829107Q    37.2300       120,600.00      2,439,012.83      4,489,938.00
T ROWE PRICE GROUP INC.                    1.603 TROW    74144T108Q    47.4100        19,300.00        653,267.45        915,012.99
TALBOTS INC                                1.299 TLB     874161102Q    30.7800         4,400.00        139,507.45        135,432.00
TARGET CORP                                0.729 TGT     87612E106Q    38.4000       169,000.00      4,289,119.70      6,489,600.00
TCF FINANCIAL CORP                         2.921 TCB     872275102     51.3500        13,500.00        433,949.37        693,225.00
TECH DATA CORP                             0.000 TECD    878237106     39.6900        26,300.00        956,763.70      1,043,847.00
TECO ENERGY                                5.274 TE      872375100Q    14.4100        32,800.00        432,847.36        472,648.00
TEKTRONIX, INC.                            0.506 TEK     879131100Q    31.6000        36,100.00        871,390.59      1,140,760.00
TELEFLEX INC                               1.655 TFX     879369106Q    48.3300         6,500.00        261,433.88        314,145.00
TELEPHONE & DATA                           0.991 TDS     879433100     62.5500         9,300.00        581,007.86        581,715.00
TELLABS INC.                               0.000 TLAB    879664100      8.4300        76,500.00      1,943,770.47        644,895.00
TEMPLE-INLAND INC.                         2.170 TIN     879868107Q    62.6700         8,600.00        415,759.25        538,962.00
TENET HEALTHCARE CORP                      0.000 THC     88033G100     16.0500       126,500.00      2,271,032.19      2,030,325.01
TERADYNE INC                               0.000 TER     880770102     25.4500        34,300.00      1,138,617.42        872,935.00
TEXAS GENCO HOLDINGS INC                   3.076 TGN     882443104     32.5000         2,900.00         65,184.65         94,250.00
TEXAS INSTRS INC                           0.289 TXN     882508104Q    29.3800       321,000.00      8,705,972.88      9,430,980.00
TEXTRON INC.                               2.278 TXT     883203101Q    57.0600        32,900.00      1,804,634.66      1,877,274.00
THE MONY GROUP INC.                        1.438 MNY     615337102     31.2900         8,200.00        270,043.28        256,578.01
THERMO ELECTRON CORP.                      0.000 TMO     883556102     25.2000        55,500.00      1,212,380.95      1,398,600.00
TIDEWATER INC                              2.008 TDW     886423102Q    29.8800        10,500.00        308,376.98        313,740.00
TIFFANY & CO                               0.442 TIF     886547108     45.2000        34,500.00      1,238,052.52      1,559,400.00
