ASOF02   Date 01/21/2003 Time 18:52:49   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 021

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - IND       LARGE CAP SELECT
Instrument - COM       COMMON STOCK

CARNIVAL CORP                              1.683 CCL     143658102Q    24.9500       422,000.00     14,707,227.33     10,528,900.00
CATERPILLAR INC.                           3.062 CAT     149123101Q    45.7200       243,300.00     10,466,284.60     11,123,676.00
CENDANT CORP.                              0.000 CD      151313103     10.4800     1,156,600.00     20,518,489.13     12,121,168.00
CENTERPOINT ENERGY INC                     7.529 CNP     15189T107Q     8.5000       200,600.00      3,494,397.86      1,705,100.00
CENTEX CORP                                0.318 CTX     152312104Q    50.2000        25,000.00      1,408,433.00      1,255,000.00
CHARTER ONE FNCL INC.                      3.063 CF      160903100Q    28.7300       260,645.00      5,812,283.21      7,488,330.86
CHEVRONTEXACO CORP                         4.211 CVX     166764100Q    66.4800       710,201.00     52,609,347.42     47,214,162.48
CHIRON CORP                                0.000 CHIR    170040109     37.6000        98,900.00      2,894,099.23      3,718,640.00
CHUBB CORP                                 2.682 CB      171232101Q    52.2000       206,800.00     12,975,239.72     10,794,960.00
CIGNA CORP.                                3.210 CI      125509109Q    41.1200        83,300.00      5,747,492.10      3,425,296.00
CINCINNATI FINANCIAL CORP.                 2.370 CINF    172062101Q    37.5500       101,000.00      3,771,295.84      3,792,550.00
CINERGY CORP                               5.456 CIN     172474108Q    33.7200        56,200.00      1,717,640.09      1,895,064.00
CISCO SYSTEMS                              0.000 CSCO    17275R102     13.1000     5,251,000.00     71,238,497.79     68,788,100.00
CIT GROUP INC                              2.449 CIT     125581108     19.6000        75,000.00      1,725,000.00      1,470,000.00
CITIGROUP INC.                             2.046 C       172967101Q    35.1900     3,523,036.00     56,571,153.03    123,975,636.84
CITRIX SYSTEMS INC                         0.000 CTXS    177376100     12.3200       131,500.00      6,269,752.28      1,620,080.00
CLEAR CHANNEL COMMUNICATIONS               0.000 CCU     184502102     37.2900       404,700.00     24,998,980.74     15,091,263.00
CLOROX COMPANY                             2.133 CLX     189054109Q    41.2500       164,000.00      7,455,962.63      6,765,000.00
CMS ENERGY CORP                            7.627 CMS     125896100Q     9.4400        84,600.00      2,367,995.68        798,624.00
COCA COLA CO.                              1.825 KO      191216100Q    43.8200     1,639,900.00     60,070,542.20     71,860,418.00
COCA-COLA ENTERPRISE                       0.736 CCE     191219104     21.7200        87,200.00      2,473,177.93      1,893,984.00
COLGATE PALMOLIVE                          1.373 CL      194162103Q    52.4300       362,700.00     14,119,144.43     19,016,361.00
COMCAST CORP - CL A                        0.000 CMCSA   20030N101     23.5700     1,547,056.00     42,642,214.87     36,464,109.92
COMERICA INC.                              4.440 CMA     200340107Q    43.2400        99,012.00      6,082,078.21      4,281,278.88
COMPUTER ASSOCIATE INTL. INC.              0.592 CA      204912109S    13.5000       270,900.00      6,112,878.81      3,657,150.00
COMPUTER SCIENCES                          0.000 CSC     205363104     34.4500        77,100.00      3,380,868.47      2,656,095.00
COMPUWARE CORP                             0.000 CPWR    205638109      4.8000       250,000.00      1,008,550.00      1,200,000.00
COMVERSE TECHNOLOGY INC.                   0.000 CMVT    205862402     10.0200       221,600.00      3,652,183.56      2,220,432.00
CONAGRA FOODS, INC.                        3.958 CAG     205887102Q    25.0100       480,900.00     11,179,628.16     12,027,309.00
CONCORD EFS INC.                           0.000 CE      206197105     15.7400       923,100.00     16,611,874.58     14,529,594.00
CONOCOPHILLIPS                             3.306 COP     20825C104Q    48.3900       449,272.00     22,541,879.93     21,740,272.08
CONSOLIDATED EDISON INC.                   5.231 ED      209115104Q    42.8200       114,000.00      4,861,378.20      4,881,480.00
CONSTELLATION ENERGY GROUP INC             3.450 CEG     210371100Q    27.8200       108,900.00      4,316,336.47      3,029,598.00
CONVERGYS CORPORATION                      0.000 CVG     212485106     15.1500       332,600.00      8,629,351.55      5,038,890.00
COOPER INDUSTRIES LTD - CLASS              3.840 CBE     G24182100Q    36.4500        69,900.00      2,701,300.76      2,547,855.00
COOPER TIRE & RUBBER                       2.737 CTB     216831107Q    15.3400       115,000.00      2,416,535.25      1,764,100.00
COORS (ADOLPH) CL-B                        1.338 RKY     217016104Q    61.2500        87,600.00      5,126,689.42      5,365,500.00
CORNING INC                                0.000 GLW     219350105Q     3.3100       205,600.00      4,052,857.51        680,536.00
COSTCO WHOLESALE CORP.                     0.000 COST    22160K105     28.0600       229,000.00      6,061,668.65      6,425,740.00
