ASOF02   Date 01/21/2003 Time 18:52:53   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 040

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - MG4       MID-CAP GROWTH
Instrument - COM       COMMON STOCK

IDEXX LABS INC.                            0.000 IDXX    45168D104     32.8500         4,200.00         95,298.20        137,970.00
IMC GLOBAL INC.                            0.749 IGL     449669100Q    10.6700       204,100.00      3,546,739.12      2,177,747.00
INTERNATIONAL SPEEDWAY CORPORA             0.160 ISCA    460335201     37.2900        65,200.00      2,935,264.17      2,431,308.00
INTERNET SECURITY SYSTEMS                  0.000 ISSX    46060X107     18.3300        72,000.00      1,506,018.99      1,319,760.00
INTERSTATE BAKERIES                        1.836 IBC     46072H108     15.2500        39,000.00        751,225.76        594,750.00
INVESTMENT TECHNOLOGY GROUP IN             0.000 ITG     46145F105     22.3600        87,400.00      2,905,953.27      1,954,264.00
INVESTORS FINANCIAL SERVICES C             0.182 IFIN    461915100     27.3900       114,000.00      2,789,082.43      3,122,460.00
IVAX CORP                                  0.000 IVX     465823102     12.1300       227,500.00      5,287,828.80      2,759,575.00
JACOBS ENGINEERING GROUP                   0.000 JEC     469814107     35.6000        76,800.00      1,565,681.03      2,734,080.00
KRISPY KREME DOUGHNUTS INC                 0.000 KKD     501014104     33.7700        79,100.00      2,843,747.83      2,671,207.00
LAM RESEARCH CORP                          0.000 LRCX    512807108     10.8000       314,800.00      6,312,490.42      3,399,840.00
LANCASTER COLONY CORP                      2.047 LANC    513847103     39.0800        67,500.00      2,237,920.61      2,637,900.00
LEGG MASON INC.                            0.906 LM      524901105     48.5400       114,000.00      4,662,394.76      5,533,560.00
LIFEPOINT HOSPITALS INC.                   0.000 LPNT    53219L109     29.9310        73,800.00      2,654,885.46      2,208,907.80
LINCARE HOLDINGS INC.                      0.000 LNCR    532791100     31.6200       169,800.00      3,916,212.58      5,369,076.00
M&T BANK CORPORATION                       1.512 MTB     55261F104     79.3500       163,000.00     10,674,070.32     12,934,050.00
MACROVISION CORP                           0.000 MVSN    555904101     16.0400        90,000.00      3,612,733.62      1,443,600.00
MANPOWER INC                               0.627 MAN     56418H100     31.9000       149,900.00      5,068,803.06      4,781,810.00
McCORMICK & CO                             1.896 MKC     579780206Q    23.2000       247,100.00      4,547,805.82      5,732,720.00
MEDIMMUNE INC                              0.000 MEDI    584699102     27.1700        92,500.00      2,467,319.00      2,513,225.00
MENTOR GRAPHICS CORP.                      0.000 MENT    587200106      7.8600       160,000.00      1,142,109.85      1,257,600.00
MICHAELS STORES                            0.000 MIK     594087108     31.3000       123,400.00      4,131,112.71      3,862,419.99
MICREL INCORPORATED                        0.000 MCRL    594793101      8.9800       171,200.00      2,823,703.58      1,537,376.03
MICROCHIP TECHNOLOGY INC.                  0.327 MCHP    595017104     24.4500       410,800.00      8,079,894.68     10,044,060.01
MICROSOFT CORP.                            0.154 MSFT    594918104     51.7000        47,500.00      2,446,803.00      2,455,750.00
MILLER (HERMAN) INC                        0.815 MLHR    600544100     18.4000        99,200.00      2,036,135.83      1,825,280.00
MURPHY OIL CORP                            1.867 MUR     626717102Q    42.8500       173,800.00      4,319,306.13      7,447,330.00
MYLAN LABS                                 0.573 MYL     628530107Q    34.9000       171,800.00      5,032,678.90      5,995,820.00
NATIONAL INSTRUMENTS CORP.                 0.000 NATI    636518102     32.4900        72,000.00      2,116,466.84      2,339,280.00
NETWORKS ASSOCIATES INC.                   0.000 NET     640938106     16.0900       302,800.00      3,507,887.38      4,872,052.00
NEUBERGER BERMAN INC                       0.895 NEU     641234109     33.4900       145,000.00      6,189,472.37      4,856,050.00
NEW YORK COMMUNITY BANCORP                 2.770 NYB     649445103     28.8800       165,400.00      4,004,857.92      4,776,752.00
NORDSON CORP                               2.416 NDSN    655663102     24.8300        31,500.00        855,877.10        782,145.00
NPS PHARMACEUTICALS INC.                   0.000 NPSP    62936P103     25.1700       120,000.00      2,768,884.35      3,020,400.00
OUTBACK STEAKHOUSE INC                     1.393 OSI     689899102     34.4400       140,200.00      4,270,336.60      4,828,488.00
OVERTURE SERVICES INC                      0.000 OVER    69039R100     27.3100       108,000.00      3,059,424.00      2,949,480.00
OXFORD HEALTH PLANS                        0.000 OHP     691471106     36.4500       167,500.00      5,262,072.40      6,105,375.00
PACKAGING CORP OF AMERICA                  0.000 PKG     695156109     18.2400       194,000.00      3,670,673.64      3,538,560.00
PAPA JOHN'S INTERNATIONAL                  0.000 PZZA    698813102     27.8800        24,000.00        714,559.20        669,120.00
