ASOF02   Date 01/21/2003 Time 18:53:05   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 102

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 5GS       GOLDMAN SACHS - 500
Instrument - COM       COMMON STOCK

BOEING CO                                  2.061 BA      097023105Q    32.9900        43,300.00      1,629,161.12      1,428,467.00
BOSTON SCIENTIFIC CORP.                    0.000 BSX     101137107     42.5200        48,700.00      2,079,051.70      2,070,724.00
BRISTOL-MYERS SQUIBB                       4.838 BMY     110122108Q    23.1500        19,300.00        509,882.84        446,795.00
CARDINAL HEALTH INC.                       0.168 CAH     14149Y108Q    59.1900        73,800.00      3,589,901.86      4,368,222.00
CARLISLE COS INC                           2.078 CSL     142339100     41.3800        12,100.00        513,913.62        500,698.00
CARNIVAL CORP                              1.683 CCL     143658102Q    24.9500        20,900.00        880,714.73        521,455.00
CHARLES RIVER LABORATORIES                 0.000 CRL     159864107     38.4800        12,800.00        509,224.96        492,544.00
CHEVRONTEXACO CORP                         4.211 CVX     166764100Q    66.4800        67,000.00      5,328,015.08      4,454,160.00
CHIRON CORP                                0.000 CHIR    170040109     37.6000        41,700.00      1,403,854.33      1,567,920.00
CISCO SYSTEMS                              0.000 CSCO    17275R102     13.1000       329,300.00      9,841,437.48      4,313,830.00
CITIGROUP INC.                             2.046 C       172967101Q    35.1900       377,600.00     11,406,681.39     13,287,744.00
CLOROX COMPANY                             2.133 CLX     189054109Q    41.2500        34,600.00      1,544,748.24      1,427,250.00
CNA FINANCIAL CORP                         0.000 CNA     126117100     25.6000        28,300.00        707,929.17        724,480.00
COCA COLA CO.                              1.825 KO      191216100Q    43.8200        99,100.00      5,707,064.64      4,342,562.00
COLGATE PALMOLIVE                          1.373 CL      194162103Q    52.4300        85,000.00      3,722,875.47      4,456,550.00
COMCAST CORP - CL A                        0.000 CMCSA   20030N101     23.5700       141,319.00      5,006,494.64      3,330,888.84
COMERICA INC.                              4.440 CMA     200340107Q    43.2400         8,800.00        440,760.03        380,512.00
COMPUTER ASSOCIATE INTL. INC.              0.592 CA      204912109S    13.5000        75,600.00      1,033,149.60      1,020,600.00
COMPUTER SCIENCES                          0.000 CSC     205363104     34.4500        28,700.00      1,171,956.07        988,715.00
CONAGRA FOODS, INC.                        3.958 CAG     205887102Q    25.0100        75,200.00      1,796,387.04      1,880,752.00
CONOCOPHILLIPS                             3.306 COP     20825C104Q    48.3900        63,809.00      3,132,387.24      3,087,717.51
CONSTELLATION ENERGY GROUP INC             3.450 CEG     210371100Q    27.8200        27,200.00        738,045.28        756,704.00
COSTCO WHOLESALE CORP.                     0.000 COST    22160K105     28.0600        60,100.00      2,254,382.70      1,686,406.00
COUNTRYWIDE FINANCIAL CORP                 0.929 CFC     222372104Q    51.6500        31,300.00      1,622,103.53      1,616,645.00
CVS CORP.                                  0.921 CVS     126650100Q    24.9700        38,400.00      1,172,881.12        958,848.00
DANAHER CORP                               0.152 DHR     235851102     65.7000         9,500.00        372,261.63        624,150.00
DEERE & CO.                                1.919 DE      244199105Q    45.8500        32,200.00      1,458,134.99      1,476,370.00
DELL COMPUTER CORP.                        0.000 DELL    247025109     26.7400       268,400.00      9,109,235.02      7,177,016.00
DELUXE CORP.                               3.515 DLX     248019101Q    42.1000        44,300.00      1,864,532.07      1,865,030.00
DILLARDS INC. CL-A                         1.008 DDS     254067101Q    15.8600        49,300.00      1,175,880.54        781,898.00
DISNEY (WALT) CO.                          1.287 DIS     254687106Q    16.3100       117,800.00      3,821,702.51      1,921,318.00
DOVER CORP.                                1.851 DOV     260003108Q    29.1600        31,900.00      1,006,980.43        930,204.00
DOW CHEMICAL CO                            4.511 DOW     260543103Q    29.7000        17,300.00        557,729.81        513,810.00
DUKE ENERGY CORPORATION                    5.629 DUK     264399106Q    19.5400        26,100.00        640,822.65        509,994.00
E I DUPONT DE NEM.                         3.301 DD      263534109Q    42.4000        12,800.00        775,469.89        542,720.00
EASTMAN KODAK                              5.137 EK      277461109Q    35.0400        37,700.00      1,272,261.90      1,321,008.00
EBAY INC                                   0.000 EBAY    278642103     67.8200        22,500.00      1,322,189.17      1,525,950.00
ECOLAB INC                                 1.171 ECL     278865100Q    49.5000        11,200.00        420,794.94        554,400.00
EDISON INTERNATIONAL                       0.000 EIX     281020107Q    11.8500        55,500.00        662,448.00        657,675.00
