ASOF11   Date 01/21/2003 Time 18:53:37   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 038

Monthly Market Portfolio

Investment Desc                              Yield     Identifier F Ticker      Shares              Cost              Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - INTERNATIONAL
Portfolio  - I-EAP     EMERGING ANALYST POR
Instrument - ICOM      INTERNATIONAL COMMON STOCKS

PT TELEKOMUNIKASI                            0.000     6291745      TLKM_     2,577,000.00        1,590,179.60
PTT EXPLORATION & PROD-FOR                   0.154     6290333      PTTEP       152,600.00          458,410.74
PUBLIC BANK BHD                              0.000     6707093      PBKF_     2,416,281.25        1,326,303.01
RANBAXY LABORATORIES LTD                     0.022     6101071      RBXY_        31,081.60          261,170.88
RELIANCE INDS-SPONS GDR 144A                 1.369     2730598      RIGD_        41,689.00          718,723.78
RELIANCE INDUSTRIES                          0.000     6099626      RIL_I       198,510.00        1,234,322.13
SAMSUNG DISP DEVCS                           0.003     6771645      0640_        24,623.00        1,189,003.49
SAMSUNG ELECTRONIC                           0.000     6771720      0593_        63,922.00       10,905,838.79
SAMSUNG FIRE + MAR                           0.000     6155250      0081_        56,308.00        1,748,606.96
SAMSUNG HEAVY INDUSTRIES                     0.000     6772217      1014_       411,154.00        1,254,385.69
SASOL NPV                                    0.058     6777450      SOL_S        92,859.00          817,562.23
SATYAM COMPUTER SERVICES                     0.000     6241858      SCS_I       123,240.00          306,671.92
SEMEN GRESIK(PERS)                           0.000     6795236      SMGR_       151,500.00          168,584.26
SHINHAN FINANCIAL GROUP LTD                  0.000     6397502      5555_       155,109.00        1,474,387.82
SIAM CEMENT CO THB                           0.000     6806796      SCC/F        15,300.00          300,186.96
SIAM CITY CEMENT T                           0.108     6806387      SCCC/        58,500.00          198,628.34
SIAM COMMERCIAL BK                           0.000     6889935      SCB/F     1,007,700.00          915,760.88
SIAM MAKRO PUBLIC CO-FOREIGN                 0.232     6798796      MAKRO        24,600.00           30,081.79
SIME DARBY BERHAD                            0.084     6808769      SDY_M       976,068.00        1,082,945.74
SINOPAC HOLDINGS                             0.000     6525875      2890_     3,909,392.31        1,547,910.30
SK TELECOM CO LTD                            0.000     6224871      1767_        24,251.00        4,031,806.24
SK TELECOM CO LTD-ADR                        0.281     2495648      SKM          58,290.00        1,130,243.10
SOCIEDAD MINERA EL BOCAL                     0.000     2595065      SMBC_           425.00              425.00
SOCIEDAD QUIMICA ADR                         1.889     2771122      SQM          17,000.00          335,041.16
SOUTH AFRICAN BREWERIES                      0.000     6145240      SAB_S        48,000.00          324,012.69
STANDARD BANK                                0.000     6108005      SBK_S     1,090,277.00        3,454,197.89
STATE BK OF INDIA GDR                        1.509     5131091      SBID_        22,000.00          160,600.00
SUEZ CEMENT                                  0.000     6868622      SZCT_        13,744.00          121,837.23
SUN PHARMACEUTICAL INDUSTRIES                0.000     6101134      SUNP_         7,000.00           87,109.84
SURGUTNEFTEGAZ ADR                           0.251     2810144      SGTZY       162,894.00        2,137,827.10
SURGUTNEFTEGAZ-$US                           9.442     4851732      SNGS$     1,179,745.00          368,781.79
T IS BANKASI SER'C                           0.000     4869939      ISCTR    61,191,638.00          373,166.22
T.GARANTI BANASI T                           0.000     4361617      GARAN    84,834,054.24          158,215.50
TAIWAN CELLULAR CORP                         0.000     6290496      3045_     1,710,030.00        1,873,054.85
TAIWAN SEMICONDUCTOR MANUFACTURING           0.000     6889106      27933     2,408,420.00        4,219,531.03
TANJONG PLC                                  0.000     6872526      TJN_M       490,377.00          845,273.95
TATA ENGINEERING & LOCOMOT                   0.000     6101509      TELCO       140,000.00          207,183.72
TELE NORTE LESTE PART                        0.050     2292719      TNLP3   160,000,000.00        1,959,950.23
TELE NORTE LESTE PART ADR                    3.945     2297930      TNE          75,000.00          889,171.86
