ASOF02   Date 01/21/2003 Time 18:52:46   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 004

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - VAL       LARGE CAP VALUE ACTI
Instrument - COM       COMMON STOCK

FIRST ENERGY CORP.                         4.549 FE      337932107Q    32.9700       164,000.00      4,072,795.99      5,407,080.00
FIRST TENNESSEE NATL CORP                  3.338 FTN     337162101     35.9400        59,800.00      1,936,801.66      2,149,212.00
FLEETBOSTON FINANCIAL CORP                 5.761 FBF     339030108Q    24.3000       526,100.00     14,723,000.60     12,784,230.00
FLUOR CORP (NEW)                           2.285 FLR     343412102     28.0000        36,600.00      1,405,398.58      1,024,800.00
FORD MOTOR COMPANY                         4.301 F       345370860      9.3000       533,600.00     14,618,015.98      4,962,480.00
FPL GROUP INC.                             3.858 FPL     302571104Q    60.1300        80,100.00      3,989,570.00      4,816,413.00
FRANKLIN RESOURCES INC                     0.880 BEN     354613101Q    34.0800       136,400.00      5,111,910.32      4,648,512.00
FREDDIE MAC                                1.490 FRE     313400301Q    59.0500       292,500.00     13,346,787.64     17,272,125.00
GANNETT INC                                1.337 GCI     364730101Q    71.8000       107,900.00      7,022,051.01      7,747,220.00
GATEWAY INC.                               0.000 GTW     367626108      3.1400       149,100.00      4,413,952.34        468,174.00
GENERAL DYNAMICS CORP.                     1.511 GD      369550108Q    79.3700       102,700.00      6,154,415.21      8,151,299.00
GENERAL MOTORS CORP                        5.425 GM      370442105Q    36.8600       217,300.00     13,356,142.30      8,009,678.00
GENUINE PARTS CO                           3.766 GPC     372460105Q    30.8000        81,600.00      2,574,022.81      2,513,280.00
GENZYME CORP. GEN. DIV.                    0.000 GENZ    372917104     29.5700       105,100.00      2,547,390.38      3,107,807.00
GEORGIA PACIFIC                            3.094 GP      373298108Q    16.1600       270,100.00      4,829,416.65      4,364,816.00
GOLDEN WEST FINANCIAL CORP                 0.473 GDW     381317106Q    71.8100        38,000.00      2,295,217.19      2,728,780.00
GOLDMAN SACHS GROUP INC                    0.704 GS      38141G104     68.1000       244,000.00     17,711,644.07     16,616,400.00
GOODRICH CORP.                             4.366 GR      382388106Q    18.3200        83,000.00      2,877,218.19      1,520,560.00
HALLIBURTON COMPANY                        2.672 HAL     406216101Q    18.7100       615,600.00     11,722,093.93     11,517,876.00
HARRAH'S ENTERTAINMENT INC.                0.000 HET     413619107     39.6000        52,200.00      1,159,629.75      2,067,120.00
HARTFORD FINL SERVICES                     2.377 HIG     416515104     45.4300       117,800.00      6,233,166.90      5,351,654.00
HCA INC                                    0.192 HCA     404119109     41.5000        22,400.00        988,946.56        929,600.00
HEALTH MGMT ASSOCIATES CL A                0.446 HMA     421933102     17.9000        82,500.00      1,471,360.68      1,476,750.00
HEALTHSOUTH CORP                           0.000 HRC     421924101      4.2000       301,000.00      4,371,494.51      1,264,200.00
HERCULES INCORPORATED                      0.000 HPC     427056106Q     8.8000        55,000.00        496,539.00        484,000.00
HEWLETT-PACKARD CO                         1.843 HPQ     428236103Q    17.3600     1,591,700.00     50,182,377.20     27,631,912.00
HOME DEPOT INC.                            1.001 HD      437076102Q    23.9600     1,119,600.50     38,338,734.89     26,825,627.98
HONEYWELL INTERNATIONAL INC                3.125 HON     438516106Q    24.0000       424,700.00     20,592,080.69     10,192,800.00
HOUSEHOLD INTL. INC.                       3.595 HI      441815107Q    27.8100       217,600.00      8,940,279.72      6,051,456.00
HUNTINGTON BANCSHARES                      3.420 HBAN    446150104     18.7100        21,000.00        395,516.10        392,910.00
ILLINOIS TOOL WORKS                        1.418 ITW     452308109Q    64.8600       123,700.00      7,834,980.33      8,023,182.00
INCO LTD                                   0.000 N       453258402Q    21.2200        29,800.00        523,061.52        632,356.00
INGERSOLL-RAND CO-A                        1.579 IR      G4776G101Q    43.0600        99,000.00      4,557,330.00      4,262,940.00
INTERNATIONAL PAPER                        2.859 IP      460146103Q    34.9700       242,100.00      8,829,681.05      8,466,237.00
INTERPUBLIC GROUP                          2.698 IPG     460690100Q    14.0800       220,000.00      4,153,207.39      3,097,600.00
INTERSIL HOLDINGS CORP                     0.000 ISIL    46069S109     13.9400       103,500.00      2,076,730.48      1,442,790.00
ITT INDUSTRIES INC                         0.988 ITT     450911102     60.6900        34,500.00      1,174,300.76      2,093,805.00
J C PENNEY INC                             2.173 JCP     708160106Q    23.0100       290,600.00      6,844,366.39      6,686,706.00
JABIL CIRCUIT INC                          0.000 JBL     466313103     17.9200       173,200.00      4,462,729.52      3,103,744.00
