ASOF02   Date 01/21/2003 Time 18:53:11   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 139

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK - EXTERNALLY MANAGED
Portfolio  - 6LA       LORD, ABBETT & CO -
Instrument - COM       COMMON STOCK

ABERCROMBIE & FITCH CO                     0.000 ANF     002896207     20.4600        38,400.00        786,784.87        785,664.00
ACTION PERFORMANCE CO                      0.315 ATN     004933107     19.0000        26,800.00        508,494.10        509,200.00
ALASKA AIRGROUP INC                        0.000 ALK     011659109     21.6500        19,300.00        491,241.54        417,845.00
AMETEK INC.                                0.623 AME     031100100Q    38.4900         9,300.00        238,813.97        357,957.00
ANALOGIC CORP.                             0.636 ALOG    032657207     50.2880        34,600.00      1,551,162.97      1,739,964.80
BAKER (MICHAEL) CORP                       0.000 BKR     057149106     10.9500         4,100.00         38,929.60         44,895.00
BARNES & NOBLE INC.                        0.000 BKS     067774109     18.0700        64,800.00      1,650,599.51      1,170,936.00
BEI TECHNOLOGIES INC                       0.357 BEIQ    05538P104     11.1900        89,500.00      1,302,450.48      1,001,505.00
BLYTH INC.                                 0.822 BTH     09643P108     26.7600        43,600.00      1,287,210.68      1,166,736.00
BORDERS GROUP INC                          0.000 BGP     099709107     16.1000        63,600.00      1,224,825.43      1,023,960.00
BRIGGS & STRATTON                          3.013 BGG     109043109Q    42.4700        14,500.00        602,297.70        615,815.00
BROOKSTONE INC                             0.000 BKST    114537103     14.4600        20,000.00        221,304.82        289,200.00
BRUNSWICK CORP                             2.517 BC      117043109Q    19.8600         6,000.00        116,675.76        119,160.00
BUCA INC.                                  0.000 BUCA    117769109      8.3200        69,200.00        674,135.75        575,744.00
CASEY'S GENERAL STORES INC.                0.819 CASY    147528103     12.2100        91,700.00      1,197,349.86      1,119,657.00
CHESAPEAKE ENERGEY CORP                    0.775 CHK     165167107      7.7400        44,500.00        317,663.14        344,430.00
CHITTENDEN CORPORATION                     3.139 CHZ     170228100     25.4800        19,400.00        545,850.33        494,312.00
CLARCOR INC.                               1.518 CLC     179895107Q    32.2700        26,400.00        587,378.48        851,928.00
COLDWATER CREEK INC.                       0.000 CWTR    193068103     19.2000         1,700.00         25,823.90         32,640.00
CULLEN/FROST BANKERS INC                   2.691 CFR     229899109     32.7000        44,500.00      1,462,054.41      1,455,150.00
DATASTREAM SYSTEMS INC.                    0.000 DSTM    238124101      6.4000        95,000.00      1,035,897.17        608,000.00
DELTA & PINE LAND CO.                      0.979 DLP     247357106     20.4100        43,200.00        860,025.16        881,712.00
DEPARTMENT 56 INC                          0.000 DFS     249509100     12.9000        23,100.00        329,505.72        297,990.00
DIONEX CORP.                               0.000 DNEX    254546104     29.7100        29,100.00        808,577.38        864,561.00
DORAL FINANCIAL CORP.                      1.538 DRL     25811P100     28.6000       112,400.00      2,087,053.43      3,214,640.00
E*TRADE GROUP INC.                         0.000 ET      269246104      4.8600        83,300.00        383,198.10        404,838.00
EAST WEST BANCORP INC.                     1.108 EWBC    27579R104     36.0800        36,200.00        822,252.38      1,306,096.00
ELECTRONICS FOR IMAGING                    0.000 EFII    286082102     16.2610        34,400.00        527,050.87        559,378.40
ELKCORP                                    1.156 ELK     287456107     17.3000        26,100.00        425,711.50        451,530.00
ENZO BIOCHEM INC.                          0.000 ENZ     294100102     14.0000        27,010.00        552,811.56        378,140.00
ESCO TECHNOLOGIES INC                      0.000 ESE     296315104     37.0000        14,900.00        354,598.03        551,300.00
FARGO ELECTRONICS                          0.000 FRGO    30744P102      8.7200        35,900.00        286,650.26        313,048.00
FERRO CORP                                 2.374 FOE     315405100Q    24.4300         9,100.00        222,245.76        222,313.00
FINANCIAL FEDERAL CORP.                    0.000 FIF     317492106     25.1300        58,900.00      1,443,749.24      1,480,157.00
FOREST OIL CORP.                           0.000 FST     346091705     27.6500        31,500.00        917,276.34        870,975.00
FULTON FINANCIAL CORP                      3.397 FULT    360271100     17.6600         4,700.00         88,490.49         83,002.00
GARTNER INC-CL A                           0.000 IT      366651107      9.2000        66,400.00        685,968.82        610,880.02
GENESCO INC.                               0.000 GCO     371532102     18.6300        82,300.00      1,413,480.51      1,533,249.00
GREY WOLF INC                              0.000 GW      397888108      3.9900       249,100.00        894,562.47        993,908.99
