ASOF02   Date 01/21/2003 Time 18:52:52   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 036

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - MV4       MID-CAP VALUE
Instrument - COM       COMMON STOCK

PROTECTIVE LIFE CORP                       2.180 PL      743674103     27.5200       137,000.00      3,229,240.38      3,770,240.00
PROTEIN DESIGN LABS INC                    0.000 PDLI    74369L103      8.5000       193,000.00      2,793,093.25      1,640,500.00
PROVIDENT FINANCIAL GROUP                  3.688 PFGI    743866105     26.0300        92,000.00      2,784,830.75      2,394,760.00
PUBLIC SERVICE CO OF N MEX                 3.694 PNM     69349H107     23.8200        71,000.00      1,871,354.95      1,691,220.00
PUGET ENERGY INC                           4.535 PSD     745310102Q    22.0500       178,000.00      4,283,454.11      3,924,900.00
QUANTUM CORPORATION- DLT & STO             0.000 DSS     747906204      2.6700       350,000.00      3,652,059.75        934,500.00
QUESTAR CORP                               2.660 STR     748356102Q    27.8200       129,000.00      3,011,859.53      3,588,780.00
RADIAN GROUP INC.                          0.215 RDN     750236101     37.1500       156,000.00      4,704,556.32      5,795,400.00
RAYONIER INC.                              3.182 RYN     754907103Q    45.2500        72,000.00      2,947,331.10      3,258,000.00
REPUBLIC SERVICES INC                      0.000 RSG     760759100     20.9800       300,000.00      5,668,127.54      6,294,000.00
RETEK INC                                  0.000 RETK    76128Q109      2.7200       105,000.00        452,689.00        285,600.00
RPM INTERNATIONAL INC.                     3.403 RPM     749685103Q    15.2800       232,000.00      1,783,580.41      3,544,960.00
RSA SECURITY INC.                          0.000 RSAS    749719100      5.9900       110,000.00      1,740,667.42        658,900.00
RUDDICK CORP.                              2.629 RDK     781258108Q    13.6900       105,000.00      1,062,105.09      1,437,450.00
SAKS INCORPORATED                          0.000 SKS     79377W108     11.7400       295,000.00      7,758,278.93      3,463,300.01
SCANA CORP                                 4.199 SCG     80589M102Q    30.9600       235,000.00      6,277,639.50      7,275,600.00
SCHULMAN (A.) INC.                         2.901 SHLM    808194104Q    18.6100        29,000.00        371,436.61        539,690.00
SIERRA PACIFIC RESOURCES                  12.307 SRP     826428104      6.5000       138,000.00      2,591,466.96        897,000.00
SILICON VALLEY BANCSHARES                  0.000 SIVB    827064106     18.2500        80,000.00      2,309,117.33      1,460,000.00
SIX FLAGS INC.                             0.000 PKS     83001P109      5.7100       550,000.00      7,551,961.52      3,140,500.00
SMITHFIELD FOODS INC                       0.000 SFD     832248108     19.8400       179,000.00      3,572,985.63      3,551,360.00
SOVEREIGN BANCORP INC                      0.711 SOV     845905108     14.0500       499,000.00      7,626,506.55      7,010,950.00
SPX CORP.                                  0.000 SPW     784635104Q    37.4500       174,000.00      9,063,453.46      6,516,300.00
STANCORP FINANCIAL GROUP                   0.818 SFG     852891100     48.8500        51,000.00      2,438,314.82      2,491,350.00
STORAGE TECHNOLOGY CORP                    0.000 STK     862111200     21.4200       215,000.00      4,409,464.05      4,605,300.00
STURM RUGER & CO INC                       8.359 RGR     864159108      9.5700        65,000.00        883,750.05        622,050.00
SUPERIOR INDUSTRIES INTL                   1.208 SUP     868168105     41.3600        41,000.00      1,267,643.19      1,695,760.00
SWIFT TRANSPORTATION CO.                   0.000 SWFT    870756103     20.0180       181,900.00      3,148,683.01      3,641,274.20
SYBASE INC.                                0.000 SY      871130100     13.4000       211,000.00      4,223,673.22      2,827,400.00
SYKES ENTERPRISES                          0.000 SYKE    871237103      3.2800        55,000.00        349,933.02        180,400.00
SYLVAN LEARNING SYSTEMS INC                0.000 SLVN    871399101     16.4000        75,000.00      1,234,601.07      1,230,000.00
TECH DATA CORP                             0.000 TECD    878237106     26.9600        35,000.00      1,308,034.38        943,600.00
TELEFLEX INC                               1.678 TFX     879369106Q    42.8900        65,000.00      2,373,247.04      2,787,850.00
TELEPHONE & DATA                           1.233 TDS     879433100     47.0200       108,000.00      7,027,237.50      5,078,160.00
THE MONY GROUP INC.                        1.879 MNY     615337102     23.9400        95,000.00      3,508,512.05      2,274,300.00
TIDEWATER INC                              1.929 TDW     886423102Q    31.1000        30,000.00      1,137,228.42        933,000.00
TITAN CORP                                 0.000 TTN     888266103     10.4000        40,000.00        594,367.98        416,000.00
TRANSACTION SYSTEMS ARCHITECTS             0.000 TSAI    893416107      6.5000        64,000.00      1,839,562.47        416,000.00
TRIAD HOSPITALS INC                        0.000 TRI     89579K109     29.8300       141,000.00      4,595,096.15      4,206,030.00
