ASOF02   Date 01/21/2003 Time 18:52:49   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 022

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - IND       LARGE CAP SELECT
Instrument - COM       COMMON STOCK

COUNTRYWIDE FINANCIAL CORP                 0.929 CFC     222372104Q    51.6500       113,200.00      4,901,510.54      5,846,780.00
CSX CORP.                                  1.412 CSX     126408103Q    28.3100       144,600.00      5,038,662.70      4,093,626.00
CVS CORP.                                  0.921 CVS     126650100Q    24.9700       265,400.00      9,556,614.49      6,627,038.00
DANA CORP                                  0.340 DCN     235811106Q    11.7600       129,700.00      2,917,577.71      1,525,272.00
DANAHER CORP                               0.152 DHR     235851102     65.7000        85,600.00      3,175,940.23      5,623,920.00
DARDEN RESTAURANTS INC                     0.391 DRI     237194105     20.4500        32,000.00        523,999.46        654,400.00
DEERE & CO.                                1.919 DE      244199105Q    45.8500       161,800.00      7,586,884.96      7,418,530.00
DELL COMPUTER CORP.                        0.000 DELL    247025109     26.7400     1,802,000.00     31,015,310.62     48,185,480.00
DELPHI AUTOMOTIVE SYSTEMS CORP             3.478 DPH     247126105      8.0500       403,700.00      4,697,273.56      3,249,785.00
DELTA AIR LINES, INC.                      0.826 DAL     247361108Q    12.1000       267,500.00      5,740,092.35      3,236,750.00
DEVON ENERGY CORPORATION                   0.435 DVN     25179M103     45.9000       103,500.00      4,541,581.79      4,750,650.00
DISNEY (WALT) CO.                          1.287 DIS     254687106Q    16.3100     1,360,600.00     32,619,082.54     22,191,386.00
DOLLAR GENERAL                             1.087 DG      256669102     11.9500       363,150.00      5,750,466.27      4,339,642.50
DOMINION RESOURCES INC-VA                  4.699 D       25746U109Q    54.9000       235,326.00     10,743,010.37     12,919,397.39
DONNELLEY (R.R.) & SONS CO.                4.593 DNY     257867101Q    21.7700        85,000.00      1,844,191.50      1,850,450.00
DOVER CORP.                                1.851 DOV     260003108Q    29.1600       171,300.00      5,936,059.54      4,995,108.00
DOW CHEMICAL CO                            4.511 DOW     260543103Q    29.7000       615,980.00     18,589,033.08     18,294,606.00
DOW JONES & CO INC                         2.313 DJ      260561105Q    43.2300        56,300.00      3,158,720.37      2,433,849.00
DST SYSTEMS INC                            0.000 DST     233326107     35.5500        50,000.00      2,109,527.08      1,777,500.00
DTE ENERGY COMPANY                         4.439 DTE     233331107Q    46.4000       110,500.00      4,937,622.75      5,127,200.00
DUKE ENERGY CORPORATION                    5.629 DUK     264399106Q    19.5400       562,300.00     15,931,547.86     10,987,342.01
DYNEGY INC                                25.423 DYN     26816Q101      1.1800       239,700.00      5,578,803.24        282,846.00
E I DUPONT DE NEM.                         3.301 DD      263534109Q    42.4000       674,069.00     27,321,698.63     28,580,525.60
EASTMAN CHEMICAL CO.                       4.786 EMN     277432100Q    36.7700        52,500.00      2,087,295.00      1,930,425.00
EASTMAN KODAK                              5.137 EK      277461109Q    35.0400       141,000.00      6,932,913.69      4,940,640.00
EATON CORP.                                2.253 ETN     278058102Q    78.1100        32,800.00      1,788,463.52      2,562,008.00
EBAY INC                                   0.000 EBAY    278642103     67.8200       205,000.00     12,116,730.00     13,903,100.00
ECOLAB INC                                 1.171 ECL     278865100Q    49.5000        87,600.00      3,481,299.89      4,336,200.00
EDISON INTERNATIONAL                       0.000 EIX     281020107Q    11.8500       267,900.00      4,777,449.96      3,174,615.00
EL PASO CORP                              12.500 EP      28336L109      6.9600       412,900.00     13,593,773.13      2,873,784.00
ELECTRONIC ARTS, INC                       0.000 ERTS    285512109     49.7700        91,000.00      4,078,745.56      4,529,070.00
ELECTRONIC DATA SYSTEMS                    3.255 EDS     285661104Q    18.4300       794,400.00     26,865,670.12     14,640,792.00
ELI LILLY & COMPANY                        2.110 LLY     532457108Q    63.5000       545,800.00     23,142,044.71     34,658,300.00
EMC CORP                                   0.000 EMC     268648102      6.1400     1,360,000.00      6,600,488.00      8,350,400.00
EMERSON ELECTRIC CO                        3.087 EMR     291011104Q    50.8500       330,700.00     15,881,774.87     16,816,095.00
ENGELHARD CORP.                            1.789 EC      292845104Q    22.3500        88,000.00      2,444,160.00      1,966,800.00
ENTERGY CORP.                              3.070 ETR     29364G103Q    45.5900       173,600.00      5,073,768.50      7,914,424.00
EOG RESOURCES INC                          0.400 EOG     26875P101     39.9200        77,000.00      2,727,378.50      3,073,840.00
EPIQ SYSTEMS INC                           0.000 EPIQ    26882D109     15.3200        29,900.00        448,492.78        458,068.00
