ASOF02   Date 01/21/2003 Time 18:52:54   STATE TEACHERS RETIREMENT SYSTEM OF OHIO          Period 12/01/2002 To 12/31/2002  Page 048

Monthly Market Portfolio

Investment Desc             Rating Coupon Yield  Ticker Identifier F      Price      Par/Shares      Book Value       Market Value
------------------------------------------------------------------------------------------------------------------------------------

Group - COMMON STOCK
Portfolio  - SNP       S&P 500 PASSIVE
Instrument - COM       COMMON STOCK

3M COMPANY                                 2.011 MMM     88579Y101Q   123.3000       176,180.00     15,255,960.99     21,722,994.00
ABBOTT LABORATORIES                        2.350 ABT     002824100Q    40.0000       705,580.00     21,708,151.03     28,223,200.00
ACE LTD                                    2.249 ACE     G0070K103     29.3400       118,576.00      4,438,546.28      3,479,019.84
ADC COMMUNICATIONS INC                     0.000 ADCT    000886101      2.0900       359,686.00      5,190,637.79        751,743.74
ADOBE SYSTEMS INC.                         0.201 ADBE    00724F101Q    24.8010       106,655.00      2,119,261.25      2,645,150.65
ADVANCED MICRO DEVICES INC.                0.000 AMD     007903107      6.4600       155,073.00      2,631,681.75      1,001,771.58
AES CORP                                   0.000 AES     00130H105      3.0200       245,607.99      7,081,407.55        741,736.16
AETNA INC.                                 0.097 AET     00817Y108     41.1200        67,982.00      1,756,475.55      2,795,419.84
AFLAC INC                                  0.796 AFL     001055102     30.1200       233,090.00      4,533,664.79      7,020,670.80
AGILENT TECHNOLOGIES INC                   0.000 A       00846U101     17.9600       210,741.00      6,850,749.87      3,784,908.36
AIR PROD. & CHEM.                          1.964 APD     009158106Q    42.7500       102,649.00      3,164,723.24      4,388,244.75
ALBERTO CULVER CL-B                        0.714 ACV     013068101Q    50.4000        26,283.00        753,636.57      1,324,663.20
ALBERTSON'S, INC.                          3.414 ABS     013104104Q    22.2600       171,173.00      4,904,800.17      3,810,310.98
ALCOA INC.                                 2.633 AA      013817101Q    22.7800       381,234.00      8,639,166.89      8,684,510.52
ALLEGHENY ENERGY INC.                     22.751 AYE     017361106Q     7.5600        56,729.00      1,873,204.74        428,871.24
ALLEGHENY TECHNOLOGIES INC                 3.852 ATI     01741R102      6.2300        36,366.00        634,448.89        226,560.18
ALLERGAN PHARMACEUTICALS INC.              0.624 AGN     018490102Q    57.6200        58,473.00      2,086,037.64      3,369,214.26
ALLIED WASTE INDUSTRIES                    0.000 AW      019589308     10.0000        89,034.00      1,409,766.78        890,340.00
ALLSTATE CORP                              2.270 ALL     020002101Q    36.9900       317,448.00      9,051,011.91     11,742,401.52
ALLTEL CORP                                2.745 AT      020039103Q    51.0000       140,482.00      6,067,882.61      7,164,582.00
ALTERA CORP                                0.000 ALTR    021441100     12.3300       172,728.00      2,825,720.16      2,129,736.24
AMBAC FINANCIAL GROUP INC.                 0.711 ABK     023139108Q    56.2400        47,853.00      1,904,341.49      2,691,252.72
AMERADA HESS CORP.                         2.179 AHC     023551104Q    55.0500        40,265.00      2,456,177.73      2,216,588.25
AMEREN CORP.                               6.110 AEE     023608102Q    41.5700        69,323.00      2,671,944.92      2,881,757.11
AMERICAN ELECTRIC POWER                    8.781 AEP     025537101Q    27.3300       153,042.00      5,980,209.28      4,182,637.86
AMERICAN EXPRESS CO.                       0.905 AXP     025816109Q    35.3500       593,523.00     15,147,014.93     20,981,038.05
AMERICAN GREETING CL A                     2.531 AM      026375105Q    15.8000        29,743.00        709,864.24        469,939.40
AMERICAN INTL GROUP                        0.328 AIG     026874107Q    57.8500     1,178,054.00     51,056,639.74     68,150,423.90
AMERICAN POWER CONVERSION                  0.000 APCC    029066107     15.1500        88,579.00      1,408,316.86      1,341,971.85
AMERICAN STANDARD COMPANIES                0.000 ASD     029712106     71.1400        32,693.00      1,557,508.55      2,325,780.02
AMERISOURCEBERGEN CORP                     0.184 ABC     03073E105     54.3100        47,790.00      2,949,418.78      2,595,474.90
AMGEN INC                                  0.000 AMGN    031162100     48.3400       581,244.00     18,879,105.11     28,097,334.96
AMR CORP.                                  0.000 AMR     001765106      6.6000        70,423.00      1,781,230.33        464,791.80
AMSOUTH BANCORPORATION                     4.791 ASO     032165102     19.2000       160,486.00      3,890,757.19      3,081,331.20
ANADARKO PETROLEUM CORP                    0.835 APC     032511107Q    47.9000       112,269.00      5,125,272.06      5,377,685.10
ANALOG DEVICES                             0.000 ADI     032654105     23.8700       165,107.00      4,589,090.44      3,941,104.09
ANDREW CORP.                               0.000 ANDW    034425108     10.2800        44,295.00        850,719.71        455,352.60
ANHEUSER-BUSCH                             1.611 BUD     035229103Q    48.4000       386,552.00     11,235,217.28     18,709,116.80
ANTHEM INC                                 0.000 ATH     03674B104     62.9000        63,901.00      3,583,854.68      4,019,372.90
